"encriptado"	"seg_gol"	"sex_enc"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"fecha_stock"
"5288"	"iUuow9O2OPXy"	"Mas"	NA	"6"	"PORQUE NADA ES PERFECTO PERO NO HA TENIDO PROBLEMAS, SOLO QUE PARA PAGAR HAY QUE METERSE A LA PAGINA ES MUY COMPLICADO, ESTE MEDIO ES MUY COMPLICADO"	"2019_q2"
"5289"	"cjN101JGKc1F"	"Mas"	"Hombre"	"6"	"POR QUE SIEMPRE CREO QUE PODRIA SUPERAR UN POCO MAS EL SERVICIO UN POCO MEJOR, A VECES SE PIERDE EL INTERNET EN ALGUNOS LUGARES O EL EQUIPO SE PONE LENTO MAS QUE NADA POR ESO"	"2019_q2"
"5290"	"gu9ISMpqtHQF"	"Mas"	"Mujer"	"6"	"PORQUE TIENE BUEN SERVICIO Y EN REALIDAD NO HE TENIDO PROBLEMAS EN ESTOS MOMENTOS"	"2019_q2"
"5291"	"YvUJpdzTZUqW"	"MP"	"Hombre"	"2"	"PORQUE PRIMERO HABÍAMOS LLEGADO A ACUERDO CONCEPTUALES NOS HABIAN ENTREGADO UNOS TELEFONOS YA PARA PODER  ENTREGARLOS UNO TIENE QUE PAGAR LA RECEPCIÓN Y NOSOTROS CANCELAMOS LOS EQUIPOS Y LOS ESTÁN COBRANDO COMO ARRIENDO Y EL SERVICIO  NO  A SIDO BUENO EN LA COBERTURA  Y SE CAE EL SERVICIO ESTANDO DENTRO DEL RADIO URBANO   LOS COSTOS SON MÁS ALTOS EL MISMO PLAN EN ENTEL ME SALE EN 25 MIL MIENTRAS QUE EN EN WOM ME SALE 8999"	"2019_q2"
"5292"	"e27SuakHPWvA"	"MV"	"Hombre"	"5"	"PORRQUE DERREPENTE LA SEÑAL ES MUY MALA SE CAE LA SEÑAL SE ESCUCHA MAL HAY INTERFERENCIA Y LOS RUIDOS"	"2019_q2"
"5293"	"YeEDYo545F9V"	"Mas"	"Hombre"	"7"	"PORQUE EL SERVICIO NO SE CORTA NUNCA, ES EFICIENTE, Y SOLUCIONAN LOS PROBLEMAS CUANDO UNO LO SOLICITA"	"2019_q2"
"5294"	"vA3hG3z2YMjz"	"Mas"	"Hombre"	"7"	"PORQUE NO HE TENIDO PROBLEMAS"	"2019_q2"
"5295"	"6rvlNIEF0s2D"	"Mas"	NA	"6"	"HE TENIDO UN SERVICIO CON ENTEL NO HE TENIDO MAYOR PROBLEMA NI EN COBERTURA NI EN SEÑAL CERO PROBLEMA"	"2019_q2"
"5296"	"X5MtHsS5k4AE"	"Mas"	"Mujer"	"5"	"LA COBERTURA DONDE ME ENCUENTRO NO ES MUY BUENA TODO EL DÍA EN JARDINES DEL SUR ANTOFAGASTA"	"2019_q2"
"5297"	"9BfegPlpAPjD"	"Mas"	"Hombre"	"6"	"ALGUNAS COMPLICACIONES CON EL SERVICIO REPOSICION DE INTERNET"	"2019_q2"
"5298"	"dGGUqxEpCGCE"	"Mas"	"Hombre"	"7"	"PORQUE HE TENIDO VARIOS BENEFICIOS Y ESO ME HA AYUDADO CON MI CUENTA TELEFÓNICA POR EJEMPLO ACUMULAR PUNTOS CANJEARLOS POR PRODUCTOS DE REPENTE NO ALCANZO A PAGAR LA BOLETA VOY PAGANDOLA MAS ATRASADA NO ME CORTAN EL SERVICIO COSAS ASÍ IGUAL POR EL TEMA DE LA SEÑAL VIVO HACIA EL CAMPO SECTOR RURAL Y NO TENGO PROBLEMAS CON LA SEÑAL QUE ES LO MÁS IMPORTANTE IGUAL POR LA COBERTURA TIENE MEJOR ESTUVE EN OTRAS COMPAÑÍAS ESTUVE CON CLARO WOM Y AL FINAL ME VI OBLIGADO A CAMBIARME A ENTEL"	"2019_q2"
"5299"	"83YZGEtPy8yW"	"Mas"	NA	"6"	"PORQUE HAY VECES QUE SE CAE, QUE NO TENGO SEÑAL DE REPENTE"	"2019_q2"
"5300"	"3FQBBZZUywo8"	"MV"	"Hombre"	"4"	"PORQUE NO ESTOY NI SATISFECHO NI INSATISFECHO CON EL SERVICIO EN GENERAL MALA POST VENTA Y MAL ATENCION A CLIENTE"	"2019_q2"
"5301"	"splz5jiu5j9d"	"Mas"	"Hombre"	"7"	"NO HA ESTADO BIEN NO HE TENIDO PROBLEMAS Y ME HAN BUSCADO PLANES PARA REBAJAR LAS TARIFAS ME DAN OTRAS OPCIONES SOY CLIENTE ANTIGUO Y LA SEÑAL ES BUENA TAMBIEN NO NADA MAS"	"2019_q2"
"5302"	"ghLrJC8vtccd"	"Mas"	"Mujer"	"2"	"POR QUE ES MALA LA COBERTURA DE INTERNET"	"2019_q2"
"5303"	"qO7ez5MtbsIj"	"Mas"	NA	"6"	"PORQUE SI, PARA NO DARLE EL 7"	"2019_q2"
"5304"	"btVZuuvbEGQI"	"Mas"	"Hombre"	"6"	"PORQUE A VECES LE HA COSTADO OBTENER INFORMACION DE LA PAGINA COMO DETALLES DE LA FACTURA"	"2019_q2"
"5305"	"a3KImAfCictY"	"Mas"	"Hombre"	"7"	"PORQUE NO HA TENIDO NINGUN PROBLEMa con ellos"	"2019_q2"
"5306"	"Tv23JQ3eQ906"	"MP"	"Hombre"	"6"	"POR QUE LLEVAN MUCHOS AÑOS Y NO LOS PREMIAN"	"2019_q2"
"5307"	"bH5BeD8ht4aW"	"MP"	"Hombre"	"5"	"PORQUE NO TENGO PROBLEMAS CON ELLOS BUENA COBERTURA RÁPIDOS PARA CAMBIAR TELÉFONOS"	"2019_q2"
"5308"	"q5qNgZy7QmWj"	"Mas"	"Mujer"	"6"	"PORQUE ES MUY BUENO PERO NO ES PERFEXCTO"	"2019_q2"
"5309"	"Od1fqTsv5eMw"	"Mas"	"Hombre"	"7"	"PORQUE NUNCA HE TENIDO NINGUN PROBLEMA, LAS FACTURAS SON CLARAS"	"2019_q2"
"5310"	"dMVVnTs8PUbQ"	"Mas"	NA	"5"	"PORQUE NADA ES PERFECTO SIEMPRE HAY UNAS COSITAS A VECES NO TE INFORMAN DE COSAS SI ES QUE HAY UN PLAN MAS CONVENIENTES NO ESTAN COMO MUY PENDIENTE LOS EJECUTIVOS DE LOS CLIENTES SI HAY UN PLAN QUE LE CONVIENEN A LAS EMPRESAS DE REPENTE NO ESTAN PARA QUE TE MANTENGAN ACTUALIZADOS SI UNO NO LOS LLAMA"	"2019_q2"
"5311"	"xA4WT4JzWndF"	"Mas"	"Mujer"	"6"	"PORQUE ES MUY CARO VERSUS LOS DEMAS LOS PLANES SON MAS CAROS SE PAGA MAS INTERNET Y TELEFONIA"	"2019_q2"
"5312"	"hXAZbXrHC4hh"	"Mas"	"Mujer"	"4"	"POLA COBERTURA ES MUY MALA NO TENGO RED EN MI LUGAR DE TRABAJO SECTOR DE LA REINA Y SANTIAGO CENTRO DENTRO DEL RECINTO DONDE TRABAJO NO HAY SEÑAL TODO EL DIA ES EL PROBLEMA"	"2019_q2"
"5313"	"edKVDXjzFGV4"	"Mas"	"Hombre"	"4"	"POR QUE EL SERVICIO DE ATENCIÓN AL CLIENTE SE HA VUELTO Y MUY POCO AMIGABLE EJEMPLO TENGO AÑOS DE PERMANENCIA A LA COMPAÑIA Y NO PUEDE ACCEDER A BENEFICIOS QUE OPTAN LOS CLIENTES NUEVOS"	"2019_q2"
"5314"	"dXlLZWrubrpF"	"Mas"	"Hombre"	"5"	"PORQUE PARTEN SUPER BIEN Y DESPUES PARTEN LOS PROBLEMAS. QUISE CAMBIAR UN TELEFONO Y NO ERA TAN FACIL COMO EN UN PRINCIPIO.  LOS SERVICIO SON BUENOS PERO LOS TRAMITES SON MALOS"	"2019_q2"
"5315"	"8QDUm4HSDlNJ"	"Mas"	"Mujer"	"5"	"LOS PLANES NO ME SANTIFASE  MUCHO Y LA COBERTURA"	"2019_q2"
"5316"	"4wAfCmMKaxNQ"	"Mas"	"Mujer"	"6"	"PORQUE ME HAN CAMBIADO EJECUTIVOS Y NO ME AVISAN Y CUESTA MUCHA COMUNICARSE."	"2019_q2"
"5317"	"pSix2feG9xZ4"	"MP"	"Mujer"	"6"	"PORQUE ME ENTREGA LO QUE NECESITO LOS SERVICIO BASICOS DE TELEFONIA E INTERNET"	"2019_q2"
"5318"	"MwmUnGQKwobJ"	"Mas"	"Mujer"	"6"	"PORQUE IGUAL PROPRIA SER MEJOR EN ALGUNOS ASPECTOS COMO LA ATENCION AL CALL CENTER"	"2019_q2"
"5319"	"ivY9PRdq7Vnw"	"Mas"	"Hombre"	"7"	"PORQUE TENGO UN BUEN SERVICIO A LA CALIDAD DEL SERVICIO NO TENGO NINGÚN TIPO DE PROBLEMA"	"2019_q2"
"5320"	"VqHFAIqy6e1k"	"Mas"	NA	"6"	"HA SIDO BUENO. PODRIA SER MAS BARATO"	"2019_q2"
"5321"	"aDfXdtFAmAkS"	"AP"	"Hombre"	"6"	"POR LA COVERTURA ES MUY BUENA"	"2019_q2"
"5322"	"g1VMBocEppYy"	"Mas"	"Mujer"	"6"	"PORQUE 7 ES PERFECTO"	"2019_q2"
"5323"	"EjG925drQyrN"	"Mas"	NA	"7"	"PORQUE SE HA PORTADO BIEN Y HACEN BUENAS ATENCIONES"	"2019_q2"
"5324"	"RnEs57tbEqdn"	"Mas"	"Mujer"	"6"	"PORQUE AHORA TRATE DE CAMBIAR EL CELULAR Y NO ME DIERON MUCHAS OPCIONES, Y DEBERIAN HABER MAS ALTERNATIVAS CUANDO ES POR EMPRESAS."	"2019_q2"
"5325"	"DCHbhTl06TOe"	"Mas"	"Mujer"	"6"	"PORQUE ES LA COMPAÑIA QUE TIENE LA MEJOR COBERTURA Y FUNCIONA BIEN"	"2019_q2"
"5326"	"1nIzZEBG6tEc"	"Mas"	"Hombre"	"5"	"ES BUENO PERO PODRIAN TENER MEJORES PRECIOS Y CALIDAD DE SISTEMA 4G"	"2019_q2"
"5327"	"8AuzfIcUTBDy"	"Mas"	"Mujer"	"6"	"PORQUE EN GENERAL NO HE TENIDO MAYOR PROBLEMA, TIENEN BUENA ATENCION. ESTAMOS EN UNA ZONA NRURAL Y POR LO TANTO A VECES TENEMOS PROBLEMAS DE SEÑAL Y LLAMAMOS Y NOS CONECTAN INMEDIATAMENTE, A VECES SE DEMORAN ALGO Y HEMOS TENENIDO RESPUESTA A NNUSTROS REQUIRIMIEWNTOS"	"2019_q2"
"5328"	"2bDY1n4TEJkl"	"Mas"	NA	"7"	"PORQUE NO HE TENIDO PROBLEMAS CON ENTEL"	"2019_q2"
"5329"	"RXuLrFydFMAs"	"AP"	NA	"6"	"BASTANTE CONTENTO NO TENGO PROBLEMAS TENGO RED FUNCIONA NADA PARTICULAR ESTA TODO CORRECTO"	"2019_q2"
"5330"	"fNuzIvsz6ess"	"AV"	"Mujer"	"6"	"POR QUE CUMPLEN EL SERVICIO TIENEN BUENA COBERTURA Y RAPIDEZ EN LOS REQUERIMIENTOS TENEMOS PRINCIPALMENTE ACA EN EL SUR EN PUERTO MONTT"	"2019_q2"
"5331"	"F0D2TMOJaBG8"	"Mas"	"Mujer"	"5"	"PORQUE LAS VECES QUE HE TENIDO QUE RENOVAR EL EQUIPO Y NO ME DAN MUCHOOS BENEFICIOS"	"2019_q2"
"5332"	"UWd3MhdNRjsd"	"Mas"	"Hombre"	"6"	"PORQUE EL INTENET DE REPENTE SE CAE"	"2019_q2"
"5333"	"nJxgG6YlHAl4"	"Mas"	NA	"7"	"PORQUE ESTA SATISFECHO CON LOS SERVICIOS"	"2019_q2"
"5334"	"UChvxQLy1efA"	"Mas"	NA	"6"	"HAY MUCHAS OFERTAS DE PLANES Y UNO TIENE QUE ANDAR BUSCANDOLAS YA QUE NO SABE DE ELLAS"	"2019_q2"
"5335"	"3uRuQngzqglm"	"Mas"	NA	"5"	"PORQUE ENTEL TIENE PROBLEMA CUANDO UNO LLAMA Y A TRAVEZ DE LA PAGINA COLAPSADA CONTRATAR ROOMING UNO PIERDE TIEMPO POR QUE  PASA LAS LLAMADAS"	"2019_q2"
"5336"	"UwpjuPkpZFW7"	"Mas"	"Hombre"	"6"	"PORQUE EN REALIDAD EL SERVICIO COMO TAL ES BUENO, LAS LLAMADAS NO SE CAEN, EL INTERNET ES CONSTANTE, NO HE TENIDO PROBLEMAS, SOLO QUE EN PARQUE ARAUCANO NO HAY SEÑAL, DE RESTO NINGUN PROBLEMA."	"2019_q2"
"5337"	"beOCCyoyW4MI"	"Mas"	"Hombre"	"6"	"PORQUE PRESTAN UN BUEN SERVICIO BUENA SEÑAL BUENA COBERTURA PERO NO EXCELENTE A VECES ME LLAMAN Y SUENA APAGADO PERO POCAS VECES POR ESO NO LE PONGO UN SIETE"	"2019_q2"
"5338"	"89aVY0PfFuYM"	"Mas"	"Hombre"	"7"	"ME RESPONDEN RAPIDO PUEDO TENER SEÑAL EN CUALQUIER LADO SIN PROBLEMAS"	"2019_q2"
"5339"	"ja3n8uQ3fyZv"	"Mas"	"Hombre"	"3"	"CUANDOP HE INTENTADO DAR DE BAJA ALGUNAS LINEAS Y CONTRATAR OTRAS ES CASI IMPOSIBLE"	"2019_q2"
"5340"	"qPekM0qAVib0"	"Mas"	"Mujer"	"6"	"PORQUE SIEMPRE HAY DETALLES CON LA SEÑAL"	"2019_q2"
"5341"	"T5L9TpEYxIa8"	"Mas"	NA	"5"	"PORQUE A VECES SE CORTA Y NO TIENE MUCHA ALTERNATIVAS DE PLANES CON EL EXTRANJERO"	"2019_q2"
"5342"	"AXnBIuKE9ixY"	"Mas"	"Mujer"	"6"	"ANTES ERA MEJOR RESPECTO A LA SEÑAL"	"2019_q2"
"5343"	"witAHOygpbGF"	"MP"	"Hombre"	"5"	"porque hay problemas de señal, son en el area rural"	"2019_q2"
"5344"	"wHubbX1NqJPy"	"Mas"	"Mujer"	"7"	"PORQUE TENGO BUENA COBERTURA PORQUE SU PLAN NO ES CARO Y NO ME HA FALLADO QUE NO SE CORTA QUE CUMPLEN QUE ES FACIL PAGAR"	"2019_q2"
"5345"	"94mdYs7G277k"	"Mas"	"Hombre"	"6"	"PORQUE SI FUERA UN SERVICIO COMPLETO LE PONDRIA UN 7 PERO TIENE FALLAS CON LA SEÑAL, PORQUE TIENE PROBLEMAS CON LA FACTURA."	"2019_q2"
"5346"	"h3C8M2vmnupu"	"Mas"	NA	"6"	"PORQUE FUNCIONA TENGO BUENA  SEÑAL Y BUENA RESPUESTA EN  LOS REQUERIMIENTOS BASICAMENTE ESO  EN GENERAL DONDE YO OCUPO TODOS LADOS"	"2019_q2"
"5347"	"fKnxEUJ83LmB"	"Mas"	"Mujer"	"7"	"POR QUE LOS SERVICIOS Y DATOS MÓVILES NUNCA HE TENIDO PROBLEMAS Y VIAJO MUCHO A FAENA Y LOS DATOS NO SE VAN DEL ÁREA ME GUSTA EL SERVICIO Y DISPONIBILIDAD DE ATENCION"	"2019_q2"
"5348"	"SzBFTXm6382w"	"Mas"	"Hombre"	"6"	"PORQUE SE CAE INTERNET"	"2019_q2"
"5349"	"qBo8fguMdWI6"	"Mas"	"Mujer"	"6"	"POR QUE OSEA AVECE NECESITAMOS EL DETALLE DE LA CUENTA Y NO NOS LLEGA EL DETALLE, LO OTRO TUVIMOS UN PROBLEMA Y NO LO RESOLVIERON , EL PROBLEMA FUE UN COBRO INDEBIDO , ES QUE LO QUE PASA ES QUE POR EL COBRO INDEBIDO NOS LLAMABA LA EMPRESA DE COBRANZA Y ERA MUY MOLESTA Y FUE UN ERROR DE LA EMPRESA Y LA COBRADORA FUE MUY AGRESIVA AUN ASÍ EXPLICÁNDOLE QUE FUE UN COBRO INDEBIDO"	"2019_q2"
"5350"	"XcH4FbfHBZfk"	"Mas"	"Hombre"	"7"	"POR LA CALIDA Y SEÑAL UNICA EMPREA CON COBERTURA"	"2019_q2"
"5351"	"zeZpAivDkEO4"	"Mas"	"Mujer"	"5"	"PORQUE HE TENIDO PROBLEMAS CON LA CONEXIÓN A INTERNET SE CAE ME APARECE EL 4G PERO NO ENVÍA MENSAJES DE WHATSAPP HAY UNA PERSONA QUE TRABAJA EN CARRETERA Y NO TIENE SEÑAL EN SANTIAGO SOBRE TODO"	"2019_q2"
"5352"	"Mzoc13Q2ZrKn"	"Mas"	"Hombre"	"7"	"PORQUE NO HAN TENIDO NINGUN PROBLEMA Y SI ALGUNA VEZ TUVIMOS PROBLEMA LO SOLUCIONARON RAPIDO"	"2019_q2"
"5353"	"okKrF06PsuUG"	"Mas"	"Mujer"	"6"	"PORQUE A   VECES NO SIRVE EL INTERNET ES INTERMITENTE"	"2019_q2"
"5354"	"yaOHZPX2hZmP"	"Mas"	NA	"5"	"NO SIEMPRE ES BUENO EL INTERNET QUE TENGO SE ME CAE  A VECES NO LLEGA LA SEÑAL A MI TELEFONO A VECES EN LA TARDE SOBREE TODO TIPO 21 HORAS SE PAUSA MNUCHO"	"2019_q2"
"5355"	"EHCv0ztaIelO"	"Mas"	"Hombre"	"6"	"NO LE INFORMAN CUANDON SALE UN MEJOR PLAN AL QUE YA TIENE CONTRATADO NO LE INFORMAN"	"2019_q2"
"5356"	"360sUYyvglpZ"	"Mas"	"Hombre"	"6"	"SIEMPRE SE PUEDE MEJORAR"	"2019_q2"
"5357"	"gOTeXE7eBlwa"	"Mas"	"Hombre"	"5"	"SU SERVICIO AL CLIENTE DEJA UN POCO QUE DESEAR UNO ES MERCADO COMPETITIVO CONSTANTEMENTE ESTÁN VARIANDO LOS PLANES ESO QUE SE LE OFRESCA EL MEJOR PLAN DISPONIBLE YO ACABO DE REDUCIR EL 20 POR CIENTO EL CELULAR AL MES POR VER VISTO LA PAGINA DE ENTEL VEO LAS OFERTAS TENGO 4 LINEAS CON ENTEL PODRIA ESTAR NORMALMENTE MAS MIN MAS MEGAS Y PAGAR MENOS ESPERO QUE ENTEL ME AVISE QUE DIGA QUE POR MISMO MONTO TIENE LO MISMO ACABO DE AJUSTAR EL PLAN TENIENDO 20 POR CIENTO MENOS EL PROCESO DE CAMBIOS TOMA TIEMPO TIENE QUE ESPERAR LA SIGUIENTE FACTURACIÓN ME PROVOCA CAMBIARME DE EMPRESA"	"2019_q2"
"5358"	"aEy1k8hOcgVT"	"Mas"	"Hombre"	"7"	"PORQUE CUANDO SE HA REQUERIDO A ALGUN TIPO DE ASISTENCIA HA SIDO RAPIDO Y OPORTUNO CONSULTAS DE EQUIPO Y DE CUENTA"	"2019_q2"
"5359"	"JMRl8Y4Jnes7"	"Mas"	"Hombre"	"6"	"POR QUE ESTABAMOS SUPER BIEN PERO HASTA HACE POCO LA SEÑAL HA SIDO PESIMA ACA EN CUANTO A INTERNET SECTORES RURALES POR LO GENERAL AHORA HA SIDO PERMANENTE PERO ULTIMAMENTE HA SIDO PERMANENTE LA CAIDA DEL INTERNET FUNCIONA MAL NO ERA COMO ANTES EN UN PRINCIPIO EN ZONA DE CAMPO"	"2019_q2"
"5360"	"OqrIRF2LzHdv"	"Mas"	"Hombre"	"7"	"PORQUÉ ES UN EXCELENTE SERVICIO NUNC HE TENIDO PROBLEMAS"	"2019_q2"
"5361"	"3OesRu3t6IGZ"	"Mas"	NA	"6"	"POR QUE AVECES EL INTERNET NO ANDA MUY BIEN, EN ALGUNOS LOCALES DONDE YO TRABAJO NO ME LLEGA MUY BIEN, PERO NO CARGA COMO FACEBOOK. CUANDO ESTA EN EL TRABAJO NO USA  EL INTERNET"	"2019_q2"
"5362"	"Its2F9hOkU0J"	"Mas"	"Hombre"	"5"	"PORQUE FUNCIONA BIEN PERO AVESES CUANDO UNO HACE LOS TRAMITES NO A PASADO CAMBIAR LINEAS SE COMPLICAN COMO PORTABILIDAD Y NO SA PODIDO"	"2019_q2"
"5363"	"nFPzoCkLVxKk"	"Mas"	"Mujer"	"6"	"PORQUE MUCHAS VECES SE CAEN LOS SISTEMAS Y QUEDAMOS AISLADOS LA EMPRESA NO SE HACE CARGO DE BAJAR PORQUE TENEMOS PROBLEMAS DE CONECTIVIDAD VARIAS VECES SE CAE NO HAY INTERNET NO NOS PODEMOS COMUNICAR NO ES TAN SEGUIDO TAMPOCO HEMOS TENIDO VARIOS EPISODIOS EN EL AÑO UNOS 5 DE ESE TIPO CON LA TELEFONÍA Y LA TELEFONÍA MÓVIL OBVIAMENTE AFECTA EL INTERNET EN LA CARRETERA AL SUR EN TALCA NO ES UN PROBLEMA SOLAMENTE MIO A VECES NO TODO EL TIEMPO A NIVEL NACIONAL ESTÁN SIN CONECTIVIDAD ES UN PROBLEMA DE FIBRA ÓPTICA NO SÉ"	"2019_q2"
"5364"	"39sUpX5RfeEH"	"MP"	"Hombre"	"7"	"PORQUE TENEMOS COBERTURA EN TODAS PARTES Y LA ATENCION DE LOS OPERADORES ES BUENA"	"2019_q2"
"5365"	"sY0JcHC7kGWg"	"MP"	"Hombre"	"4"	"Ejecutivos empresa es muy malo no contesta correo ni llamados,servicio tecnico bueno atencion con ejecutivo malo."	"2019_q2"
"5366"	"ymVB2uT4s9VW"	"Mas"	"Hombre"	"7"	"TRABAJO BASTANTE PARA FUERA ENTONCES TENGO MAS SEÑAL CON ENTEL, TRABAJO COMO MECANICO INDUSTRIAL Y TRABAJO PARA EL LADO DE LOS CERROS Y CON QUIEN MAS TENGO SEÑAL ES ENTEL"	"2019_q2"
"5367"	"xWDZnm4Q1nze"	"Mas"	NA	"5"	"SE CAE MUCHO LA SEÑAL"	"2019_q2"
"5368"	"zGwK0C4s8a0S"	"AP"	"Mujer"	"4"	"PORQUE NOSOTROS CUALQUIER FALLA ALGÚN REQUERIMIENTO NOS CONTESTAN NO NOS CORTAN LOS TELÉFONOS SI SE ME OLVIDA PAGAR ELLOS LLAMAN Y AVISAN MOVISTAR NO LA COBRAN LA FACTURA DE MAL HAY QUE IR A QUE REBAJEN LO QUE YA ESTA PAGADO"	"2019_q2"
"5369"	"VsMZZsRFqqS2"	"Mas"	NA	"7"	"PORQUE HASTA AHORA HA COMPLÑIDO CON LO QUE NOSOTROS NECESITABAMOS ES DECIR CUMPLIMIENTOS DE ESPECTATIVAS"	"2019_q2"
"5370"	"3NH9XA0Ug4Jt"	"Mas"	"Hombre"	"3"	"CONECTIVIDAD"	"2019_q2"
"5371"	"xZmjMW2Y5QJq"	"MV"	"Hombre"	"6"	"POR QUE NO HAY MAYORES PROBLEMAS CON EL SERVICIO"	"2019_q2"
"5372"	"PGHjdAgpxXnf"	"Mas"	NA	"6"	"EN GENERAL TODO BIEN"	"2019_q2"
"5373"	"U15C3DXm1mfk"	"Mas"	"Hombre"	"6"	"PORQUE UNA VEZ HICE UNAS CONSULTAS Y NO TUVIERON COMO RESPONDERME"	"2019_q2"
"5374"	"xMjQHTRYZR1v"	"Mas"	"Hombre"	"5"	"PORQUE ESTOY SATISFECHO"	"2019_q2"
"5375"	"jYHJD7gqq94H"	"Mas"	"Hombre"	"5"	"ULTIMAMAMENTE SE VA LA SEÑAL DE INTERNET Y LLAMADAS SIN SONIDO LO LLEVE AL SERVICIO TECNICO Y NO ME DIERON UNA SOLUCION"	"2019_q2"
"5376"	"z3Wt5e7wVo49"	"Mas"	"Hombre"	"4"	"ERRORES EN LOS COBROS Y MALA CALIDAD EN COBERTURA"	"2019_q2"
"5377"	"WYtbE9J1hXrn"	"AP"	"Hombre"	"6"	"PORQUE DE REPEMTE FALLA LA LIEA"	"2019_q2"
"5378"	"N5OMrtTG9dBx"	"MasPrem"	"Hombre"	"4"	"PORQUE NO SE PONEN EN EL LUGAR DEL CLIENTE"	"2019_q2"
"5379"	"vRnWsdnxbR5O"	"Mas"	"Hombre"	"7"	"POR QUE NO EH TENIDO PROBLEMA BUENA SEÑAL NO HAY PROBLEMA, LOS VALORES SON LOS JUSTOS."	"2019_q2"
"5380"	"UgeNMQyYSgLN"	"Mas"	"Hombre"	"7"	"POR EL SERVICIO QUE NUNCA SE HA INTERRUMPIDO EN CUANTO A LA COMUNCIAICÓN, POR LA COBERTURA QUE NO HEMOS DEJADO DE TENER COBURTA RESPECTO A INTERNET"	"2019_q2"
"5381"	"HXDZS1Wh6czc"	"MasPrem"	"Hombre"	"6"	"POR EL COSTO ES MUY CARO EN RELACIÓN A OTRAS COMPAÑIAS"	"2019_q2"
"5382"	"HViil8J68RVJ"	"Mas"	NA	"6"	"NUNCA ES PERFECTO UN POCO CARA"	"2019_q2"
"5383"	"lVRZey8Aik5J"	"MP"	"Hombre"	"5"	"PORQUE ENTEL TIENE POCA COBERTURA EN AREAS RURALES"	"2019_q2"
"5384"	"8GkwSfKCQKxX"	"Mas"	"Hombre"	"5"	"PORQUE HE TENIDO ALGUNOS PROBLEMAS QUE NO HAN SIDO CLARO CON LOS COBROS DE LA FACTURA"	"2019_q2"
"5385"	"xxTR6YPDgcIx"	"MP"	"Mujer"	"7"	"LOS VALORES DE LOS PLANES LA CONEXION TIENE BUENA COBERTURA LOS SERVICIOS EN GENERAL"	"2019_q2"
"5386"	"1gmy4Pku3EGO"	"AP"	"Mujer"	"7"	"CADA VEZ QUE TENEMOS DUDAS NO LOS RESUELVEN ENSEGUIDA Y DE LA MEJOR MANERA ES QUE DE REPENTE AHÍ QUE HACER MIGRACIONES O CAMBIO DE CHIP Y LO REALIZAN AL MOMENTO"	"2019_q2"
"5387"	"cZtxjcrKS43f"	"Mas"	"Hombre"	"3"	"COBROS QUE NO ENTIENDO ME DICEN QUE ME VAN A DESCONTAR Y NO ME LO DESCUENTAN ESTOY EN ENTEL PORQUE ES EL MENOS MALO SE ME CORTA LA SEÑAL EN PARTES QUE TODOS LOS OTROS TIENEN SEÑAL A VECES TENGO COMPAÑEROS QUE TIENEN SEÑAL Y YO NO  LLAMO AL NUMERO 600 Y ME DAN PUROS MEJORALES"	"2019_q2"
"5388"	"F5zgYRksSxQU"	"AV"	"Mujer"	"5"	"PORQUE EN CUANTO AL RELACION PRECIO ES MUY ELEVADO CON LAS OTRAS COMPAÑIAS"	"2019_q2"
"5389"	"GbWGD9mUTirh"	"Mas"	NA	"7"	"PORQUE NUNCA HE TENIDO PROBLEMA SIEMPRE ES TRANSPARENTE LA CUENTA LA ATENCIÓN AL CLIENTE ES BUENA CUALQUIER DUDA O REPOSICIÓN DEL SERVICIO"	"2019_q2"
"5390"	"Q0w3Er919GxF"	"Mas"	"Mujer"	"5"	"PORQUE TENGO CONTRATADOS VARIOS MINUTOS, LLEVO MUCHO TIEMPO Y AVECES ME CORTAN LOS SERVICIOS PORQUE AVECES TENGO PROBLEMAS CON LA PÁG Y NO PUEDO PAGAR Y TENGO QUE ESTAR YENDO A LA OFICINA Y ESO ME QUITA TIEMPO, TENGO SON PROBLEMAS CUANDO SE ACERCA LA FECHA DE PAGO CON LA PÁG Y ME CORTAN LOS SERVICIOS"	"2019_q2"
"5391"	"1H7LpPHWuxdE"	"Mas"	NA	"5"	"EN TERMINO DE ATENCION AL CLIENTE ES PESIMO PORQUE NO HAY RESPUESTA INMEDIATA TARDAN MUCHO ENGORROSO NO HAY COHERENCIA EN DISTINTAS PLATAFORMAS DE ATENCION"	"2019_q2"
"5392"	"sbloPxJkDSkv"	"AP"	"Mujer"	"6"	"POR QUE LA VERDAD EL SERVICIO ES BASTANTE BUENO PERO EN ALGUNOS LUGARES TENGO PROBLEMAS DE COBERTURA COMO POR EJEMPLO CUANDO VOY A REUNIONES O LUGARES MUY CERRADOS"	"2019_q2"
"5393"	"jBSiTgI7N7nx"	"Mas"	"Mujer"	"7"	"NUNCA HA TENIDO PROBLEMAS NI DE CONECTIVIDAD."	"2019_q2"
"5394"	"CEn2mCwd7ZQN"	"Mas"	"Mujer"	"4"	"HA BAJADO MUCHO LA SEÑAL"	"2019_q2"
