"encriptado"	"seg_gol"	"seg_corfo"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"bench"	"fecha_bench"
"3749"	"vdcY0xUppVuz"	"Mas"	"PEQUEÑA"	6	"NO TENIDO MAYORES PROBLEMAS CON ELLOS, HAY COSITAS PEQUEÑAS TODO BIEN"	"movil"	"2020_q1"
"3750"	"coMHjH9hf05i"	"Mas"	"MICRO"	5	"PORQUE LA FACTURACIÓN ES INCORRECTA , POR LETRAS CHICAS QUE NO LEYERON,CONTRATARON PLANES PARA LA EMPRESA Y ESTA  COBRANDO MAS POR LOS SERVICIOS Y NO LE HAN DADO SOLUCIÓN, PERO EL SERVICIO ES BUENO"	"movil"	"2020_q1"
"3751"	"vK6pAXl6ZjSQ"	"Mas"	"PEQUEÑA"	4	"POR QUE DERREPENTE SE LE VA LA SEÑAL EN MI  EMPRESA VAMOS PARA TODOS LADOS TIENE MUY MALA SEÑAL  CUANDO VAMOS ALA PLATA ,LOS EQUIPOS SON ASQUEROSOS."	"movil"	"2020_q1"
"3752"	"O15Ajupo7ZD5"	"AV"	"GGEE"	6	"POR COSTOS, LOS PRECIOS SON MUY ALTOS"	"movil"	"2020_q1"
"3753"	"gc3rr0tD2D9J"	"Mas"	"MICRO"	5	"HE A VER EL TEMA DE CUANDO OFRECEN PLANES Y OFRECEN NO PROGRAMA O NO LOS PLANES SIEMPRE VAN MÁS ABAJOS, Y AUN CUANDO LO TIENE EL CLIENTE SEGURO NO LE HACEN LOS MISMOS DESCUENTOS EN SU DEFECTO DARLE MEJOR SERVICIO ESPERO QUE UNO RECLAMA Y ESO O ES BUENO SI UNO RECLAMA ES POR QUE ESTA MAL ESE ES EL TEMA,EN EL FONDO NO SE SI HAY TENEMOS QUE ECHARLE LA CULPA A LA PANDEMIA POR EL MAL SERVICIO QUE HABIDO EN INTERNET SERÁ POR ESO ES QUE ELLOS MAL SERVICIO , SE CAE EL INTERNET SON SITUACIONES QUE PARA UNO ES DESAGRADABLE ESO"	"movil"	"2020_q1"
"3754"	"n8kHRaorIwuN"	"Mas"	"PEQUEÑA"	5	"PORQUE ES UN SERVICIO MAS  CARO SON MAS CAROS DEL MERCADO PORQUE TIENE PLANES MAS CAROS"	"movil"	"2020_q1"
"3755"	"FbKlMpwH2tvf"	"Mas"	"PEQUEÑA"	5	"PORQUE IGUAL LOS PLANES DEBERIAN ESTAR TODOS MAS MENOS EQUITATIVOS COBRANDO LO MISMO,PORQUE AVECES TE LLAMAN DE OTRAS COMPAÑIAS OFRECIENDOTE PLANES MAS BARATOS MAS ECONOMICOS CON LA MISMA CANTIDA DE INTERNET.Y DE REPENTE LA SEÑAL COMO QUE SE PEGA UN POQUITO, TANTA GENTE QUE ESTA EN LA CASA HOY DIA ESTA UN POCO MAS FLOJO EL INTERNET."	"movil"	"2020_q1"
"3756"	"qPWS1rvddIrX"	"AV"	"GGEE"	7	"PORQUE SIEMPRE ME HAN DADO BUENA ATENCIÓN ANTE EL SUMINISTRO DE CABLE EN LOS SERVICIOS NO HE TENIDO SI TENGO LLAMO Y ME SOLUCIONAN AL MOMENTO"	"movil"	"2020_q1"
"3757"	"sZ9sQVnOdZ6N"	"Mas"	"PEQUEÑA"	6	"PORQUE NO HE TENIDO PROBLEMAS DE CONECTIVIDAD Y TIENE BUENA SEÑAL"	"movil"	"2020_q1"
"3758"	"YkvYFjWctDjt"	"MP"	"PEQUEÑA"	5	"PORQUE TODO LO QUE ESTA RELACIONADO CON LA TRANSMISIÓN, MUY LENTO SE CAE TODO LO QUE TIENE QUE VER CON VELOCIDAD"	"movil"	"2020_q1"
"3759"	"zuPM6XqEmBl9"	"Mas"	"MICRO"	6	"BUEN SERVICIO, BUENA ATENCIÓN CUANDO UNO CONSULTA, BUENA SEÑAL."	"movil"	"2020_q1"
"3760"	"zdyQYe6nygsK"	"Mas"	"PEQUEÑA"	7	"PORQUE NUNCA PIERDE SEÑAL, BUENA CONECTIVIDAD"	"movil"	"2020_q1"
"3761"	"D56ql1Weefc6"	"Mas"	"GGEE"	6	"PORQUE A VECES SE CAE, AVECES NO FUNCIONA CORRECTAMENTE Y ASÍ, EL INTERNET , EL INETER MÁS QUE TODO"	"movil"	"2020_q1"
"3762"	"2Ru7HkKqVsiW"	"Mas"	"PEQUEÑA"	6	"DENTRO DE LOS PROBLEMAS QUE HEMOS TENIDO LOS HAN SOLUCIONADO, HEMOS TENIDO PROBLEMAS DE COBERTURA."	"movil"	"2020_q1"
"3763"	"k6Km8BSs7vFW"	"Mas"	"PEQUEÑA"	6	"no ha sido malo entel, ha respondido bien y la verdad que no lo evaluo con 7 porque igual debe tener un pero."	"movil"	"2020_q1"
"3764"	"900krfttk5Ea"	"Mas"	"MEDIANA"	7	"PORQUE HASTA EL MOMENTO NO HE TENIDO NINGUN INCONVENIENTE CON LA COMPAÑIA Y EL SERVICIO A SIDO BUENO."	"movil"	"2020_q1"
"3765"	"SvQ1wTQJhPLi"	"Mas"	"PEQUEÑA"	7	"PORQUE NO HE TENIDO PROBLEMAS DE COMUNICACIÓN  Y CUANDO ME CORTAN LLAMO Y ME CONTACTAN AL TIRO EL INTERNET SIEMPRE A FINANCIADO BIEN"	"movil"	"2020_q1"
"3766"	"6ZOKYoD6R1RS"	"Mas"	"PEQUEÑA"	7	"PORQUE DENTRO DE TODO LO MALO ESTA COMO LO MEJOR QUE ME HA TOCADO TUVE VTR Y CON MOVISTAR TENGO CUENTA CON MIS PADRES Y CON ENTEL ES LA QUE MAS ME HA GUSTADO,NO SON GRANDES EMPRESAS QUE NO SE PREOCUPAN POR EL CLIENTE ES LO MEJOR DE LO MALO"	"movil"	"2020_q1"
"3767"	"5QZG5MuMGhlC"	"Mas"	"MEDIANA"	7	"mas que nada por a señal, nosotros tenemos gente en distintas zonas, entonce tenemos zonas con menos señal y entonces entel es la única que toma a las zonas rurales como campos y cordilleras a esas localidades."	"movil"	"2020_q1"
"3768"	"HU2fmPu1OfY1"	"Sin Info"	"MEDIANA"	6	"PORQUE NO TIENE MUCHAS CAÍDAS DE SISTEMA, SIN PROBLEMAS Y CUANDO LOS TIENE LA ATENCIÓN ES MUY RÁPIDA, SERVICIO AL CLIENTE MUY BUENO"	"movil"	"2020_q1"
"3769"	"FcwSyxreT5tU"	"Mas"	"PEQUEÑA"	6	"LAS CUENTAS A VECES SON MUY CARAS ,PERO TENGO  UN CONVENIO RÁPIDO PARA DESHACERME DE LOS PLANES"	"movil"	"2020_q1"
"3770"	"Q6tPZysF3e6q"	"MV"	"PEQUEÑA"	5	"PORQUE EN LOS MOVILES SON BASATANTE MAS CAROS QUE LAS OTRAS COMPAÑIAS. EL SERVICIO EN GENERAL ES BUENO PERO ESA PARTE ES MAS CARO."	"movil"	"2020_q1"
"3771"	"Nv5eCdZ7gkgv"	"Mas"	"MICRO"	5	"PORQUE EL SERVICIO NO FUNCIONA BIEN, DE REPENTE HAY ZONAS EN LAS CUALES NO TENGO BUENA COBERTURA DE REPENTE ME ESTAN HABLANDO Y DEJO DE ESCUCHAR LO QUE ME ESTA DICIENDO Y LO MISMO PASA CON LA OTRA PERSONA, Y ESO ES PROBLEMA DE LA COMPAÑÍA NO PROBLEMA DEL TELEFONO,PORQUE ME PSO CON MULTIPLES TELEFONOX CAMBIO EL CHIP A VARIOS TELEFONOS POR LO MISMO ,DESPUES EL SERVICIO 4G NO ES CONSTANTE YO ESTOY PAGANDO POR UN PLAN ILIMITADO EN DONDE TENGO INTERNET ILIMITADO CON ENTEL SIN QUE BAJE EL ANCHO DE BANDA OSEA DE LOS 4G, LA VELOCIDAD ME BAJA IGUAL, ILIMITADO Y TENGO 4G ILIMITADO NO ES QUE TENGO UNA TARIFA DE 20  GIGAS Y SE ME HACE VER SIN INTERNET CUANDO EMPIEZO A OCUPAR LO USUAL LA VELOCIDAD SE ME BAJA,SI SI ME QUIERO METER A VER UNA PELICULA Y QUIERO ABRIR LA PAGINA DE SERVICIOS DE IMPUESTOS INTERNOS NO CARGA ESO ES BAJA ANDA LENTO NO ANDA A LOS 4G, SI QUE LA COBERTURA ES MALA DE REPENTE HABLANDO POR TELEFONO Y CON USTED Y DE REPENTE LA DEJO DE ESCUCHAR Y NO ES PROBLEMA DEL TELEFONO ME HE CAMBIADO DE  VARIOS EQUIPOS Y PASA LO MISMO"	"movil"	"2020_q1"
"3772"	"d1wglJXGhVha"	"Mas"	"MICRO"	5	"POR QUE DERREPENTE FALLAN LAS COMUNICACIONES"	"movil"	"2020_q1"
"3773"	"BIUXYXwfhLJo"	"Mas"	"PEQUEÑA"	5	"PORQUE NO ES EXCELENTE, BUENA COBERTURA BUEN PRECIO,BUEN SERVICIO AL CLIENTE"	"movil"	"2020_q1"
"3774"	"LWOVmvfcz2FK"	"Mas"	"PEQUEÑA"	6	"PORQUE EL SERVICIO ES BUENO ES MEJOR QUE MOVITAR, EL ANCHO DE BANDA DE ENTEL, LA ESTABILIDAD DEL SISTEMA"	"movil"	"2020_q1"
"3775"	"3jIlsyKHR1p9"	"MV"	"GGEE"	7	"PORQUE NO A TENIDO PROBLEMAS ,DE CONEXIÓN BUENAS  OFERTAS  EQUIPOS"	"movil"	"2020_q1"
"3776"	"dwbCFrtKexUM"	"Mas"	"PEQUEÑA"	6	"POR QUE EN GENRAL A ANDADO BIEN BUENA COBERTURA BUENA SEÑAL"	"movil"	"2020_q1"
"3777"	"H44Rvv1M6BJl"	"Mas"	"MICRO"	7	"PORQUE ES BUENO , BUEN INTERNET, SEÑAL BUENA DONDE VA, NUNCA A TENIDO PROBLEMAS Y HAN SOLUCIONADO CON RAPIDEZ LOS PROBLEMAS QUE A TENIDO"	"movil"	"2020_q1"
"3778"	"r5KjKhwGO3uM"	"Mas"	"MICRO"	6	"lo único que pasa es que siento que hace mucha fidelización con sus clientes"	"movil"	"2020_q1"
"3779"	"trmdv1GxQDxg"	"Mas"	"PEQUEÑA"	4	"POR QUE HEMOS TENIDOS HARTOS PROBLEMAS NOS CAMBIAMOS DE COMPAÑÍA PARA MEJORAR EL TEMA DE SEÑAL EN UN TIEMPO NOS CAMBIAMOS DE CLARO A ENTEL PORQUE EN UN SECTOR EN UNAS CLIENTES SUPUESTAMENTE ENTEL ERA MEJOR COMPAÑÍA Y NO HEMOS TENIDO MEJOR SOLUCIÓN, LOS EQUIPOS SE DESCONFIGURARON SONABAN APAGADOS TUVIMOS ARTOS PROBLEMAS AL INICIO Y NO SUBSANO LA COMPAÑÍA TOCO POR PARTE DE NOSOTROS"	"movil"	"2020_q1"
"3780"	"LxExeOufMLdZ"	"Sin Info"	"PEQUEÑA"	7	"PORQUE TIENE COBERTURA EN TODA LA PROVINCIA"	"movil"	"2020_q1"
"3781"	"8MJ5gssj70nn"	"Sin Info"	"MICRO"	5	"PORQUE TIENE BUENA COBERTURA , CUIDA DE INTERNET Y NO LE HAN OFRECIDO MEJORAS EN EL SERVICIO, EL TUVO QUE ACERCARSE Y PREGUNTAR ,NI SIQUIERA POR LOS AÑOS CON LA COMPAÑIA"	"movil"	"2020_q1"
"3782"	"9bHdifFJXsBM"	"AP"	"MEDIANA"	6	"PORQUE TENGO UN PEQUEÑO PROBLEMA CON ELLOS, UN TEMA DE COBERTURA, NO DEPENDE DE ELLOS REALMENTE, NO ES OPTIMO QUE CUBRA EN TODOS LADOS POR DECIRLO DE CIERTA FORMA."	"movil"	"2020_q1"
"3783"	"p7tswy1Ito5U"	"Mas"	"MICRO"	7	"PORQUE ES BUENO , NO TIENE PROBLEMAS, SIN CAÍDA DEL SERVICIO, BUENA ATENCIÓN DEL  SERVICIO AL CLIENTE"	"movil"	"2020_q1"
"3784"	"By4XmbW7t9D1"	"AP"	"MEDIANA"	6	"PORQUE ES BUENO  EL SERVICIO PORQUE HE PASADO POR OTROS Y EL MEJOR ES ESTE,NO TENGO TIEMPO  PARA EXPLAYARME PERO ESTOY CONTENTA CON ENTEL ESTOY CONFORME CON EL SERVICIO QUE TENGO"	"movil"	"2020_q1"
"3785"	"aWyK9SQBrM5H"	"Mas"	"PEQUEÑA"	5	"PORQUE HAY MUCHA OFERTA EN MERCADO Y ENTEL SE MANTIENE HAY QUE LLAMARLOS PARA BAJAR ALGO NUNCA LLAMAN ELLOS"	"movil"	"2020_q1"
"3786"	"UrOKltK83dh1"	"Mas"	"PEQUEÑA"	7	"COBERTURA VALOR POR PLAN ."	"movil"	"2020_q1"
"3787"	"sSCSshY77OcS"	"Mas"	"GGEE"	7	"PORQUE NO TIENE PROBLEMAS Y SE PUEDE COMUNICAR A CUALQUIER LUGAR"	"movil"	"2020_q1"
"3788"	"Re8PxBI7ICyx"	"Mas"	"PEQUEÑA"	6	"SIEMPRE HAY PARA MEJORAR"	"movil"	"2020_q1"
"3789"	"VpY7bg5XFG7A"	"MP"	"MEDIANA"	4	"PORQUE SON POCO PROACTIVOS,LOS TIPOS REACCIONAN AL ESTADO,HAY EMPRESAS QUE ESTAN MUCHOS MAS AVANZADAS QUE ELLOS EN TODO SENTIDO."	"movil"	"2020_q1"
"3790"	"LCZVM3YWoQ8t"	"Mas"	"PEQUEÑA"	7	"PORQUE NUNCA A TENIDO PROBLEMAS LAS RESPUESTAS SON RAPIDEZ Y CONCRETAS, FACTURACIÓN Y ATENCIÓN MUY BUENA"	"movil"	"2020_q1"
"3791"	"0lElSVBAYzbr"	"Mas"	"PEQUEÑA"	7	"PORQUE CADA VEZ QUE HAY PLANES BAJO NOS LLAMEN PARA OFRECERNOS BAJAR O TU LLAMAR  LO HACES NO TE PONEN TRABAS ES FACIL PEDIR REBAJAR"	"movil"	"2020_q1"
"3792"	"CabHvde7Em3Q"	"Mas"	"PEQUEÑA"	6	"A VECES TIENE PROBLEMAS DE INTERMITENCIA CON LA SEÑAL DE INTERNET, A VECES SE VA, SON PERIODOS PARTICULARES, LA SEÑAL ESTA DEBIL O MUY INTERMITENTE, PERO LA GENERALIDAD ESTA BIEN."	"movil"	"2020_q1"
"3793"	"DSRhBDAeYkfW"	"Sin Info"	"MICRO"	5	"PORQUE TIENE BUENA COBERTURA ,LA ATENCION AL CLIENTE A TRAVÉS DEL CALL CENTER NO ES FLUIDO ,LE FALTA DILUCIDAR RESPUESTAS ,FALTA DE RAPIDEZ"	"movil"	"2020_q1"
"3794"	"CSITMuY3QTk1"	"Mas"	"PEQUEÑA"	5	"PORQUE LA COMUNICACIÓN CON ENTEL ES DIFÍCIL, CUESTA COMUNICARSE CON ELLA, EN ATENCIÓN TELEFÓNICA"	"movil"	"2020_q1"
"3795"	"PPydBsKLXn4M"	"Sin Info"	"MICRO"	7	"NO TIENE PROBLEMAS DE CONECTIVIDAD NI PERDIDA DE SEÑAL, QUEDARME SIN COBERTURA FUERA DE LA CIUDAD."	"movil"	"2020_q1"
"3796"	"Xx2mjZXWojGz"	"Mas"	"MICRO"	6	"POR QUE HASTA EL MOMENTO NO HEMOS TENIDO PROBLEMAS, SI HEMOS TENIDO PROBLEMA CON TEMA ADMINISTRATIVOS CON LAS FACTURAS."	"movil"	"2020_q1"
"3797"	"ivZZnouGKycM"	"Mas"	"MICRO"	6	"PORQUE RECIEN LLEVO MES Y MEDIO CON ENTEL NO LO PUEDO EVALUAR DE OTRA FORMA"	"movil"	"2020_q1"
"3798"	"PTbKBMQQ98OJ"	"MP"	"MEDIANA"	6	"PORQUE EL SERVICIO ES BUENO NO HEMOS TENIDO PROBLEMAS Y CONSIDERO QUE LOS VALORES SON BASTANTES APROPIADOS NUNCA HEMOS TENIDO PROBLEMAS DE SERVICIO A DIFERENCIA DE LA COMPAÑÍA ANTERIOR QUE NOS CORTABAN LOS SERVICIOS TENIENDO LA CUENTA PAGADA"	"movil"	"2020_q1"
"3799"	"egNYDLNy9JZq"	"Mas"	"PEQUEÑA"	4	"PORQUE NO ESTOY CONFORME CON EL INTERNET QUE NO PROVEE VELOCIDAD"	"movil"	"2020_q1"
"3800"	"bhgYiTDdasyp"	"AV"	"GGEE"	5	"HEMOS TENIDO ALGUNOS INCONVENIENTES QUE TIENE QUE VER CON LA PARTE ADMINISTRATIVA O TECNOLÓGICA DE LA EMPRESA ENTEL, LA FACTURACIÓN TENEMOS QUE ACOMODARNOS A LAS NECESIDADES DE ENTEL, LOS PORTALES NO SON AUN AMIGABLES CON EL USUARIO ADMINISTRADOR, COMO TAMPOCO LA DATA DE ELLOS, TENEMOS NECESIDAD DE ACUDIR A UN TERCERO, LO BUENO ES QUE LOS EJECUTIVOS ATIENDEN DE BUENA FORMA."	"movil"	"2020_q1"
"3801"	"hL6hGcbX4vBR"	"AP"	"GGEE"	5	"POR UN TEMA DE QUE MALA SEÑAL NADA MÁS, SE CAE CONSTANTEMENTE LA SEÑAL, UNO LLAMA Y SE ACTIVA BUZÓN DE VOZ"	"movil"	"2020_q1"
"3802"	"qGH9RHNneRje"	"MP"	"PEQUEÑA"	6	"PORQUE ESTUVE EN MOVISTAR Y PTRAS Y NO ME FUNCIONABA. SE ME CAIA Y TENIA POCA SEÑAL."	"movil"	"2020_q1"
"3803"	"RXAgXrfBYNgp"	"MP"	"PEQUEÑA"	7	"NO HEMOS TENIDO INCONVENIENTES, NO HEMOS TENIDO PROBLEMAS CON LA SEÑAL, FACTURAS, EQUIPOS, NADA."	"movil"	"2020_q1"
"3804"	"ghbyOHc5lbJk"	"Mas"	"PEQUEÑA"	6	"PORQUE HAN CUMPLIDO EL CONTRATO LA SEÑAL ES ACEPTABLE EN EL PRECIO Y A LA CALIDAD DE LOS SERVICIOS"	"movil"	"2020_q1"
"3805"	"GYWEhhmZ3wor"	"Mas"	"MICRO"	6	"PORQUE HAY SECTORES EN DONDE NO TIENE COMUNICACIÓN HACE 2 MESES, MALA SEÑAL"	"movil"	"2020_q1"
"3806"	"KDQpSRtjsTQV"	"Mas"	"PEQUEÑA"	7	"LOS PLANES SON CON LA CANTIDAD DE MEGABETS SON SUFICIENTES A UN PRECIO ECONOMICO, CANTIDAD DE DATOS DISPONIBLES PATA UTILIZAR LOS DATOS QUE NECESITO, EN ESTE CASO 35 GIGAS CON TODAS LAS COMPAÑIAS."	"movil"	"2020_q1"
"3807"	"4YgrSFMP6NAj"	"MasPrem"	"PEQUEÑA"	7	"PORQUE NO TENEMOS MAYORES PROBLEMAS LA SOLUCIÓN CUANDO TENEMOS ALGUNA DIFICULTAD ES RÁPIDA"	"movil"	"2020_q1"
"3808"	"qcRP9LFf7EWS"	"Mas"	"MICRO"	6	"por los costos es la e,mpresa as cara"	"movil"	"2020_q1"
"3809"	"Cc0EkOVhjh2H"	"Mas"	"PEQUEÑA"	1	"PORQUE TIENE CONTRATADO UN PLAN Y NO TIENE SEÑAL  EN LO VALLEDOR NO LLEGA LA SEÑAL , SE DEMORA EN BAJAR LA PAGINA CUNDO ESTA EN EL BANCO, EN ESTE ULTIMO TIEMPO NO FUSIONA NADA DE BUEN LA SEÑAL"	"movil"	"2020_q1"
"3810"	"k5CjFUvtKfwQ"	"Mas"	"PEQUEÑA"	4	"CREO QUE ME HABIAN OFRECIDO UNA CUENTA MAS ECONOMICA Y HAN IDO SUBIENDO EL COSTO, LO MAS IMPORTANTE ES QUE MI TELEFONO NO TIENE UNAS APLICACIONES QUE NECESITO"	"movil"	"2020_q1"
"3811"	"cPLoyZrYJc3y"	"Mas"	"MEDIANA"	5	"HASTA ANTES DE LA PANDEMIA TODO PERFECTO, PERO DESPUES NO PODIA REALIZAR LLAMADAS, NO HE PODIDO COMPRAR UNA NUEVA LINEA, NO HE PODIDO COMUNICARME CON UN EJECUTIVO, LAS LLAMADAS QUE NO PUEDO REALIZAR ES AL 103, NO HE CONTACTADO CON ALGUIEN PARA RESOLVER EL PROBLEMA"	"movil"	"2020_q1"
"3812"	"PAF6vZYd96a4"	"Mas"	"PEQUEÑA"	7	"PORQUE FUNCIONA EL SERVICIO CORRECTAMENTE Y CUANDO NECESITA ALGO TAMBIÉN LA ATIENDE MUY BIEN , PRECIO ADECUADO"	"movil"	"2020_q1"
"3813"	"5uraHlpL5FGI"	"AP"	"GGEE"	7	"NO E TENIDO PROBLEMAS CON ELLOS"	"movil"	"2020_q1"
"3814"	"IPWmX6rX7QKG"	"Mas"	"PEQUEÑA"	5	"SON POCO FLEXIBLES, TRATAMOS DE HACER UN CAMBIO DE PLAN Y CAMBIAR UNOS EQUIPOS Y ESTAMOS ATADOS A UN PLAN Y NO PUDIMOS HACER MAYORES MODIFICACIONES. NO NOS DIERON ALTERNATIVAS PARA HACER UNA MODIFICACIÓN, PORQUE ESTÁBAMOS CON UNOS APARATOS EN ARRIENDO."	"movil"	"2020_q1"
"3815"	"KYVbvX4PrzPh"	"Mas"	"PEQUEÑA"	5	"PORQUE DE REPENTE SE CAE SEÑAL DE INETRNETT, Y PARTES DE STGO QUE NO TOMA LA SEÑAL"	"movil"	"2020_q1"
"3816"	"S9ZfSWkvPNDm"	"Mas"	"MICRO"	6	"PORQUE ME PARECE UN SUPER B UEN SERVICIO, PERO NO PONE 7 PORQUE TIENE VARIAS LÍNEAS PERO NO LE HACEN DESCUENTOS POR LA ACANTIDAD DE LÍNEAS QUE TIENE"	"movil"	"2020_q1"
"3817"	"61GTfcOSyDTr"	"MP"	"PEQUEÑA"	5	"PORQUE NO ES PERFECTO PERO FUNCIONA BIEN ,LA VELOCIDAD DEL INTERNET NO ES CONSTANTE."	"movil"	"2020_q1"
"3818"	"nKOvANuptDNO"	"Mas"	"PEQUEÑA"	5	"POR LA POSTVENTA DE SUS PRODUCTOS PORQUE NO INFORMAN. PASAN MESES Y NO INFORMAN DE LA EXISTENCIA DE MEJORES PLANES."	"movil"	"2020_q1"
"3819"	"ulvGM1B7EOjg"	"Mas"	"MICRO"	6	"PORQUE HE TENIDO ALGUNOS PROBLEMAS CON DESIGNAR A RESPONSABILIDAD A OTROS QUE NO SEAN REPRESENTANTES LEGALES"	"movil"	"2020_q1"
"3820"	"5Ad40wTLFC0G"	"Mas"	"PEQUEÑA"	6	"PORQUE ME GUSTARIA QUE FUERA MAS BARATO Y PODER OBTENER EQUIPOS MAS BARATOS PORQUE NO TE DAN MAS BENEFICIO PARA LOS EMPRESARIO PARA QUE ESTÉN A LA VANGUARDIA COMO EMPRESARIOS"	"movil"	"2020_q1"
"3821"	"prGyO2rPpRKI"	"Mas"	"PEQUEÑA"	7	"PORQUE ES LA MEJOR EMPRESA HE PROBADO CON TODAS Y LA MEJOR ES ENTEL. COBERTURA, PRECIOS, ESO MÁS QUE NADA"	"movil"	"2020_q1"
"3822"	"Z63nNbGNaYtO"	"Mas"	"PEQUEÑA"	6	"PORQUE HE TENIDO PROBLEMAS SE CORTA LA SEÑAL DE REPENTE Y EL INTERNET DE REPENTE SE CORTA TAMBIEN Y LOS OTRO MÓVILES ESTÁN EN CAÑETE Y ES MUY MALA SEÑAL"	"movil"	"2020_q1"
"3823"	"UXXFmW7y2NaY"	"Mas"	"PEQUEÑA"	6	"ME CORTAN LOS SERVICIOS MUY RAPIDOS, CUANDO LOS PAGA ATRASADO  LOS CORTAN, SOBRETODO CON LO QUE ESTA PASANDO ME ATRASO Y LO CORTA"	"movil"	"2020_q1"
"3824"	"TH77uGpfNeyb"	"Mas"	"PEQUEÑA"	7	"PORQUE NO TIENE PROBLEMAS , DE SERVICIO NI LLEGADA DE FACTURA"	"movil"	"2020_q1"
"3825"	"fuAX5Z7Rh2uP"	"Mas"	"PEQUEÑA"	5	"PORQUE EL PRECIO ES ALTO, EL PRECIO DEL PLAN ES ALTO. BUENO TODAVÍA LE FALTA FIBRA ÓPTICA, ERA DEFICIENTE Y TUVIMOS QUE DEVOLVER LA FIBRA ÓPTICA. LA CONTRATAMOS LA TUVIMOS UN TIEMPO Y TUVIMOS QUE RENUNCIAR"	"movil"	"2020_q1"
"3826"	"nvU7AG3dC1Uh"	"MP"	"PEQUEÑA"	5	"PORQUE SE DEMORA MUCHO EN DAR RESPUESTA LA SEÑAL NO ES TAN BUENA, CUANDO SE HACE ALGÚN NEGOCIO O SOLICITUD DE UNA LINEA O TELÉFONO  DESPUÉS DE UN AÑO, ES DEMOROSO EL PROCESO"	"movil"	"2020_q1"
"3827"	"lKUNasFY2Nbr"	"Mas"	"PEQUEÑA"	5	"PORQUE A VECES NO RESPONDE, NO VIENEN, NO CONTESTAN POR TELÉFONO"	"movil"	"2020_q1"
"3828"	"UrdeuN1CHoUu"	"MP"	"MEDIANA"	7	"LA MEJOR RELACIÓN PRECIO CALIDAD"	"movil"	"2020_q1"
"3829"	"CfBDfJUt2vAt"	"Mas"	"PEQUEÑA"	4	"PORQUE COMUNMENTE LA SEÑAL SE PIERDE DONDE YO ESTOY, VIVO EN DEPARTAMENTO Y AHORA QUE NECESITO TRABAJAR DESDE LA CASA HACIENDO TELETRABAJO ME DICEN QUE NO ME PUEDO CONTESTAR ,EN CUANTO A SEÑAL ES MUY MUY BUENA PERO EL INTERNET ME ESTA FALLANDO."	"movil"	"2020_q1"
"3830"	"wBFzGNR5a4p2"	"Mas"	"PEQUEÑA"	7	"NUNCA HE TENIDO PROBLEMA.SIEMPRE HAN SIDO AGILES PARA RESPONDER."	"movil"	"2020_q1"
"3831"	"THPMzQ6slZO6"	"Mas"	"MEDIANA"	6	"NO TENGO PROBLEMAS CON LA EMPRESA."	"movil"	"2020_q1"
"3832"	"JvsG9kPIq3D1"	"Mas"	"MICRO"	7	"PORQUE ES LA QUE TIENE MEJOR SEÑAL A NIVEL NACIONAL,SOLO ESO"	"movil"	"2020_q1"
"3833"	"GCBEyYdv4fiu"	"Mas"	"MICRO"	6	"porque la informacion hay que irla a buscra a la sucursal no esta disponibl en l apgina web o en la palicacion"	"movil"	"2020_q1"
"3834"	"LAc5bSwSP0Rp"	"Mas"	"PEQUEÑA"	7	"PRESTAN BUENAS SERVICIOS, LAS LINEAS ESTÁN BIEN, EN GENERAL ES UN BUEN SERVICIO, LA CALIDAD Y LA ATENCIÓN ES BUENA."	"movil"	"2020_q1"
"3835"	"dg3C7MyAnQ27"	"Mas"	"PEQUEÑA"	7	"BUEN SERVICIO, NUNCA TENGO PROBLEMAS NO SE CAER INTERNET"	"movil"	"2020_q1"
"3836"	"hqxCtVSmcSG1"	"MV"	"GGEE"	6	"PORQUE SIEMPRE HAY ALGO QUE DA PROBLEMAS O ALGUNA FALLA ,LA  OPORTUNIDAD DE MEJORAR"	"movil"	"2020_q1"
"3837"	"g5NcMqhagpvU"	"Mas"	"MICRO"	7	"PRESTAN BUEN SERVICIO, SIEMPRE HAY BUENA SEÑAL, SI LLAMO A LA OPERADORA SIEMPRE ME CONTESTAN"	"movil"	"2020_q1"
"3838"	"g4Nbgvt7alqc"	"MP"	"PEQUEÑA"	7	"BUENA COBERTURA EN LA TELEFONIA MOVIL EN LA SEÑAL SOBRE TODO EN TEMA DE INTERNET EL INTERNET ES ESTABLE"	"movil"	"2020_q1"
"3839"	"B5VSXwJf8nb5"	"Mas"	"PEQUEÑA"	7	"PORQUE ES LA MEJOR QUE A TENIDO ,MEJOR SU COBERTURA, LA ATENCIÓN PRESENCIAL ES MUY MALA, POCO PERSONAL ES PASAR MAL RATO,Y LOS PAGO PRESENCIALES ATIENDEN MEDIO DÍA"	"movil"	"2020_q1"
"3840"	"Og2O4yYQ0P3c"	"Mas"	"PEQUEÑA"	7	"PORQUE NO ME FALLA NO TENGO PROBLEMAS CON EL TELEFONO SIEMPRE HA SIDO BUENO"	"movil"	"2020_q1"
