"V1"	"encriptado"	"seg_gol"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"periodo"
"10726"	5838	"55nI2QMOMQ67"	"Mas"	"5"	"PORQUE EN EL NORTE LA ZONA MINERA NO TIENE MUY BUENA COBERTURA"	"2020_q1"
"10727"	5839	"hxNdtGbUilrm"	"Mas"	"6"	"POR QUE GENERAL EL SERVICIO ES BUENO HAY INCONVENIENTE PROBLEMAS MENORES ERRORES EN LA CUESTA QUE HACEN PERDER EL TIEMPO."	"2020_q1"
"10728"	5840	"h1u0fgVd88k4"	"Mas"	"6"	"TIENE BUEN SERVICIO DEBE MEJORAR ATENCION A CLIENTES"	"2020_q1"
"10729"	5841	"HNMvbdOKZQEK"	"AV"	"5"	"GENERALMENTE LA ATENCION AL CLIENTE ES BASTANTE TARDIA TANTO CORREO COMO VIA TELEFONICA"	"2020_q1"
"10730"	5842	"Br8NfVsWjdpT"	"AV"	"5"	"PORQUE ANTES DE LA PANDEMIA YA VENIAMOS CON PROBLEMAS DE SEÑAL CON ENTEL LE AVISE QUE NO ENTRA LA LLAMADA QUE HAY PROBLEMAS DE INTERNET Y ADEMAS AHORA SE OCUPA MAS LA SEÑAL QUE ANTES"	"2020_q1"
"10731"	5843	"ZYq9zY3I3AXx"	"Mas"	"7"	"PORQUE ME RESPONDEN EN TIEMPO Y FORMA"	"2020_q1"
"10732"	5844	"QCy1MzJgu6eb"	"Mas"	"5"	"POR LA POCA POSIBILIDAD DE CERCANIA CUANDO UNO TIENE UN PROBLEMA LA VERDAD ES QUE UNO NO SABE DONDE INCURRIR,"	"2020_q1"
"10733"	5845	"EbRFj6fyJR5r"	"Mas"	"6"	"PORQUE EN GENERAL NO TIENE SEÑAL TODO BIEN EL PROBLEMA SON LAS TARIFAS NO HAY MEJORES OFERTA PARA LOS QUE TENEMOS PLANES"	"2020_q1"
"10734"	5846	"K5pom6ZiXcl1"	"Mas"	"6"	"LA COBERTURAS NO SON TAN BUENA Y EL CALL CENTER NO ES MUY EFICIENTE MUY LARGO EL SISTEMA CUESTA MUCHO PARA LLEGAR A LO QUE NESECITA O HABLAR  CON LA PERSONA DONDE TENGO QUE USAR O MOVISTAR CERCA DE SALTO DEL LAJA EN LA CORDILLERA"	"2020_q1"
"10735"	5847	"7M38nnqicvVp"	"Mas"	"7"	"PORQUE ES LO MEJOR QUE HAY EN EL COMERCIO MAS CALIDAD EN EL SERVICIO, EN LOS PLANES"	"2020_q1"
"10736"	5848	"oikCv6EuxfqJ"	"MP"	"5"	"NO HAY MUCHA COBERTURA SE CAE DE REPENTE PERTENCO   EL PROBLEMA PAGA EL PAGO EMPRESA NO LO PUEDO PAGAR DE MI CUENTA DE LA EMPRERSA Y TENGO QUE PAGARLO DE OTRA MANERA  ES MUY ENGORROSO"	"2020_q1"
"10737"	5849	"wuVuv6y8fl7z"	"Mas"	"5"	"PORQUE NO TIENEN COBERTURA EN TODA LA REGIÓN METROPOLITANA DE TODOS SUR SERVIOS DE EMPRESAS NECESITE UN ROUTER EN MÓVIL YA QUE ESTOY EN TELE TRABAJO Y NO HAY FACTIBILIDAD"	"2020_q1"
"10738"	5850	"AhwDIwFuzPIY"	"Mas"	"7"	"PORQUE LA ATENCION ES RÁPIDO EL SERVICIO ES CONSTANTE NO SE CAE LOS PRECIOS ESTÁN DE ACUERDO AL MERCADO, UN POCO MAS CAROS EL SERVICIO EXCELENTE Y FUNCIONA EN TODOS LADOS"	"2020_q1"
"10739"	5851	"7KQsXp0lYTKE"	"Mas"	"6"	"PORQUE EN GENERAL NO ME FALLADO NO SE A CAIDO EL INTERNET Y EL CELULAR SE HA PODIDO COMUNICAR"	"2020_q1"
"10740"	5852	"rNVWUUgC40TN"	"Mas"	"7"	"PORQUE NO HE TENIDO NUNCA PROBLEMA CON LA EMPRESA Y ADEMAS QUE TIENE BUENA COBERTURA NO LO QUE PASA ES QUE SIEMPRE HAY SEÑAL SIN INTERFERENCIAS"	"2020_q1"
"10741"	5853	"s5HiQXIhzqA5"	"Mas"	"5"	"PROBLEMAS AL ESCUCHAR CUANDO LLAMAN, BAJA INTERNET, SE CORTA INTERMI9TENMENTTE"	"2020_q1"
"10742"	5854	"DirSLQgIolAC"	"Mas"	"6"	"PORQUE HAY ALGUNAS COSAS QUE NO LLEGAN AL SIETE EN LO QUE ES EL INTERNET EN EL TELÉFONO ME FALLA MUCHO NO ME LLEGA NO ME LLEGA EN EL INTERNET EN MI OFICINA LAGO BLANCO 1291 EN COQUIMBO NO ESO"	"2020_q1"
"10743"	5855	"LWRc4JrYcb7m"	"Mas"	"6"	"ALGUNOS INCONVENIENTES ESPORADICOS QUE HE TENIDO, NO RECUERDA"	"2020_q1"
"10744"	5856	"dHMoAoj2XtIS"	"Mas"	"7"	"BUENA COBERTURA BUENA RESPUESTA DE LOS EJECUTIVOS ES MUY ESTABLE NO SE CORTA NI TIENE PROBLEMAS DE INTERMITENCIA"	"2020_q1"
"10745"	5857	"fuegvJzEtOCV"	"Mas"	"6"	"PORQUE CUANDO PARA PODER CONTACTARSE LA FAMOSA GRABADORA TRAMITA COMO 10 MINUTOS CON EJECUTIVO, LA ATECION DE LAS GRABADORAS NO GUSTAN, ESO ES BRUCRACIA, NO HAY COMUCACION PERSONALIZADA"	"2020_q1"
"10746"	5858	"aVTlJtjQXD5t"	"Mas"	"7"	"PORQUE ES UNA EMPRESA LA CUAL OFRECE UN SERVICIO CON LA CONTINGENCIA ESTAMOS COMPLICADOS PERO SI TIENE BUENA COBERTURA BUEN INTERNET, LA ATENCION DE LOS EJECTUVOS ES MUY DILIGENTE,"	"2020_q1"
"10747"	5859	"EYMTzhVateUo"	"Mas"	"7"	"PORQUE ME PRESTA UN SERVICIO SEGURO Y RAPIDO ES QUE NO ME FALLA Y SIEMPRE TENGO CONEXION  NO FALLA SIEMPRE ESTOY CONECTADA ASI ESTE DE VIAJE O EN EL EXTERIOR SIEMPRE ESTOY CONECTADA"	"2020_q1"
"10748"	5860	"lYmTKsksgn1u"	"Mas"	"2"	"PORQUE ES MALA LA ATENCIÓN DE ENTEL EN LA ZONA COSTA, PORQUE NO HAY COBERTURA DE REPENTE TIENE Y SE APAGA Y SE PIERDE LA SEÑAL, HAN SUBIDO MUCHOS LOS PLANES, A AVECES TENEOS COBERTURA Y A VECES NO"	"2020_q1"
"10749"	5861	"AhgQEhKFLpS7"	"Mas"	"7"	"NO TENGO COBERTURA EN LOS LUGARES LEJANOS EBOCO, LO ROJAS, LUGARES CERCANOS  A QUILLOTA DONDE ME TENGO QUE DESPLAZAR. LOS VALORES SON ACCESIBLES AL BOLSILLO"	"2020_q1"
"10750"	5862	"KMaBA7yeTGN1"	"Mas"	"6"	"PORQUE A VECES HAY PROBLEMAS DE COBERTURA EN ALGUNA SEDE PERO EL SERVICIO ES BUENO"	"2020_q1"
"10751"	5863	"8DtXm8sD07ul"	"MP"	"6"	"PORQUE EN RELACIÓN TENGO POCA RELACIÓN CON EL EJECUTIVO SIENDO QUE MAS BIEN YO ESTOY VIENDO LA PAGINA"	"2020_q1"
"10752"	5864	"p0sQVKpyWvNZ"	"Mas"	"5"	"PORQUE A MENUDO HAY CIERTOS DETALLES QUE SE CAEN LAS LLAMADAS POR LO GENERAL NO ES BUENO EL INTERNET TAMBIEN AFECTA"	"2020_q1"
"10753"	5865	"qhZxSu6gBZb4"	"Mas"	"6"	"EL SERVICIO ES BASTANTE BUENO GENERALMENTE LE DAN RESPUESTA A LO QUE NESECITA ACCECIBILIDAD DL OS EJECUTIVOS TIENE BUEN TRATO SON AMABLES SOLUCIONAN  LOS PROBLEMAS"	"2020_q1"
"10754"	5866	"QzvlQBlHTNfk"	"Mas"	"6"	"PORQUE ES MEJOR QUE ENTEL"	"2020_q1"
"10755"	5867	"yKgGmLVRk5xL"	"Mas"	"5"	"NO HA ESTADO MUY BUENA LA COBERTURA Y LA INTERNET"	"2020_q1"
"10756"	5868	"WTHcuJ0Mw7J4"	"Mas"	"7"	"PORQUE SE HA MANTENIDO EL VALOR ME AUMETARON LOS GB DE INTERNET"	"2020_q1"
"10757"	5869	"ml1b3lMy9zGn"	"Mas"	"6"	"BASICAMENTE PORQUE LOS CANALES DE COMUNICACION NO SON TAN TAN EXPEDITOS  O SEA LLEGAN A SER A VECES PERO NO TANTO ALGUNAS VECES LA APP GESTIONES Y PAGOS DE FACTURA Y TODO ESO"	"2020_q1"
"10758"	5870	"oiGioMIuqSYi"	"MV"	"6"	"PORQUE IGUAL QUE OTRAS COMPAÑIAS HAY SECTORES QUE NO TIENE COBERTURA NO ES FRECUENTE PERO LA DIRECTORA CUANDO VIAJA LE PASA"	"2020_q1"
"10759"	5871	"R12FRvlX9mNg"	"MV"	"5"	"PORQUE DURANTE LOS ÚLTIMOS 12 MESES LA COBERTURA HA SIDO MALA EN LA SEXTA REGIÓN EN MACHALI EN REQUINOA ES INTERMITENTE"	"2020_q1"
"10760"	5872	"mYq0rOrCDfTT"	"Mas"	"7"	"PORQUE HABIA TENIDO OTRAS 2 EMPRESAS Y TUVE MALA EXPERIENCIA"	"2020_q1"
"10761"	5873	"dNcBn63l4hOB"	"MP"	"5"	"PORQUE SIEMPRE ESPERA ALGO MAS"	"2020_q1"
"10762"	5874	"juUrKwaRlcxk"	"AP"	"7"	"BUENA COBERTURA, ASISTENCIA Y BUENA RESPUESTA LOS REQUIRIMIENTOS"	"2020_q1"
"10763"	5875	"RnW4vSlsrZYN"	"Mas"	"6"	"PORQUE AVECES TIENE PROBLEMAS CON EL SERVICIO SE PIERDE LA SEÑAL"	"2020_q1"
"10764"	5876	"26l5STZ4eqDz"	"AV"	"7"	"NUNCA HEMOS TENIDOS PROBLEMAS CON ENTEL EN NADA Y LOS PRECIOS SON CONVENIENTES LA ATENCION ES SUPER BUENA"	"2020_q1"
"10765"	5877	"Da1prK2ggCsi"	"AP"	"6"	"CUMPLEN LOS CONTRATOS"	"2020_q1"
"10766"	5878	"9Lw55qALAq84"	"Mas"	"6"	"PORQUE A ANDADO BIEN DONDE NOSOTROS ESTAMOS PERO NO COMO YO QUIERO PODRÍA SER MAS RÁPIDO Y EFICIENTE EL SERVICIO PROBLEMAS DE FACTIBILIDAD"	"2020_q1"
"10767"	5879	"3phF2D8m7Gd3"	"MP"	"6"	"PORQUE SON BUENOS LOS SERVICIOS PERO DERREPENTE ES UN POCO ENGORROSO COMUNICARSE CON LA EJECUTIVA PARA OTRAS COSAS"	"2020_q1"
"10768"	5880	"d1oqSxIJfZUA"	"Mas"	"7"	"PORQUE ES BUENIO"	"2020_q1"
"10769"	5881	"ljpNJRMxIEnJ"	"Mas"	"5"	"EN REALIDAD ES POR EL TIPO DE GIGAS EFECTIVAMENTE HAY PUNTOS QUE LLEGA LA SEÑAL MALA EN PARTICULAR FUERA DE SANTIAGO EN ALGUNOS PUNTOS MALA CALIDAD SECTOR DE VILLARICA EN ESA ZONA NO ESO EN PARTICULAR"	"2020_q1"
"10770"	5882	"65CZljzQepNK"	"MV"	"7"	"PORQUE HEMOS TENIDO NINGÚN TIPO DE INCONVENIENTE TE CON ENTEL CADA VEZ QUE HACEMOS UNA SOLICITUD O UN RECLAMO NOS ATIENDEN SIN NINGÚN INCONVENIENTE EL SERVICIO ES BUENO NO HEMOS TENIDO NINGÚN INCONVENIENTE EN RELACIÓN A SEÑAL O CON LA LINEA NADA"	"2020_q1"
"10771"	5883	"Mnt3pCsm4f9r"	"AV"	"6"	"A VECES SE DEMORA EN LOS TIEMPOS DE RESPUESTA COSAS QUE DEBERIA SER AUTOMATICA QUE NO  REQUIERE LA INTERVENCION DE LA EJECUTIVA"	"2020_q1"
"10772"	5884	"FgtcefE6kg8p"	"Mas"	"6"	"PORQUE ES BUENO EL SERVICIO; QUE UNO LLAMA Y TE RESPONDEN ALTIRO  PERO UNA VEZ TUVIMOS ESTAFA"	"2020_q1"
"10773"	5885	"B1QGb3Qe0gzP"	"Mas"	"6"	"ES UN POCO MAS CARA QUE EL RESTO LOS PLANES MEJOR COBERTURA PERO MAS CARA"	"2020_q1"
"10774"	5886	"3aPbpPBWu3nb"	"Mas"	"6"	"PORQUE NO ES MALA LE FALTA ALGO LOS CALLCENTER QUE SEAN MÁS RAPIDO"	"2020_q1"
"10775"	5887	"LrLYXaSXPkMi"	"Mas"	"6"	"ES BUENA LA ATENCIÓN PERO PODRÍA SER MAS BAJO LOS PRECIOS EN LOS CELULARES MAS QUE NADA"	"2020_q1"
"10776"	5888	"KV9WCSJFc8eD"	"Mas"	"6"	"TENGO LA CUENTA HACE MUCHOS AÑOS NO HE TENIDO PROBLEMAS DE COBERTURA SIEMPRE TENGO SEÑAL TENGO UN PRECIO RAZONABLE CON EL PLAN CUANDO HUBO UN ERROR DE COBRO ME DEVOLVIERON TODA LA PLATA QUE HABÍA COBRADO DEMÁS"	"2020_q1"
"10777"	5889	"tohMQUudtW4f"	"Mas"	"5"	"CONSIDERO QUE TIENE MALA COBERTURA EN LOS SERVICIOS DESDE QUE EMPEZAMOS A TRABAJAR DESDE LA CASA"	"2020_q1"
"10778"	5890	"mhEcvG0zpiwe"	"Mas"	"4"	"MALA SEÑAL QUE NO SE PUEDE HABLAR BIEN EN TODOS LADOS Y LOS EQUIPOS SON CAROS"	"2020_q1"
"10779"	5891	"C4AdT8RqCGUh"	"Mas"	"6"	"PORQUE ES SIETE ME LO DEJO PARA MI TAMBIÉN HAY PARTES QUE NO TENGO COBERTURA EN ALGUNOS LUGARES PUNTUALES"	"2020_q1"
"10780"	5892	"fJvXt6vZ0UQO"	"Mas"	"6"	"NO ESTOY TOTALMENTE SATISFECHO POCA VARIAS DE CELULARES PARA REPONER"	"2020_q1"
"10781"	5893	"e0mdhKeHgurj"	"MV"	"6"	"PORQUE LO QUE NO ME GUSTA NO ES LA EMPRESA SINO LA GENTE LA CALIDAD QUE TE TRATA LA GENTE LA GENTE NO ES CLARA EN EXPLICAR LAS COSAS LA GENTE QUE TE HACE LA ENTREVISTA LA GENTE QUE TE HACE LA VENTA MUCHA BUROCRACIA"	"2020_q1"
"10782"	5894	"2pzkYJZ4YVN8"	"MV"	"6"	"DE REPENTE HAY PROBLEMAS CON LAS SEÑALES BAJA SEÑAL CON EL TEMA DE INTERNET TAMBIÉN DE HACE UN TIEMPO PARA ACA ESTA MAS LENTO EL INTERNET LA CONEXIÓN"	"2020_q1"
"10783"	5895	"SZQCSCAJgGne"	"Mas"	"6"	"EN GENERAL NO TENGO PROBLEMAS, SOO PROBLEMAS DE SEÑAL A VECES, YO TRABAJO EN SECTORES AISLADOS, PERO NINGUNA COMPAÑIA TIENE SEÑAL."	"2020_q1"
"10784"	5896	"zCMEzdAgfTqD"	"Mas"	"7"	"PORQUE HASTA EL MOMENTO NO HE TENDIDO NINGÚN PROBLEMA CON ELLOS POR ESO ESTOY HAY O SI NO HABRÍA CAMBIADO HACE RATO"	"2020_q1"
"10785"	5897	"TSenGAcNGgnH"	"MP"	"4"	"PORQUE CUANDO HE TENIDO QUE CAMBIAR EQUIPOS PONEN MUCHOS PROBLEMAS, NO HAY GARANTÍAS PARA CLIENTES HABÍA UNA CLAUSULA QUE UNO PODÍA CAMBIAR EQUIPOS CADA 2 AÑOS Y AHORA ESTA SIN EFECTO, ES UN CLIENTE MAS NO TIENEN VALOR SU ANTIGÜEDAD"	"2020_q1"
"10786"	5898	"eGFMXbhjLaAx"	"Mas"	"6"	"PORQU ENCUENTRO BUENO EL SERVICIO FALTA MAS OFERTA PARA EMPRESA SERVICIOS Y FACTURACION NO HE TENIDO PROBLEMAS FALTAN MEJORES OFERTAS POR ULTIMO PREMIOS POR ANTIGUAS"	"2020_q1"
"10787"	5899	"KvrMATpK54bm"	"Mas"	"7"	"PORQUE NUNCA HE TENIDO NINGUN PROBLEMA SIEMPRE HE TENIDO SEÑAL"	"2020_q1"
"10788"	5900	"BZXk3fAeuTZk"	"Mas"	"7"	"NO HE TENIDO PROBLEMA ME ATIENDEN BIEN EN LA OFICINA QUE VOY SON MUY GENTILES Y RESUELVEN LOS PROBLEMAS POR LOS CUALES VOY"	"2020_q1"
"10789"	5901	"UVQPmtapiSJt"	"Mas"	"6"	"SERVICIO ES BUENO PERO A VECES FALLAS QUE DEMORA EN SOLUCIONAR"	"2020_q1"
"10790"	5902	"mGRjpO2eTYMm"	"Mas"	"5"	"PORQUE EL INTERNET PORQUE NO ESTA FUNCIONANDO BIEN SE PEGA ES RELATIVO NOM ES SIEMPRE HAY DIAS QUE ESTA ASI NO SE PUEDE VER LOS VIDEOS NO"	"2020_q1"
"10791"	5903	"kuqN7Hd9qhLg"	"MP"	"5"	"EL SERVICIO EN BUENO TIENE BUENA SEÑAL"	"2020_q1"
"10792"	5904	"8VQ2w1uo7ptn"	"MasPrem"	"5"	"PRECIOS ALTOS EN LA CUENTA"	"2020_q1"
"10793"	5905	"dXOuY35ggaKe"	"Mas"	"6"	"HASTA  AHORA NO HE TENIDO PROBLEMAS FUNCIONA EL INTERNET A VECES SE HA CAIDO PERO SON LOS MENORES. A VECES EL CELULAR SE MARCA SOLO SIN QUE YO MARQUE"	"2020_q1"
"10794"	5906	"Xl7DlRpDRDnE"	"Mas"	"6"	"PORQUE EN GENERAL CUALQUIER COSA NO TENGO EJECUTIVO ASIGNADO QUE ME ATIENDA ENTONCES TODO DEBO HACERLO EN TIENDAS EN LOCAL"	"2020_q1"
"10795"	5907	"fx2Un7cKWjpr"	"AV"	"5"	"FALTA DE EQUIPOS"	"2020_q1"
"10796"	5908	"E3n9TZrrrR8y"	"Mas"	"5"	"PORQUE IGUAL HAY COSAS QUE NO HA FUNCIONADO BIEN LA CONECTIVIDAD Y EL SERVICIO DE INTERNET A ESTADO BASTANTE  CAÍDO DENTRO DE LA REGION DEL BIOBIO MUCHO ENTONCES HAY ZONA NO FUNCIONA Y OTRAS COMPAÑIAS Y EL TEMA DE INTERNET NO A ESTADO BIEN"	"2020_q1"
"10797"	5909	"is3TG1GJ76z1"	"MP"	"5"	"PORQUE EN EL SERVICIO FIJO QUE ES UNA ANDA ANCHA DEDICADA Y SE CAE Y HE TENIDO INTERFERENCIAS NO TENGO SERVICIO."	"2020_q1"
"10798"	5910	"oKPRhx6N4IoQ"	"Mas"	"5"	"PORQUE DE REPENDE LA LINEA SE CAE Y NO HAY COBERTURA (CADA 1 Y MEDIO O DOS MESES) Y EL INTERNET A VECES NO ANDA TAN FLUIDO"	"2020_q1"
"10799"	5911	"Xyfai9pD9yW0"	"MV"	"7"	"POR QUE NOSOTROS TRABJAMOS EN MINERIA Y ENTEL ES LA EMJOR EN SEÑAL PAR ALA MINERIA"	"2020_q1"
"10800"	5912	"zsurzEp6eigv"	"Mas"	"6"	"ESTA BIEN PERO TAMPOCO EXCELENTE Y PIERDE LA SEÑAL"	"2020_q1"
"10801"	5913	"JlU5PKtqAMtm"	"Mas"	"6"	"PORQUE EN GENERAL FUNCIONA SIN CONTRATIEMPOS NI DIFICULTADES GENERALMENTE"	"2020_q1"
"10802"	5914	"hmUHlIxpYJYK"	"Mas"	"6"	"POR QUE PROBLEMAS CON EL ROAMING"	"2020_q1"
"10803"	5915	"Pl2kcIbwNlU7"	"MP"	"2"	"PORQUE LOS SERVICIOS SON MUY MALOS, PERDEMOS SEÑAL INTERNET SE CORTA, SAN VICENTE LAS CAGUAS"	"2020_q1"
"10804"	5916	"bdeDwwJuvsBo"	"MV"	"6"	"POR NO PONERLE UN SIETE ME GUSTARIA QUE FUER AMAS BARATO LA CUENTA 15 % MENOS"	"2020_q1"
"10805"	5917	"RfDUz5vUFjWr"	"MP"	"5"	"PORQUE PODRIA TENER MEJOR COBERTURA EN LA SERENA Y COQUIMBO TIENE POCA SEÑAL AHI"	"2020_q1"
"10806"	5918	"BN6OuYcOVq97"	"Mas"	"6"	"PORQUE NO TE PERMITEN CAMBIARTE DE PLAN A UN PLAN MAS BAJO"	"2020_q1"
"10807"	5919	"Rtko52t1xS5a"	"Mas"	"5"	"TENEMOS PROPBERLMAS CON INTERNET MOBIL"	"2020_q1"
"10808"	5920	"mR39CbT3FT0e"	"MV"	"5"	"PORQUE ENCUENTRO QUE LOS PLANES SON MAS CAROS QUE EN OTRAS EMPRESAS DE TELEFONÍA"	"2020_q1"
"10809"	5921	"mBhi8Qq87u6T"	"Mas"	"5"	"PORQUE FALTA ACTUALIZAR NUEVAS OFERTAS, PAGAMOS ARTO POR UN TIEMPO QUE PODIAMOS TENER ALGO MEJOR3"	"2020_q1"
"10810"	5922	"XwAPKoeIILf0"	"Mas"	"4"	"PORQUE CADA VEZ QUE VOY A VER MI CUENTA A ENTEL CADA CIERTO TIEMPO ME ENCUENTRO QUE LA MISMA CUENTA PUEDE BAJAR EL VALOR DE MI TELEFONO Y TENER MAS BENEFICIOS ESO A UNO SE LO DEBERIAN INFORMAR ANTES"	"2020_q1"
"10811"	5923	"LMkHloAeNtBS"	"Mas"	"7"	"BUENA EMPRESA"	"2020_q1"
"10812"	5924	"9gQ6e6utw2yv"	"AP"	"5"	"PORQUE LE PASA COMO A TODAS LAS COMPAÑÍAS TIENE SECTORES QUE NO TIENE BUENA COBERTURA QUE FALLA LA COBERTURA EN DONDE TENEMOS LA OFICINA ESPECÍFICAMENTE FALLA MUY SEGUIDO EN EL CAMINO DE CONSTITUCIÓN A PUTO AQUÍ ESTA NUESTRA OFICINA NO ESO NO MAS FALLAS EN DONDE TENEMOS LA OFICINA LO QUE LE DIJE"	"2020_q1"
"10813"	5925	"AtjI1Rx76r8O"	"AP"	"7"	"PORQUE TUVIMOS CON LA EXPERIENCIA CON MOVISTAR Y FUE MUY DESAGRADABLE FUE MUY BUENO EL CAMBIO EN ATENCION POSVENTA COBERTURA EN TODO QUE LA RELACION COSTO BENEFICIO FUE BASTANTE BUENA NO ESO SOLAMENTE"	"2020_q1"
"10814"	5926	"UMGjx80ycWR1"	"Mas"	"5"	"PORQUE LA UNICA EMPRESA QUE HAY COBERTURA DE ENTEL LA COBERTURA ES A MEDIAS A VECES HAY BUENA SEÑAL A VECES HAY MALA SEÑAL PERO ES LA UNICA EMPRESA CLARO NI MOVISTAR NI HAY SEÑAL"	"2020_q1"
"10815"	5927	"zO0IQ1j72ugp"	"MP"	"6"	"PORQUE DE REPENTE NO ES LO SUFICIENTEMENTE ESTABLE EL INTERNET NO NO TANTO"	"2020_q1"
"10816"	5928	"mWrqj4bWv0w2"	"Mas"	"7"	"PORQUE NUNCA HE TENIDO NINGUN PROBLEMA CON ENTEL NI COBERTURA NI MALOS COBROS"	"2020_q1"
"10817"	5929	"muxkUzwd7EST"	"AP"	"6"	"PORQUE PARA TODO LO QUE E S EVENTOS  DE CRIS HA TENIDO PROBLEMA TERREMOTO Y CONTINGENCIA NACIONAL LLAMADA Y CONEXION A INTERNET CUANDO SE CONECTA NO TIENE S CONEXION CUANDO VAS AL NORTE ALGUNA MINERA"	"2020_q1"
"10818"	5930	"sylmoI9WNMLH"	"Mas"	"6"	"TENGO BUENA SEÑAL Y BUEN PLAN PERO PUEDE MEJORAR LA COBERTURA EN ZONAS RURALES NINGUN SECTOR ESPECIFICO"	"2020_q1"
"10819"	5931	"bgPctrR60hg6"	"AP"	"6"	"PORQUE IGUAL PERDIDAS DE SEÑAL CONTANTE ES UNA BUENA COMPAÑIA PERO TIENE PERDIDAS DE SEÑAL EN ESTOY TRABAJANDO Y TENGO QUE SALIR AFUERA ESTOY EN LA CASA Y TENGO QUE SALIR AL PATIO DENTRO DE LAS OFICINAS Y EN MOVIMIENTO CUANDO VOY EN AUTO NO"	"2020_q1"
"10820"	5932	"OdsDCfiVpqom"	"MV"	"6"	"PORQUE HAY SIEMPRE RETRASOS EN LAS COSAS QUE HACEMOS, SOBRE TODO CUANDO TIENEN QUE ENVIARNOS ALGO"	"2020_q1"
"10821"	5933	"EGgXwABRkdmA"	"Mas"	"6"	"PORQUE PODRÍA SER MEJOR IGUAL A LA CONEXIÓN DE INTERNET PERO ES BUENO ES LA MEJOR QUE HE TENIDO"	"2020_q1"
"10822"	5934	"vq9hIRMZFGFF"	"Mas"	"7"	"PORQUE YO EVALUO A LA EMPRESA DE ACUERDO A LOS PROBLEMAS QUE ME DE Y EN CUANTO A PRECIO RELACION SERVICIO DE ACUERDO AL MERCADO LA CONTINUIDAD DE SEÑAL 4 G INTERNET ADEMAS CUANDO HE SOLICITADO CAMBIO DE PLAN HA SIDO BASTANTE EFICIENTE"	"2020_q1"
"10823"	5935	"b0d4TFMIOtZ2"	"MV"	"7"	"NO HEMOS TENIDO UN PROBLEMA, ES RAPIDO SIEMPRE"	"2020_q1"
"10824"	5936	"cLQQaCklsd6R"	"Mas"	"6"	"PORQUE BUEN SERVICIO TENGO MINUTOS ILIMITADOS POR EL VALOR TENGO UN TELÉFONO ADICIONAL ESO LO ENCUENTRO QUE ESTÁ SUPER BIEN POR LO QUE PAGO ME ENTREGAN BASTANTE"	"2020_q1"
"10825"	5937	"Nt1mOwoYebSr"	"Mas"	"7"	"POR QUE NO TENGO INCONVENIENTE LE FUNCIONA BIEN Y ESTA CONFORME"	"2020_q1"
"10826"	5938	"EMNUaFQjQaTh"	"Mas"	"7"	"POR QUE NUNCA HE TENIDO PROBLEMAS."	"2020_q1"
"10827"	5939	"XXYdJrMuRNtM"	"Mas"	"7"	"DESDE EL MOMENTO UE CONTRATAMOS EL SERVICIO SE NOS HA DADO LAS FACILIDADES"	"2020_q1"
"10828"	5940	"CQ2xYtL5e6rA"	"Mas"	"5"	"PORQUE ME FALTA MAS INFORMACION PARA SABER DE MIS PLANES, LA PAGINA NO ES MUY BUENA, ME LLEGAN BIEN LOS CONSUMOS O EL HISTORIAL"	"2020_q1"
"10829"	5941	"gJUgFxPTfnYV"	"Mas"	"7"	"PORQUE LO TENGO HACE MUCHOS AÑOS Y TAMBIEN ADEMAS DE EMPRESA TENGO NUMEROS PERSONALES PARA MI FAMILIA NUNCA ME HA FALLADO LA SEÑAL"	"2020_q1"
"10830"	5942	"AfiUgn1wUqJX"	"AV"	"6"	"PORQUE ME FALTAN TEMAS PUNTUALES"	"2020_q1"
"10831"	5943	"ZPjSGiVbQpo0"	"Mas"	"7"	"PORQUE TIENE UN BUEN SERVICIO (NAVEGACION, EQUIPOS, ATENCION AL CLIENTE)"	"2020_q1"
"10832"	5944	"dcvzmzeTqiuI"	"Mas"	"6"	"ME DAN UN BUEN SERVICIO, PERO A VECES TIENE ALGUNAS FALTAS"	"2020_q1"
"10833"	5945	"dEnkwj6RZvBC"	"MV"	"6"	"HEMOS NOTADO QUE EN ALGUNAS OCASIONES NO SON CONTESTADOAS NUESTRA SOLICITUDES EN OCASIONES CAMBIO D EPLANES O ACTUALIZACION DE PLANES"	"2020_q1"
"10834"	5946	"9KZkiV4wHEQj"	"MV"	"6"	"PORQUE A VECES HAY PROBLEMAS DE CONECTIVIDAD NO HA BUENA SEÑAL EN EL SUR"	"2020_q1"
"10835"	5947	"2DVXZZzbAn0a"	"MP"	"7"	"PORQUE TENEMOS LUCHISMAS LINEAS Y NUNCA TENEMOS PROBLEMAS DE INTERFERENCIAS NI CAIDAS"	"2020_q1"
"10836"	5948	"coCeGhcz5Mu7"	"Mas"	"6"	"PORQUE HE TENIDO BASTANTE PROBLEMAS DE COBERTURAS ÚLTIMAMENTE EN ESTE ULTIMO TIEMPO LA VERDAD LA UNICA DESCONFORMIDAD LA COBERTURA"	"2020_q1"
