"encriptado"	"seg_gol"	"seg_corfo"	"principal compañía"	"filtro1 - filtro 1: ¿es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"p7 - 7. y en lo que respecta a servicio a clientes, en escala de 1 a 7 ¿cuán satisfecho está ud . {#principal}{#princ_text}?"	"p9__1 - a) precio en relación al mercado (competitividad) :"	"p9__2 - b) competitividad de planes en cuanto a minutos :"	"p9__1 - contratación de nuevos servicios :"	"p10__6 - 'consultas de la factura, como fecha pago, montos, detalles de cobros' :"	"p16 - facturación: 16. en cuanto a la facturación de todos los servicios móviles que tiene con {#principal}, en una escala de 1 a 7 ¿cómo evalúa el proceso de facturación de {#principal} en general?"	"p17 - problemas 17. en los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#principal}?"	"p15 - 15. ¿qué problema ha tenido? sondear literal"	"p19 - 19. ¿comunicó este problema a {#principal}?"	"p20 - 20. ¿y fue solucionado su problema?"	"18. utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿qué tan dispuesto estaría usted a continuar con {#principal}{#princ_text}?"	"p24 - 24. en base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿qué tan dispuesto estaría usted a recomendar a {#principal}?"	"p_3a - 3) 3) para servicios fijos, ¿hace cuánto tiempo que tiene esta cuenta con {#principal}{#princ_text}? años"	"p_3b - meses"	"p_4 - 4) ¿ pensando en su relación con {#principal}{#princ_text} ¿tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	"bench"	"fecha_bench"
"3772"	"d1wglJXGhVha"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"POR QUE DERREPENTE FALLAN LAS COMUNICACIONES"	"5"	"6"	"6"	"No"	"No"	"5"	"No"	NA	NA	NA	6	8	8	0	"No"	"movil"	"2020_q1"
"3773"	"BIUXYXwfhLJo"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE NO ES EXCELENTE, BUENA COBERTURA BUEN PRECIO,BUEN SERVICIO AL CLIENTE"	"5"	"6"	"6"	"Si"	"No"	"7"	"No"	NA	NA	NA	6	8	2	0	"Sí"	"movil"	"2020_q1"
"3774"	"LWOVmvfcz2FK"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE EL SERVICIO ES BUENO ES MEJOR QUE MOVITAR, EL ANCHO DE BANDA DE ENTEL, LA ESTABILIDAD DEL SISTEMA"	"6"	"5"	"7"	"No"	"No"	"6"	"Sí"	"BAJA DE ANCHO DE BANDA , BAJA LA SEÑAL"	"No"	NA	6	8	2	0	"Sí"	"movil"	"2020_q1"
"3775"	"3jIlsyKHR1p9"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO A TENIDO PROBLEMAS ,DE CONEXIÓN BUENAS  OFERTAS  EQUIPOS"	"7"	"7"	"7"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	6	5	0	"9. NS/NR"	"movil"	"2020_q1"
"3776"	"dwbCFrtKexUM"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE EN GENRAL A ANDADO BIEN BUENA COBERTURA BUENA SEÑAL"	"5"	"5"	"6"	"Si"	"Si"	"6"	"No"	NA	NA	NA	7	8	6	0	"9. NS/NR"	"movil"	"2020_q1"
"3777"	"H44Rvv1M6BJl"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ES BUENO , BUEN INTERNET, SEÑAL BUENA DONDE VA, NUNCA A TENIDO PROBLEMAS Y HAN SOLUCIONADO CON RAPIDEZ LOS PROBLEMAS QUE A TENIDO"	"7"	"2"	"2"	"No"	"Si"	"1"	"No"	NA	NA	NA	7	7	0	10	"No"	"movil"	"2020_q1"
"3778"	"r5KjKhwGO3uM"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"lo único que pasa es que siento que hace mucha fidelización con sus clientes"	"6"	"6"	"7"	"No"	"No"	"6"	"No"	NA	NA	NA	7	10	2	0	"9. NS/NR"	"movil"	"2020_q1"
"3779"	"trmdv1GxQDxg"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"POR QUE HEMOS TENIDOS HARTOS PROBLEMAS NOS CAMBIAMOS DE COMPAÑÍA PARA MEJORAR EL TEMA DE SEÑAL EN UN TIEMPO NOS CAMBIAMOS DE CLARO A ENTEL PORQUE EN UN SECTOR EN UNAS CLIENTES SUPUESTAMENTE ENTEL ERA MEJOR COMPAÑÍA Y NO HEMOS TENIDO MEJOR SOLUCIÓN, LOS EQUIPOS SE DESCONFIGURARON SONABAN APAGADOS TUVIMOS ARTOS PROBLEMAS AL INICIO Y NO SUBSANO LA COMPAÑÍA TOCO POR PARTE DE NOSOTROS"	"3"	"6"	"7"	"No"	"No"	"4"	"Sí"	"PROBLEMAS DE SEÑAL CAÍDA DE INTERNET MUCHAS VECES LAS CONVERSACIONES SE ESCUCHAN CON DISTORCION SE CAE LA LLAMADA A PESAR DE QUE UNO TIENE LA SEÑAL COMPLETA EL ULTIMO TIEMPO LE SALE SEÑAL 4G Y NI SIQUIERA ES CAPAZ DE ENVIAR UN MENSAJE POR WHATSAPP COSA QUE ANTES NO PASABA"	"Sí"	"No"	3	4	1	0	"No"	"movil"	"2020_q1"
"3780"	"LxExeOufMLdZ"	"Sin Info"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE TIENE COBERTURA EN TODA LA PROVINCIA"	"3"	"6"	"6"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	10	0	"9. NS/NR"	"movil"	"2020_q1"
"3781"	"8MJ5gssj70nn"	"Sin Info"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE TIENE BUENA COBERTURA , CUIDA DE INTERNET Y NO LE HAN OFRECIDO MEJORAS EN EL SERVICIO, EL TUVO QUE ACERCARSE Y PREGUNTAR ,NI SIQUIERA POR LOS AÑOS CON LA COMPAÑIA"	"5"	"5"	"5"	"No"	"No"	"7"	"Sí"	"CORTES DE SERVICIO DE INTERNET"	"Sí"	"Si"	7	10	15	0	"9. NS/NR"	"movil"	"2020_q1"
"3782"	"9bHdifFJXsBM"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TENGO UN PEQUEÑO PROBLEMA CON ELLOS, UN TEMA DE COBERTURA, NO DEPENDE DE ELLOS REALMENTE, NO ES OPTIMO QUE CUBRA EN TODOS LADOS POR DECIRLO DE CIERTA FORMA."	"6"	"6"	"5"	"No"	"Si"	"7"	"Sí"	"DE REPENTE SE HA CAIDO LA SEÑAL PERO HA  SIDO POR TIEMPOS CORTOS EN REALIDAD."	"No"	NA	6	8	1	5	"Sí"	"movil"	"2020_q1"
"3783"	"p7tswy1Ito5U"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ES BUENO , NO TIENE PROBLEMAS, SIN CAÍDA DEL SERVICIO, BUENA ATENCIÓN DEL  SERVICIO AL CLIENTE"	"7"	"7"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	9	5	0	"No"	"movil"	"2020_q1"
"3784"	"By4XmbW7t9D1"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ES BUENO  EL SERVICIO PORQUE HE PASADO POR OTROS Y EL MEJOR ES ESTE,NO TENGO TIEMPO  PARA EXPLAYARME PERO ESTOY CONTENTA CON ENTEL ESTOY CONFORME CON EL SERVICIO QUE TENGO"	"6"	"5"	"5"	"No"	"No"	"5"	"No"	NA	NA	NA	6	9	2	0	"Sí"	"movil"	"2020_q1"
"3785"	"aWyK9SQBrM5H"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE HAY MUCHA OFERTA EN MERCADO Y ENTEL SE MANTIENE HAY QUE LLAMARLOS PARA BAJAR ALGO NUNCA LLAMAN ELLOS"	"6"	"4"	"4"	"No"	"No"	"7"	"No"	NA	NA	NA	6	5	4	0	"9. NS/NR"	"movil"	"2020_q1"
"3786"	"UrOKltK83dh1"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"COBERTURA VALOR POR PLAN ."	"6"	"7"	"7"	"No"	"Si"	"7"	"Sí"	"COBERTURA BAJA DE VELOCIDAD EN LA PLICACION DE INTERNET EN LOS HORARIOS PUNTAS"	"No"	NA	7	7	1	6	"No"	"movil"	"2020_q1"
"3787"	"sSCSshY77OcS"	"Mas"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO TIENE PROBLEMAS Y SE PUEDE COMUNICAR A CUALQUIER LUGAR"	"5"	"6"	"6"	"No"	"Si"	"7"	"No"	NA	NA	NA	6	8	6	0	"No"	"movil"	"2020_q1"
"3788"	"Re8PxBI7ICyx"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"SIEMPRE HAY PARA MEJORAR"	"6"	"5"	"5"	"No"	"No"	"5"	"No"	NA	NA	NA	5	7	5	0	"9. NS/NR"	"movil"	"2020_q1"
"3789"	"VpY7bg5XFG7A"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE SON POCO PROACTIVOS,LOS TIPOS REACCIONAN AL ESTADO,HAY EMPRESAS QUE ESTAN MUCHOS MAS AVANZADAS QUE ELLOS EN TODO SENTIDO."	"3"	"4"	"9. NS/NR"	"No"	"No"	"6"	"No"	NA	NA	NA	4	3	3	0	"Sí"	"movil"	"2020_q1"
"3790"	"LCZVM3YWoQ8t"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NUNCA A TENIDO PROBLEMAS LAS RESPUESTAS SON RAPIDEZ Y CONCRETAS, FACTURACIÓN Y ATENCIÓN MUY BUENA"	"7"	"6"	"6"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	3	0	"Sí"	"movil"	"2020_q1"
"3791"	"0lElSVBAYzbr"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE CADA VEZ QUE HAY PLANES BAJO NOS LLAMEN PARA OFRECERNOS BAJAR O TU LLAMAR  LO HACES NO TE PONEN TRABAS ES FACIL PEDIR REBAJAR"	"4"	"7"	"7"	"Si"	"No"	"7"	"Sí"	"FUE UNA CAÍDA DE SEÑAL"	"No"	NA	7	5	3	0	"No"	"movil"	"2020_q1"
"3792"	"CabHvde7Em3Q"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"A VECES TIENE PROBLEMAS DE INTERMITENCIA CON LA SEÑAL DE INTERNET, A VECES SE VA, SON PERIODOS PARTICULARES, LA SEÑAL ESTA DEBIL O MUY INTERMITENTE, PERO LA GENERALIDAD ESTA BIEN."	"7"	"7"	"7"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	5	0	"No"	"movil"	"2020_q1"
"3793"	"DSRhBDAeYkfW"	"Sin Info"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE TIENE BUENA COBERTURA ,LA ATENCION AL CLIENTE A TRAVÉS DEL CALL CENTER NO ES FLUIDO ,LE FALTA DILUCIDAR RESPUESTAS ,FALTA DE RAPIDEZ"	"5"	"6"	"5"	"Si"	"Si"	"7"	"No"	NA	NA	NA	6	8	8	0	"No"	"movil"	"2020_q1"
"3794"	"CSITMuY3QTk1"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE LA COMUNICACIÓN CON ENTEL ES DIFÍCIL, CUESTA COMUNICARSE CON ELLA, EN ATENCIÓN TELEFÓNICA"	"5"	"6"	"6"	"No"	"Si"	"6"	"No"	NA	NA	NA	5	8	2	0	"No"	"movil"	"2020_q1"
"3795"	"PPydBsKLXn4M"	"Sin Info"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"NO TIENE PROBLEMAS DE CONECTIVIDAD NI PERDIDA DE SEÑAL, QUEDARME SIN COBERTURA FUERA DE LA CIUDAD."	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	10	0	"9. NS/NR"	"movil"	"2020_q1"
"3796"	"Xx2mjZXWojGz"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE HASTA EL MOMENTO NO HEMOS TENIDO PROBLEMAS, SI HEMOS TENIDO PROBLEMA CON TEMA ADMINISTRATIVOS CON LAS FACTURAS."	"6"	"6"	"9. NS/NR"	"Si"	"Si"	"5"	"No"	NA	NA	NA	7	10	2	0	"No"	"movil"	"2020_q1"
"3797"	"ivZZnouGKycM"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE RECIEN LLEVO MES Y MEDIO CON ENTEL NO LO PUEDO EVALUAR DE OTRA FORMA"	"9. NS/NR"	"7"	"7"	"No"	"No"	"9. NS/NR"	"No"	NA	NA	NA	7	8	0	1	"9. NS/NR"	"movil"	"2020_q1"
"3798"	"PTbKBMQQ98OJ"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE EL SERVICIO ES BUENO NO HEMOS TENIDO PROBLEMAS Y CONSIDERO QUE LOS VALORES SON BASTANTES APROPIADOS NUNCA HEMOS TENIDO PROBLEMAS DE SERVICIO A DIFERENCIA DE LA COMPAÑÍA ANTERIOR QUE NOS CORTABAN LOS SERVICIOS TENIENDO LA CUENTA PAGADA"	"7"	"7"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	9	2	0	"Sí"	"movil"	"2020_q1"
"3799"	"egNYDLNy9JZq"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE NO ESTOY CONFORME CON EL INTERNET QUE NO PROVEE VELOCIDAD"	"4"	"5"	"5"	"No"	"No"	"6"	"Sí"	"INTERNET VELOCIDAD COBERTURA OFRECE 4G PERO NO ESTA DISPONIBLE EN TODAS PARTES"	"Sí"	"No"	4	5	1	0	"9. NS/NR"	"movil"	"2020_q1"
"3800"	"bhgYiTDdasyp"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"HEMOS TENIDO ALGUNOS INCONVENIENTES QUE TIENE QUE VER CON LA PARTE ADMINISTRATIVA O TECNOLÓGICA DE LA EMPRESA ENTEL, LA FACTURACIÓN TENEMOS QUE ACOMODARNOS A LAS NECESIDADES DE ENTEL, LOS PORTALES NO SON AUN AMIGABLES CON EL USUARIO ADMINISTRADOR, COMO TAMPOCO LA DATA DE ELLOS, TENEMOS NECESIDAD DE ACUDIR A UN TERCERO, LO BUENO ES QUE LOS EJECUTIVOS ATIENDEN DE BUENA FORMA."	"6"	"5"	"6"	"Si"	"No"	"4"	"Sí"	"EL INTERNET CAÍDA DEL ENLACE PRINCIPAL DE LA EMPRESA, ES NETAMENTE TEMA DE ENTEL, LA OFICINA PRINCIPAL, DONDE TENEMOS TODA LA DATA, SE CONFUNDIERON CON EL ENLACE ANTERIOR, TUVIMOS QUE PASAR POR UN PROCESO ENGORROSO DE DOS DÍAS. LOS OTROS PROBLEMAS TIENE QUE VER CON LOS ENLACES DE FACTURACIÓN Y ACLARARLOS CON LOS EJECUTIVOS MES A MES."	"Sí"	"No"	6	9	5	0	"Sí"	"movil"	"2020_q1"
"3801"	"hL6hGcbX4vBR"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"POR UN TEMA DE QUE MALA SEÑAL NADA MÁS, SE CAE CONSTANTEMENTE LA SEÑAL, UNO LLAMA Y SE ACTIVA BUZÓN DE VOZ"	"7"	"7"	"7"	"No"	"No"	"6"	"Sí"	"PROBLEMA CON LA SEÑAL TELEFÓNICA"	"No"	NA	6	6	8	0	"Sí"	"movil"	"2020_q1"
"3802"	"qGH9RHNneRje"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ESTUVE EN MOVISTAR Y PTRAS Y NO ME FUNCIONABA. SE ME CAIA Y TENIA POCA SEÑAL."	"5"	"5"	"5"	"No"	"No"	"5"	"Sí"	"MAS LENTO EL INTERNET"	"No"	NA	5	8	0	8	"No"	"movil"	"2020_q1"
"3803"	"RXAgXrfBYNgp"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"NO HEMOS TENIDO INCONVENIENTES, NO HEMOS TENIDO PROBLEMAS CON LA SEÑAL, FACTURAS, EQUIPOS, NADA."	"7"	"7"	"7"	"No"	"Si"	"7"	"No"	NA	NA	NA	6	7	5	0	"Sí"	"movil"	"2020_q1"
"3804"	"ghbyOHc5lbJk"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE HAN CUMPLIDO EL CONTRATO LA SEÑAL ES ACEPTABLE EN EL PRECIO Y A LA CALIDAD DE LOS SERVICIOS"	"5"	"7"	"7"	"Si"	"Si"	"6"	"No"	NA	NA	NA	7	9	1	0	"9. NS/NR"	"movil"	"2020_q1"
"3805"	"GYWEhhmZ3wor"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE HAY SECTORES EN DONDE NO TIENE COMUNICACIÓN HACE 2 MESES, MALA SEÑAL"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	1	0	"No"	"movil"	"2020_q1"
"3806"	"KDQpSRtjsTQV"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"LOS PLANES SON CON LA CANTIDAD DE MEGABETS SON SUFICIENTES A UN PRECIO ECONOMICO, CANTIDAD DE DATOS DISPONIBLES PATA UTILIZAR LOS DATOS QUE NECESITO, EN ESTE CASO 35 GIGAS CON TODAS LAS COMPAÑIAS."	"7"	"7"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	10	4	0	"Sí"	"movil"	"2020_q1"
"3807"	"4YgrSFMP6NAj"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO TENEMOS MAYORES PROBLEMAS LA SOLUCIÓN CUANDO TENEMOS ALGUNA DIFICULTAD ES RÁPIDA"	"6"	"7"	"7"	"Si"	"Si"	"6"	"No"	NA	NA	NA	7	10	8	0	"Sí"	"movil"	"2020_q1"
"3808"	"qcRP9LFf7EWS"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"por los costos es la e,mpresa as cara"	"6"	"6"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	9	3	0	"No"	"movil"	"2020_q1"
"3809"	"Cc0EkOVhjh2H"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	1	"PORQUE TIENE CONTRATADO UN PLAN Y NO TIENE SEÑAL  EN LO VALLEDOR NO LLEGA LA SEÑAL , SE DEMORA EN BAJAR LA PAGINA CUNDO ESTA EN EL BANCO, EN ESTE ULTIMO TIEMPO NO FUSIONA NADA DE BUEN LA SEÑAL"	"1"	"3"	"3"	"No"	"No"	"7"	"No"	NA	NA	NA	2	2	10	0	"No"	"movil"	"2020_q1"
"3810"	"k5CjFUvtKfwQ"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"CREO QUE ME HABIAN OFRECIDO UNA CUENTA MAS ECONOMICA Y HAN IDO SUBIENDO EL COSTO, LO MAS IMPORTANTE ES QUE MI TELEFONO NO TIENE UNAS APLICACIONES QUE NECESITO"	"4"	"4"	"4"	"No"	"No"	"4"	"Sí"	"PROBLEMA DE CONECTIVIDAD, SEÑAL.
QUE NO ME TOMA LA SEÑAL EN ALGUNOS LUGARES
CUANDO ESTOY COMPARTIENDO EL INTERNET EN LOS VIDEOS NO PUEDO HACER ZOOM"	"Sí"	"No"	5	4	1	0	"No"	"movil"	"2020_q1"
"3811"	"cPLoyZrYJc3y"	"Mas"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"HASTA ANTES DE LA PANDEMIA TODO PERFECTO, PERO DESPUES NO PODIA REALIZAR LLAMADAS, NO HE PODIDO COMPRAR UNA NUEVA LINEA, NO HE PODIDO COMUNICARME CON UN EJECUTIVO, LAS LLAMADAS QUE NO PUEDO REALIZAR ES AL 103, NO HE CONTACTADO CON ALGUIEN PARA RESOLVER EL PROBLEMA"	"4"	"6"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	7	10	1	6	"No"	"movil"	"2020_q1"
"3812"	"PAF6vZYd96a4"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE FUNCIONA EL SERVICIO CORRECTAMENTE Y CUANDO NECESITA ALGO TAMBIÉN LA ATIENDE MUY BIEN , PRECIO ADECUADO"	"7"	"6"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	10	0	"9. NS/NR"	"movil"	"2020_q1"
"3813"	"5uraHlpL5FGI"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"NO E TENIDO PROBLEMAS CON ELLOS"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	3	6	"Sí"	"movil"	"2020_q1"
"3814"	"IPWmX6rX7QKG"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"SON POCO FLEXIBLES, TRATAMOS DE HACER UN CAMBIO DE PLAN Y CAMBIAR UNOS EQUIPOS Y ESTAMOS ATADOS A UN PLAN Y NO PUDIMOS HACER MAYORES MODIFICACIONES. NO NOS DIERON ALTERNATIVAS PARA HACER UNA MODIFICACIÓN, PORQUE ESTÁBAMOS CON UNOS APARATOS EN ARRIENDO."	"5"	"5"	"5"	"No"	"Si"	"7"	"Sí"	"PROBLEMAS DE CONEXIÓN CON MI CELULAR, CONEXIÓN LENTA DE INTERNET A TRAVÉS DEL CELULAR."	"No"	NA	5	5	20	0	"No"	"movil"	"2020_q1"
"3815"	"KYVbvX4PrzPh"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE DE REPENTE SE CAE SEÑAL DE INETRNETT, Y PARTES DE STGO QUE NO TOMA LA SEÑAL"	"5"	"5"	"5"	"Si"	"No"	"1"	"Sí"	"EL INTERNET CAÍDA DEL SERVICIO"	"Sí"	"Si"	5	5	0	6	"Sí"	"movil"	"2020_q1"
"3816"	"S9ZfSWkvPNDm"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ME PARECE UN SUPER B UEN SERVICIO, PERO NO PONE 7 PORQUE TIENE VARIAS LÍNEAS PERO NO LE HACEN DESCUENTOS POR LA ACANTIDAD DE LÍNEAS QUE TIENE"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	2	0	"No"	"movil"	"2020_q1"
"3817"	"61GTfcOSyDTr"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE NO ES PERFECTO PERO FUNCIONA BIEN ,LA VELOCIDAD DEL INTERNET NO ES CONSTANTE."	"6"	"6"	"6"	"No"	"Si"	"5"	"No"	NA	NA	NA	6	7	3	0	"Sí"	"movil"	"2020_q1"
"3818"	"nKOvANuptDNO"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"POR LA POSTVENTA DE SUS PRODUCTOS PORQUE NO INFORMAN. PASAN MESES Y NO INFORMAN DE LA EXISTENCIA DE MEJORES PLANES."	"4"	"6"	"7"	"No"	"Si"	"6"	"No"	NA	NA	NA	7	9	15	0	"Sí"	"movil"	"2020_q1"
"3819"	"ulvGM1B7EOjg"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE HE TENIDO ALGUNOS PROBLEMAS CON DESIGNAR A RESPONSABILIDAD A OTROS QUE NO SEAN REPRESENTANTES LEGALES"	"5"	"6"	"6"	"Si"	"No"	"7"	"No"	NA	NA	NA	6	8	0	3	"9. NS/NR"	"movil"	"2020_q1"
"3820"	"5Ad40wTLFC0G"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ME GUSTARIA QUE FUERA MAS BARATO Y PODER OBTENER EQUIPOS MAS BARATOS PORQUE NO TE DAN MAS BENEFICIO PARA LOS EMPRESARIO PARA QUE ESTÉN A LA VANGUARDIA COMO EMPRESARIOS"	"6"	"5"	"5"	"No"	"No"	"6"	"No"	NA	NA	NA	6	5	12	0	"No"	"movil"	"2020_q1"
"3821"	"prGyO2rPpRKI"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ES LA MEJOR EMPRESA HE PROBADO CON TODAS Y LA MEJOR ES ENTEL. COBERTURA, PRECIOS, ESO MÁS QUE NADA"	"6"	"5"	"6"	"No"	"No"	"7"	"Sí"	"INTERNET EL INTERNET QUE SE CORTA"	"Sí"	"Si"	5	5	5	0	"Sí"	"movil"	"2020_q1"
"3822"	"Z63nNbGNaYtO"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE HE TENIDO PROBLEMAS SE CORTA LA SEÑAL DE REPENTE Y EL INTERNET DE REPENTE SE CORTA TAMBIEN Y LOS OTRO MÓVILES ESTÁN EN CAÑETE Y ES MUY MALA SEÑAL"	"4"	"5"	"5"	"No"	"No"	"7"	"No"	NA	NA	NA	7	7	6	0	"No"	"movil"	"2020_q1"
"3823"	"UXXFmW7y2NaY"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"ME CORTAN LOS SERVICIOS MUY RAPIDOS, CUANDO LOS PAGA ATRASADO  LOS CORTAN, SOBRETODO CON LO QUE ESTA PASANDO ME ATRASO Y LO CORTA"	"6"	"7"	"6"	"No"	"No"	"7"	"Sí"	"ME LLEGO UN CORREO COBRANDO UN MONTO QUE NO CORRESPONDE POR QUE ME ESTAN COBRANDO LOS EQUIPOS QUE ARRIENDO, SON EQUIPOS DE COMPRAS POR PLAZOS Y ME LLEGO EL COBRO TOTAL"	"Sí"	"Si"	7	7	7	0	"9. NS/NR"	"movil"	"2020_q1"
"3824"	"TH77uGpfNeyb"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO TIENE PROBLEMAS , DE SERVICIO NI LLEGADA DE FACTURA"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	4	0	"Sí"	"movil"	"2020_q1"
"3825"	"fuAX5Z7Rh2uP"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE EL PRECIO ES ALTO, EL PRECIO DEL PLAN ES ALTO. BUENO TODAVÍA LE FALTA FIBRA ÓPTICA, ERA DEFICIENTE Y TUVIMOS QUE DEVOLVER LA FIBRA ÓPTICA. LA CONTRATAMOS LA TUVIMOS UN TIEMPO Y TUVIMOS QUE RENUNCIAR"	"5"	"5"	"6"	"Si"	"No"	"6"	"No"	NA	NA	NA	6	8	3	0	"No"	"movil"	"2020_q1"
"3826"	"nvU7AG3dC1Uh"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE SE DEMORA MUCHO EN DAR RESPUESTA LA SEÑAL NO ES TAN BUENA, CUANDO SE HACE ALGÚN NEGOCIO O SOLICITUD DE UNA LINEA O TELÉFONO  DESPUÉS DE UN AÑO, ES DEMOROSO EL PROCESO"	"5"	"6"	"6"	"No"	"Si"	"5"	"Sí"	"INTERNET, EN LA CONEXIÓN LENTA NO ABRE PAGINA"	"Sí"	"Si"	5	6	8	0	"No"	"movil"	"2020_q1"
