Column1	encriptado	...2	SEGMENTO GOL	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1__1 - A: Internet Banda Ancha :	P1__2 - B: Telefonía Fija :	P1__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P1__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P1__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	P2__1 - A: Internet Banda Ancha :	P2__2 - B: Telefonía Fija :	P2__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P2__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P2__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	EMPTY LABEL - No Information Provided...17	EMPTY LABEL - No Information Provided...18	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. Pensando en el funcionamiento del servicio {#P6txt},¿con qué nota de 1 a 7 evalúa el Funcionamiento de este servicio en general?	"P7 - 7.	Y en lo que respecta  a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está Ud…. {#Principal}{#Princ_text}?"	"P9__1 - a)	Precio en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P8__3 - c)	Competitividad de planes en cuanto a Internet banda ancha fija :"	P9__1 - Contratación de nuevos servicios :	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P9__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P9__5 - Consultas sobre seguimiento o estado de solicitudes :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P9__7 - Reclamos por fallas  técnicas de los servicios fijos :	P10__1 - Contratación de nuevos servicios :	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P10__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P10__5 - Consultas sobre seguimiento o estado de solicitudes :	P10__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P10__7 - Reclamos por fallas  técnicas de los servicios fijos :	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P11__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P11__5 - Consultas sobre seguimiento o estado de solicitudes :	P11__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P11__7 - Reclamos por fallas  técnicas de los servicios fijos :	P12__1 - 1: Ejecutivo asignado para su empresa :	P12__2 - '2: A través del Call center, empresa' :	P12__3 - 3: P: A través de la web con clave :	P12__4 - 4: En tiendas/ sucursales :	"P16 - FACTURACIÓN: 
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS 
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P15 - 15.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con {#Principal}{#Princ_text}?	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	"P_3A - 3) 3)	Para servicios fijos, ¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}{#Princ_text}? 
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal}{#Princ_text} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	Bench
1594	CEAZIwE9vBlV	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	"POR QUE CUMPLEN CON MIS EXPECTATIVAS ; EL SERVICIO ES ESTABLE NUNCA FALLA"	7	7	7	7	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	10	0	Sí	fijo
1595	ltR26kvgfjgF	44166	ENTEL	GGEE	GGEE ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	NO TENEMOS CAÍDA DE SERVICIOS. LOS SERVICIOS SON CONTINUOS,NO SUFRO DE CAÍDAS QUE PUEDA MOLESTAR EL TRABAJO.	6	6	7	7	6	6	Si	Si	No	Si	Si	No	6	7	NA	6	7	NA	2. A través del Call center, empresa	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	2. A través del Call center, empresa	NA	6	6	6	NA	7	No	NA	NA	NA	6	9	8	0	Sí	fijo
1596	qgfLJatUKKBn	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	PORQUE NO TENGO PROBLEMAS CON LOS SERVICIOS Y CUANDO TENGO DIFICULTAD VIENEN A ARREGLAR RAPIDO, CUANDO SE PIERDE LA SEÑAL O SE QUEDA SIN INTERNET, TODOS LOS TELEFONOS SE BLOQUEAN ELLOS LLEGAN EN MENOS DE UNA HORA A ARREGLARLOS	6	6	7	9. NS/NR	6	6	Si	No	No	Si	No	Si	6	NA	NA	6	NA	6	NA	NA	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	6	6	5	6	No	NA	NA	NA	6	7	11	0	No	fijo
1597	tkVuqkbu6nAS	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	4	"FÁCIL POR QUE DE REPENTE NO TENEMOS COBERTURA DE INTERNET, NO TENEMOS COBERTURA DE TELEFONÍA SE VA LA SEÑAL Y YA A CAMBIADO BASTANTE  ANTIGUAMENTE UNA TENIA COBERTURA EN TODO LOS LUGARES INCLUSIVE NO SE SI UNA QUIERE LLAMAR DE A QUI DE IQUIQUE HASTA OSPICIO SE PIERDE LA COBERTURA CUESTA QUE SE COMUNIQUE A VECES SUENA SUENA COMO QUE UNO ESTA LLAMANDO Y  UNO LE PREGUNTA A LA OTRA PERSONA Y DICE NO NO ME HA LLAMADO ENTONCES NOS HA PASADO MUCHAS VECES LE DARÍA UN 4 ESTAS FUNCIONANDO MAL; A QUE DE REPENTE YO LOS DATOS MÓVILES LOS TENGO ILIMITADOS Y HAY VECES QUE YO TENGO MI INTERNET CONECTADA Y NO ME TOMA EL INTERNET ES COMO SI NO TUVIERA, Y LA  TELEFONÍA SE CORTA Y DE REPENTE ES COMO SI OTRA PERSONA SE METIERA EN LA LÍNEA Y EMPIEZAN A SALIR SONIDOS RAROS DEL TELÉFONO SUPONGO QUE LAS LINEAS SE JUNTAN NO SE QUE ESTARÁ PASANDO PERO TENGO ESE PROBLEMA"	4	4	3	4	9. NS/NR	4	Si	Si	No	No	No	Si	4	3	NA	NA	NA	2	4. En tiendas/ sucursales	NA	NA	NA	4. En tiendas/ sucursales	NA	NA	NA	NA	7	No	NA	NA	NA	4	0	14	0	No	fijo
1598	OQ22NH79JEj1	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	PORQUE ANDAN BIEN PERO SE QUE PUEDEN HACER MAS. ES MUY LIMITADO EN LA ZONA DONDE ESTA EL INTERNET FIJA, ES DE 10 MEGAS Y PODRÍA SER MAS.	6	5	6	5	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	6	No	NA	NA	NA	7	9	10	0	No	fijo
1599	Wz3nJ4yBb6dy	44166	ENTEL	GGEE	GGEE ENTEL	SI -> CONTINUAR	No	Sí	Sí	No	No	NA	Entel	Entel	NA	NA	NA	NA	6	"POR DETALLES DE VALORES DE PRECIO; ES MÁS CARO QUE OTRAS EMPRESAS, EN LOS VALORES DE LOS PLANES, IDEAS, DE TODO DIGAMOS."	7	7	7	5	5	5	No	Si	No	No	No	No	NA	6	NA	NA	NA	NA	99. NS/NR	NA	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	6	10	6	0	Sí	fijo
1600	1uuVjBs7jYm1	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	HAN CUMPLIDO CON LOS REQUERIMIENTOS QUE HA SOLICITADO	5	5	6	5	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	6	No	NA	NA	NA	7	8	8	0	Sí	fijo
1601	YKpfWmPQQLWK	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Otra ¿Cúal?	NA	NA	6	PORQUE ES BUEN SERVICIO TAL VEZ MEJOR ATENCIÓN DE LOS EJECUTIVO Y POST VENTA	7	6	6	6	6	7	No	Si	Si	No	Si	Si	NA	6	7	NA	7	7	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	5	NA	NA	NA	6	No	NA	NA	NA	7	10	10	0	Sí	fijo
1602	ZFQQDsJfqpp7	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	PORQUE HE TENIDO INTERMITENCIAS EN EL SERVICIO Y DIFICULTADES DE FACTURACIÓN, INTERMITENCIAS, INTERMITENCIAS DE REPENTE NO, SE CORTA CON RELACIÓN A LAS DIFICULTADES CON EL SERVICIO NO COMO LE DIJE LO OTRO ES LA FACTURACIÓN HE TENIDO DIFICULTADES.	6	6	5	5	6	6	No	No	Si	Si	Si	No	NA	NA	6	4	5	NA	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	NA	4	NA	NA	4	Sí	SUSPENDIERON EL SERVICIO POR NO PAGO Y EL NO PAGO ERA RESPONSABILIDAD DE ENTEL, QUE SUSPENDIERON EL SERVICIO Y EL SERVICIO SE SUSPENDIÓ POR NO PAGO Y EL NO PAGO ERA PORQUE ENTEL NO ENVÍO LA NÓMINA AL BANCO PARA EL PAGO AUTOMÁTICO DE CUENTA, FINALMENTE ENTEL ME HIZO SE COMUNICÓ CONMIGO A RAÍZ DE QUE YO ENVÍE UNA QUEJA AL MERCURIO Y LA SEÑORA JUANA  MARÍA LLANOS FUE BIEN CORRECTA.	Sí	No	4	5	10	0	No	fijo
1603	NEAT09utSSns	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	"PORQUE LOS PRECIOS SON BASTANTE MAL ANTE LA COMPETENCIA Y EL SERVICIO EN GENERAL NO ES MUCHO MEJOR; LA COBERTURA DE SEÑAL, LA TRANSMISIÓN DE DATOS, LA CALIDAD DE LLAMADA."	6	6	6	5	5	5	Si	Si	No	No	No	No	6	6	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	6	NA	6	NA	5	No	NA	NA	NA	6	8	9	0	Sí	fijo
1604	AJuWAgbV3ph9	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE POR LO GENERAL ES BUENO EL SERVICIO QUE PRESTAN. ES ESTABLE EL INTERNET POR EJEMPLO, ESTABILIDAD MAS QUE NADA.	6	6	6	5	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	6	8	10	0	Sí	fijo
1605	wWWrnRqq6Iru	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	CERO PROBLEMAS CUALQUIER ESCARMENTO RESPONDEN RAPIDO CANALES DE ATENCIONES BUENOS , TODO MUY BIEN	7	7	7	9. NS/NR	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	7	No	NA	NA	NA	7	7	3	0	Sí	fijo
1606	L2hBlC38ZI4J	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Claro/ Telmex	Otra ¿Cúal?	Otra ¿Cúal?	Otra ¿Cúal?	NA	NO RECUERDA EL NOMBRE	6	"PORQUE ENCUENTRO QUE ES BUENO PERO NO ES LO ÓPTIMO AHY COSAS QUE NO ME SATISFACEN COMPLETAMENTE; POR EJEMPLO ENCUENTRO QUE EL VALOR DEL SERVICIO ES UN POCO ALTO PARA LA CALIDAD. QUE NUNCA LLAMAN PARA OFRECER LOS SERVICIOS QUE UNO TIENE QUE ESTAR LLAMANDO PARA PREGUNTAR"	5	6	5	3	4	5	Si	Si	Si	No	Si	No	6	6	6	NA	6	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	6	6	6	NA	5	Sí	"TENÍA LA VAN Y DE UN DÍA PARA OTRO NO HABÍA INTERNET Y LA VERDAD ES QUE NO LLAMÉ PORQUE ME ENOJÉ; A QUE COLOCABA LA VAN EN EL COMPUTADOR Y TRATABA DE INGRESAR Y NO HABPÍA INTERNET PENSÉ QUE PODÍA SER QUE SE HABÍA CONSUMIDO TODO EL INTERNET, QUE ESTABA MÁS LENTO, ENTRO Y NO PORQUE LE QUEDABA CONSUMO"	No	NA	4	5	8	0	Sí	fijo
1607	ZPjSGiVbQpo0	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	7	POR QUE TIENE UN BUEN SERVICIO,NO TENGO PROBLEMA DE SEÑAL, NO TENGO PROBLEMAS DE LINEA, TENGO UN BUEN SERVICIO DE ATENCION AL CLIENTE.	7	7	7	7	7	7	Si	Si	Si	No	No	No	7	7	7	NA	NA	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	NA	NA	NA	7	7	7	7	No	NA	NA	NA	7	7	0	2	No	fijo
1608	XyW66rzJoj5m	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	4	PORQUE SON MALAS LAS COBERTURAS, MALA LA ATENCION Y TODO, MALA ATENCION COMO CONTESTAN, LAS LINEAS SON MALAS PARA LLAMAR, Y ASI PASA CON EL INTERNET PARA PODER NAVEGAR MAS RAPIDO NO TE DAN SOLUCION AL MOMENTO.	5	5	5	5	5	5	No	No	No	Si	Si	Si	NA	NA	NA	5	5	5	NA	NA	99. NS/NR	99. NS/NR	99. NS/NR	NA	NA	NA	NA	5	No	NA	NA	NA	5	5	2	0	No	fijo
1609	885kaFk2xUdy	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE ESTOY BIEN CONTENTO NUNCA TAN FANÁTICO PARA 7 TIENE QUE SER GRATIS BUEN SERVICIO EN GENERAL NO HE TENIDO PROBLEMAS ES EFICIENTE Y ESTABLE	5	6	6	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	6	8	3	0	No	fijo
1610	Y0EJZngAtKny	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	PORQUE SE CAE LA CONEXIÓN VARIAS VECES.	7	6	6	5	4	4	No	No	Si	No	Si	No	NA	NA	7	NA	7	NA	NA	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	NA	7	7	7	NA	7	Sí	SE CAE EL INTERNET Y MALA FACTURACIÓN, ME COBRARON UN VALOR QUE NO CORRESPONDÍA.	Sí	Si	6	5	17	0	Sí	fijo
1611	Q1QLNICx3eWD	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	6	SIEMPRE HAY FALLAS, SIEMPRE HAY COSAS POR MEJORAR, MALA CONECTIVIDAD A VECES SE CORTA SE PONE LENTO A LA HORA DEL ALMUERZO.	7	6	7	7	7	6	No	No	Si	No	Si	Si	NA	NA	6	NA	7	6	NA	1. Ejecutivo asignado	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	2. A través del Call center, empresa	7	6	7	NA	7	Sí	CONECTIVIDAD, NO SON RÁPIDOS EN REBAJAR PAGO DE LAS FACTURA  Y LLEGAN Y CORTAN, LO QUE TE MENCIONABA EN EL HORARIO DE 1 A 3 BAJA MUCHO LA VELOCIDAD Y QUEDA MUY LENTO EL SISTEMA HAY QUE REINICIAR APAGAR COMPUTADORES YA NOS HA PASADO VARIAS VECES.	Sí	No	6	5	3	0	Sí	fijo
1612	QzZmHiZ0nZAr	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	"BÁSICAMENTE PORQUE NO TE DAN DISPONIBILIDAD DE LA ATENCIÓN, COMO QUE CUESTA COMUNICARSE A VECES, COMO QUE HOY EN DÍA MISMO INTENTE HACER LA COMPRA DE UN APARATO Y LA VERDAD ES QUE ESTABA CAÍDO EL SISTEMA, HE LLAMADO TRES VECES, NO FUNCIONA, TAMBIÉN TUVIMOS PROBLEMAS CON LA INSTALACIÓN EN SU MINUTO DIGAMOS DE LOS SERVICIOS DIGAMOS QUE HACEMOS TRASLADOS HACE UNOS MESES ATRÁS, TAMBIÉN HUBO PROBLEMAS QUE NO QUEDO BIEN HECHO EL  TRABAJO, LA RED EN GENERAL, TODO, POR ESTE TIPO DE COSAS; PORQUE NO HAY POSIBILIDADES DE QUE ME PUEDAN VENDER UN EQUIPO PORQUE NO ESTÁ EL SISTEMA OPERATIVO DE ENTEL  PARA PODER VALIDAR MIS DATOS, ETC. QUE NO ESTÁ DISPONIBLE EL SISTEMA DE ENTEL PARA PODER HACER  LA TRANSACCIÓN DE COMPRA DE UN APARATO."	7	6	6	6	6	6	No	No	No	Si	Si	Si	NA	NA	NA	5	4	6	NA	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	5	NA	NA	6	No	NA	NA	NA	6	7	8	0	No	fijo
1613	ZX4Gu0rGofx3	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Telefónica/ Movistar	NA	Otra ¿Cúal?	Entel	NA	NA	6	LA VERDAD DE REPENTE     PEDIR CAMBIO EN EL FONDO ES UNA  QUEJA QUERIA CAMBIAR MI LINEA  FIJA A ENTEL Y NO LE INTERESO MUCHO PORQUE  QUIZA  POR MARZO ABRIL	7	6	7	7	7	7	Si	No	No	No	No	Si	4	NA	NA	NA	NA	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	5	No	NA	NA	NA	7	8	2	0	9. NS/NR	fijo
1614	yJpo6ulFtqRC	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	7	PORQUE ES EFICIENTE EN TODO	7	7	7	7	7	7	Si	Si	Si	Si	Si	No	7	7	7	7	7	NA	2. A través del Call center, empresa	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	2. A través del Call center, empresa	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	7	7	7	7	No	NA	NA	NA	7	10	4	0	Sí	fijo
1615	c94FFOYTn8gu	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	5	PORQUE A VECES NO FUNCIONA TAN BIEN EL INTERNET, NO TIENE ACCESO A CORREO, ANDA LENTO	6	5	6	6	5	6	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	7	NA	4	NA	6	No	NA	NA	NA	6	6	5	0	No	fijo
1616	6V3Z4ZQlDoVF	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	5	"LA VELOCIDAD NO ES LA QUE OFRECEN; LA VELOCIDAD NO CORRESPONDE, SIEMPRE TENGO VELOCIDADES MÁS BAJA DE  LOS QUE ELLOS OFRECEN"	7	6	6	5	5	5	No	No	No	Si	Si	Si	NA	NA	NA	6	7	6	NA	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	NA	NA	NA	7	No	NA	NA	NA	6	5	3	0	No	fijo
1617	8TPZ5wSPa9zh	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Entel	Otra ¿Cúal?	NA	NA	7	NOS FUNCIONA BIEN LOS 365 DIAS DEL AÑO NO TENEMOS CAIDA DE LA SEÑLA BUEN A SEÑLA DENTRO DE LA OFICINA	7	7	6	7	9. NS/NR	9. NS/NR	Si	Si	Si	Si	No	No	7	7	7	7	NA	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	8	0	Sí	fijo
1618	GZpiCCieARVa	44166	ENTEL	GGEE	GGEE ENTEL	SI -> CONTINUAR	Sí	Sí	No	Sí	No	Entel	Entel	NA	Entel	NA	NA	NA	5	PORQUE LA ATENCIÓN DEL EJECUTIVO QUE VE LAS LINEAS FIJAS HACE UN TIEMPO TUVE UN PROBLEMAS HABLE CON EL EJECUTIVO Y ENTEL ME PASO COMO MOROSO CON UNA CUENTA Y NO ERA ASÍ Y ME DI CUENTA CUANDO LLAME Y ESTUVE MESES CON ESA LINEA CORTADA SIN SABERLO EN EL FONDO FUE POR UN ERROR QUE ME DEJARON EN ESE ESTADO POR QUE LA CUENTA SE PAGAR A TIEMPO	5	7	5	5	5	6	No	Si	Si	Si	Si	Si	NA	6	7	7	7	7	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	1. Ejecutivo asignado	5	NA	7	NA	6	Sí	LO QUE LE MENCIONE DE LA LINEA QUE TUVE CORTADA	Sí	Si	5	5	7	0	Sí	fijo
1619	De5aFOo44peB	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Otra ¿Cúal?	NA	NA	7	PORQUE NO HEMOS TENIDO PROBLEMA CON LA CONEXION LA OTRA QUE TENIAMOS DABA ABASTO PARA TRABAJAR CON TELETRABAJO NO CUMPLIA CON LAS NESECIDADES POR ESO NOS CAMBIAMOS	6	7	7	6	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	0	4	9. NS/NR	fijo
1620	cueHhx6eGada	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Entel	NA	NA	5	POR CALIDAD EL SERVICIO PRINCIPALMENTE  Y CONTINUOS PROBLEMA DE CONEXION QUE SE CAE MUY FACIL	5	5	4	5	9. NS/NR	9. NS/NR	No	No	Si	Si	Si	Si	NA	NA	6	5	5	5	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	6	6	NA	6	Sí	TECNICO CORTE DE FIBRA OPTICA PASA MUY A MENUDO	Sí	Si	7	6	2	0	No	fijo
1621	OrLudrL90Hqq	44166	ENTEL	GGEE	GGEE ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON EL SERVICIO	7	7	7	7	7	7	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	7	NA	NA	7	Sí	SE HA IDO LA LINEA, NO SE ESCUCHABAN LAS LLAMADAS, SOLAMENTE SONABAN	Sí	Si	7	10	8	0	Sí	fijo
1622	VuDrmk1w7jpn	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	PORQUE EL SERVICIO FUNCIONA BIEN PERO IGUAL HAY ALGUNAS INTERRUPCIONES EN LA RED.	7	7	7	7	9. NS/NR	7	No	Si	No	Si	No	Si	NA	7	NA	7	NA	7	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	7	7	NA	7	No	NA	NA	NA	7	10	5	0	No	fijo
1623	p65js2scOsa3	44166	ENTEL	GGEE	GGEE ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	EN GRL EL SERVICIO A CUMPLIDO CON LA EXSPECTATIVAS,EL SERVICIO ES BUENO ,LA POST VENTA PRECIOS COMVENIENTES,SERVIVCIO ESTABLE SIN INTERFERENCIA	7	6	6	6	5	5	No	No	No	Si	No	No	NA	NA	NA	6	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	5	NA	NA	NA	6	No	NA	NA	NA	6	6	6	0	Sí	fijo
1624	TP7ngD7qZEqg	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	No	No	No	Sí	Entel	NA	NA	NA	Otra ¿Cúal?	NA	NA	5	"POR QUE A VECES SE CORTA; EL INTERNET SE INTERRUMPE"	6	5	6	6	6	6	No	Si	No	Si	No	Si	NA	6	NA	6	NA	6	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	7	7	NA	NA	7	Sí	"INTERRUPCIÓN DEL INTERNET; QUE SE CAE LA SEÑAL"	Sí	Si	6	8	1	0	No	fijo
