encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P18A[{_1}].Rp	P18A[{_2}].Rp	P18A[{_3}].Rp	P18A[{_4}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18B[{_4}].Rp	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33	Fecha_Enc
4xvoipht5NZA	S/Info	Mas	Regiones	Hombre	No	Sí	Entel	NA	NA	4	ME ES INDIFERENTE	Nada / ninguno	5	NA	NA	NA	NA	6	Ns/Nr	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	CONCEPCION	NA	V2. POST CRISIS
FMdHCB93yued	PYME	MP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE NO HE TENIDO PROBLEMAS	Funciona bien /sin problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	6	Ns/Nr	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	Sí	NA	NA	7	7	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	VIÑA DEL MAR	NA	V2. POST CRISIS
GBEXsdupu2wF	PYME	Mas	Santiago	Mujer	No	Sí	Entel	NA	NA	5	PORQUE ULTIMAMENTE HA BAJADO LA CALIDAD EN GENERAL DEL INTERNET MOVIL, VELOCIDAD Y CONECTIVIDAD	Internet lento / inestable,Mala conectividad	6	NA	NA	NA	NA	6	5	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	7	NA	SI	INTERMITENCIA DE LLAMADAS EN DETERMINADO HORARIO Y PROBLEMA DE CALIDAD CON EL INTERNET MOVIL	Problemas con servicio de telefonía,Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	SI	NO	NA	5	NA	NA	NA	NA	NA	SANTIAGO CENTRO	NA	V2. POST CRISIS
67iXm5VtufBc	PYME	MasPrem	Santiago	Mujer	Sí	Sí	Entel	NA	NA	5	EN GENERAL CONTENTA CON EL SERVICIO PERO SIEMPRE ME HA FALTADO PLANES PARA CUANDO ESTOY AFUERA O PLANES ROOMEING GRATRIS PARA CUANDO SE ENCUENTRA FUERA DE CHILE	Buen servicio / conforme / satisfecho con el servicio,Malos planes  / planes poco flexibles,Mal funcionamiento del Roaming	5	NA	NA	NA	NA	6	7	Ns/Nr	NA	NA	NA	Ns/Nr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	VITACURA	NA	V2. POST CRISIS
lFtNsUebusFF	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel,Otros	VTR	Entel	7	TIENEN BUENOS PLANES Y BUENA COBERTURA EN EL EXTRAJERO	Buen plan / plan conveniente,Buena cobertura	7. En absoluto acuerdo	NA	NA	NA	NA	7	6	7	6	5	7	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	7	15	EQUIPOS MEDICOS	15 AÑOS	SANTIAGO	GERENTE ADMINISRRATIVO	V1. PRE CRISIS
Rxschaazcw9P	PYME	Mas	Santiago	Hombre	No	Sí	Entel	NA	NA	6	HAY DETALLES QUE FALTAN PARA PODER TENER UN EXCELENTE SERVICIO, ME CUESTA COMUNICARME CON ELLOS	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	QUE PIERDO LA SEÑAL DE INTERNET	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	NO	NA	NA	6	NA	NA	NA	NA	NA	SANTIAGO	NA	V2. POST CRISIS
zTLmr2amdY7p	PYME	AP	Santiago	Hombre	No	Sí	Entel	NA	NA	7	PORQUE NOSOTROS  CON EL TEMA DE COBERTUREA TENEMOS PROBLEMAS CON LA OTRAS EMPRESAS Y AHORA  NO TENEMOS PROBLEMAS NO SE CORTAN LAS LLMADAS	Buena cobertura,Buen servicio de telefonía	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	7	6	7	7	7	Si	No	No	No	Si	No	No	No	7	NA	NA	NA	7	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	7	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	35	AGENCIA DE ADUANA	1 AÑO	LA REINA	SOPORTE TECNICO	V1. PRE CRISIS
rSgJKR2E5M6L	PYME	MP	Regiones	Mujer	No	Sí	Entel	NA	NA	6	PORQUE CLARO TENGO PROBLEMAS PERO ME CONTESTAN  ME ME MANDAN MAIL PARA NUEVOS PRODUCTOS Y COSA E HAGASE SOCIA  Y SOMOS DE ENTEL	Responden / resuelven requerimientos,Buenas ofertas	6	NA	NA	NA	NA	6	5	5	5	Ns/Nr	5	5	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	200	AGRICOLA	SEIS MESES	CODEGUA	DUEÑA	V1. PRE CRISIS
476yauaDpFWk	PYME	MV	Santiago	Mujer	No	Sí	Entel	NA	NA	6	PORQUE NINGUNA COMPAÑIA DE TELECOMUNICACIONES DA PARA 7 SIEMPRE HAY UN PROBLEMAS A VECES SE VA LA SEÑAL EN SECTOR LUGARES EN TODAS PARTES ESO SOLAMENTE EN COLINA	Faltan cosas por mejorar / no es perfecta,Mala señal / pérdida de señal / interferencias	5	NA	NA	NA	NA	6	6	6	5	5	5	7	7	Si	No	No	No	No	No	No	No	6	NA	NA	NA	NA	NA	NA	NA	99. NS/NR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	6	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	1	15	VENTAS	8 AÑOS	SANTIAGO	GERENTE GENERAL	V1. PRE CRISIS
9TSTNBmvdSsP	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel,Claro	NA	Claro	3	PORQUE EN LA ZONA TENGO MUY MALA SEÑAL (SOLO FUNCIONAN EN LA MAÑANA Y EN LA NOCHE) (PEÑAFLOR EN MAYOCO)	Mala señal / pérdida de señal / interferencias	5	NA	NA	NA	NA	2	3	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	NA	3	7	NA	SI	FALTA DE COMUNICACIÓN (LA COMUNICACION ES MALA, FUNCIONA A RATOS)	Call Center no atiende / no responden los llamados / cuesta comunicarse	SI	NO	NA	4	NA	NA	NA	NA	NA	PEÑAFLOR	NA	V2. POST CRISIS
rLekpOCsBpwq	PYME	AP	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	NO TENGO BUENA COBERTURA TENGO UN EJECUTIVO ASIGNADO QUE SIEMPRE ME ATIENDE DE LOS PLANES TENGO BUENOS PRECIOS EN RELACION DE PRECIO CALIDAD TENGO BUENA COBERTURA EN TODAS PARTES NO TENGO PROBLEMAS DE COBERTURA QUE TENGO 40 GIGAS DE CAPACIDAD LOS PLANES DE CELULAR ME SALEN BASTANTE CUENTA NO	Buena cobertura,Buen ejecutivo / buena atención del ejecutivo,Facilidad para contactarlos,Buenos precios / económicos / barato,Buen plan / plan conveniente	6	NA	NA	NA	NA	6	6	5	5	3	7	6	6	Si	Si	No	Si	Si	No	No	No	5	6	NA	7	6	NA	NA	NA	4.En tiendas/ sucursales	3.Página Web Entel Empresas	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	5	5	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	No	NA	NA	6	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	8	35	COMERCIALIZADORA DE ARTICULOS TEXTILES           PARA LA CONFECCION	4 AÑOS	INDEPENDENCIA	REPRESENTANTE LEGAL	V1. PRE CRISIS
Cpd9jqdDZJlb	MICRO	Mas	Regiones	Mujer	No	Sí	Entel	NA	NA	5	NI MUY MALO NI MUY BUENO EN TODOS LOS ASPECTOS SI HAY FINAL SON TODOS IGUAL DIFICIL COMPARARAR HE TENIDO MOVISTAR EL PRECIO NO ANDO COTIZANDO NO HAY GRANDES DIFERENCIA S	Faltan cosas por mejorar / no es perfecta	5	NA	NA	NA	NA	6	6	Ns/Nr	Ns/Nr	Ns/Nr	Ns/Nr	5	6	No	No	No	No	No	No	No	Si	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2.Call center	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	1	2	MEDICOS	3 AÑOS	PTA ARENAS	ADMINISTRADORA	V1. PRE CRISIS
RJXHKnDnoDWg	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel,Otros	VTR	Entel	5	HAY INFORMACION QUE NO LA DAN COMPLETA LAS CUENTAS	No mantiene bien informado / poca claridad en la información	7. En absoluto acuerdo	NA	NA	NA	NA	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	NA	5	NA	NA	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	SAN ANTONIO	NA	V2. POST CRISIS
vnEYR8gOKGDP	PYME	MP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	TIENE SUS DEBILIDADES POR LOS TIEMPOS DE ESPERA CUANDO UNO REQUIERE UNA ATENCIÓN NORMALMENTE TENGO QUE IR A HACER GESTIONES PERSONALES	Mal servicio Call center/ Cuesta contactarlos / Call center no atiende	6	NA	NA	NA	NA	6	6	5	6	5	Ns/Nr	6	5	No	No	Si	Si	No	No	Si	No	NA	NA	5	5	NA	NA	5	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	5	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	5	6	AGRICOLA	20 AÑOS	OVALLE	ADMINISTRADOR GENERAL	V1. PRE CRISIS
QPWVC66wWCAZ	MICRO	Mas	Santiago	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE DERREPENTE SE CAE EL SISTEMA	Mala señal / pérdida de señal / interferencias	6	NA	NA	NA	NA	6	6	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	Sí	NA	NA	6	6	SI	NO ENTRA NI SALEN LLAMADAS DERREPENTE	Problemas con servicio de telefonía	NO	NA	NA	7	NA	NA	NA	NA	NA	ISLA DE MAIPO	NA	V2. POST CRISIS
du4WZk3vfPI1	GGEE	MV	Santiago	Mujer	Sí	Sí	Entel	NA	NA	6	QUIZÁS PORQUE HAY ALGUNAS SOLICITUDES QUE SE TIENEN QUE HACER POR TELÉFONO Y NO TE LAS PUEDE RESOLVER EL EJECUTIVO POR EJEMPLO UNA VEZ QUERÍA PASAR UNA LINEA ASOCIADA A LA EMPRESA A PREPAGO Y TUVE QUE HACERLO POR TELEFONO	Lentitud / ineficiencia en solución de problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	7	7	7	7	7	Si	No	No	No	No	No	No	No	7	NA	NA	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	No	NA	NA	NA	NA	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	150	CONSTRUCCIÓN	1 AÑO	QUILICURA	TESORERA	V1. PRE CRISIS
Ce7J8hNMqjuZ	GGEE	Mas	Santiago	Hombre	No	Sí	Entel	NA	NA	5	PORQUE OCUPE ROOMING Y ES PESIMO, NO TUVE SEÑAL EN ARGENTINA	Mal funcionamiento del Roaming	6	NA	NA	NA	NA	7	6	6	6	Ns/Nr	6	7	6	No	No	No	Si	No	No	No	No	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	LA SEÑAL DE ROOMANIG	No se activa Roaming / mal funcionamiento de Roaming	NO	NA	NA	5	Está Igual	5	50	TRANSPORTES	4 MESES	SANTIAGO	REPRESENTATE LEGAL	V1. PRE CRISIS
5fApoNOITdVr	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON ELLOS POR ESO NO ME HE CAMBIADO BUEN SERVICIO PARA MI	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	6	NA	NA	NA	NA	6	7	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	CALBUCO FARGUA	NA	V2. POST CRISIS
6EeiMLB9N0n0	PYME	AP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE ESTA SATISFECHO CON VALOR Y SERVICIO	Buen servicio / conforme / satisfecho con el servicio,Buenos precios / económicos / barato	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	5	5	Ns/Nr	5	7	7	Si	No	No	No	No	No	No	No	7	NA	NA	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	7	300	CONTRUCCION	22 AÑOS	CONSTITUCION	ADMINISTRADOR	V1. PRE CRISIS
6IF7bSFod5Pf	PYME	Mas	Santiago	Mujer	Sí	Sí	Entel	NA	NA	6	FUNCIONA RELATIVAMENTE BIEN A VECES SE CONGESTIONA A VECES CUANDO ESTAS EN SANTIAGO NO HAY BUENA SEÑAL EN LAS CONDES Y EN VITACURA	Mala señal / pérdida de señal / interferencias	6	NA	NA	NA	NA	6	4	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	NA	5	6	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
z087elBGKv8a	MICRO	Mas	Regiones	Mujer	No	Sí	Entel	NA	NA	7	PORQUE NUNCA HE TENIDO PROPBLEMAS CON LA EMPRESA	Funciona bien /sin problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	Ns/Nr	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	CONCEPCION	NA	V2. POST CRISIS
NtOYD0s0IzR4	PYME	MP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE LOS SERVICIOS SON DEMASIADOS CAROS MENSUALIDAD RESPECTO COMPETENCIA HABLANDO CELULAR PERO EN LA COMUNA DONDE VIVE TIENE MEJOR COBERTURA POR ESOS SIGO CON ELLOS	Precios altos / es caro / alzas de precio,Buena cobertura	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	2	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	Sí	7	7	7	7	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	COQUIMBO	NA	V2. POST CRISIS
ae6NMByI6Dn1	PYME	Mas	Regiones	Mujer	No	Sí	Entel,Movistar	NA	Entel	6	PORQUE EL 7 ES PERFECCION NO EXISTE BUENO NO HE TENIDO NUNCA PROBLEMAS CON ELLOS	Faltan cosas por mejorar / no es perfecta,Funciona bien /sin problemas	6	NA	NA	NA	NA	5	6	4	4	5	4	5	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	5	1	ARRIENDO GALPONES	POR LO MENOS 10 AÑOS O MAS	COQUIMBO	ADMINISTRADORA	V1. PRE CRISIS
WMSSZVZaxcRW	PYME	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	3	SIMPLEMENTE PORQUE HEMOS TENIDO DIFICULTAD CON VARIAS LINEAS QUE QUEDAN COMO FUERA DEL SISTEMA Y OCURRE EN FORMA TEMPORAL PRIMERO CON UNO LUEGO CON OTRO EN FORMA TEMPORAL APARECE COMO QUE ESTUVIERA APAGADO LA PERSONA NO RECIBE LA LLAMADA DE REPENTE DE DIEZ PUEDE QUE DE REPENTE LE RESULTE UNA. EN EL FONDO SON DOS LINEAS PRINCIPALMENE Y UNA TERCERA PERO HAN SIDO REINGRESADAS EN TEORIA PERO NO APARECEN COMO TELEFONO Y SE HAN PERDIDO LLAMADAS IMPORTANTES Y HEMOS TENIDO QUE AVISAR QUE MANDEN CORREOS O MANDEN WHATSAPP PORQUE NO QUEDAN REGISTRADOS ME HAN PEDIDO ENCARECIDAMENTE VOLVER A MOVISTAR Y HAN TENIDO QUE ESTAR AVISANDO A TODOS SUS CONTACTOS COMO QUE EL TELEFONO ESTA MALO Y QUE NO RECIBE LLAMADAS. ME GUSTARIA AGREGAR QUE LA ATENCION EN ENTEL HA SIDO MUY MALA PORQUE EN OCASIONES HE ACUDIDO A LA OFICINA Y CERO RESPUESTA Y ES QUE NO HOY DIA NO ATENDEMOS EMPRESAS Y SIN NINGUNA OPCION Y UNA VEZ ME DIJERON LA VAMOS A LLAMAR PERO NINGUNA VEZ ME LLAMARON ES DECIR CON ABSOLUTA DISPLICENCIA	Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio,Mal servicio de telefonía/ se cortan las llamadas,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,No responde / no resuelven requerimientos	6	NA	NA	NA	NA	4	3	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	BASICAMENTE LA FALTA DE FUNCIONAMIENTO DE ALGUNAS LINEAS PORQUE ES ESO FALTA DE FUNCIONAMIENTO DE LLAMADAS DE ALGUNAS LINEAS. OSEA PODRIAMOS PONERLE RECEPCION DE LLAMADA PORQUE PUEDE LLAMAR SIN NINGUN PROBLEMA PERO NO RECIBEN LLAMADAS AL TELEFONO	Corte de servicio,Problemas con servicio de telefonía	SI	NO	NA	2	NA	NA	NA	NA	NA	VIÑA DEL MAR	NA	V2. POST CRISIS
wQ8WvoCulTZj	S/Info	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE PUEDE QUE EN ALGUNAS PARTES TENGA UN TIPO DE PROBLEMA DE SEÑAL	Mala señal / pérdida de señal / interferencias	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
NqqwViFuJ6ao	PYME	MV	Santiago	Mujer	Sí	Sí	Entel,WOM (no mencionar)	NA	Entel	4	PORQUE INTERNET DE REPENTE ESTA INTERMITENTE NO SOLAMENTE POR AHORA HAY REGIONES QUE AVECES NO TOMA CUESTA COMUNICARSE. NADA MAS QUE POR LA CONECTIVIDAD. PORQUE NOSOTROS NECESITAMOS QUE EL INTERNET SEA AGIL PORQUE CONTRATAMOS UN PLAN QUE NO ES BARATO ES UN PLAN EMPRESA Y QUE POR LO TANTO UNO ESPERA QUE FUNCIONE COMO CORRESPONDE Y QUE NO TENGA INTERMITENCIA	Internet lento / inestable,Mala conectividad,Precios altos / es caro / alzas de precio	5	NA	NA	NA	NA	5	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	No	6	6	6	NA	SI	DE NOSOTROS TENEMOS UN PLAN UNA DIFERENCIA SUSTANCIAL Y HOY EN DIA LA FACTURACION SE SUPONE QUE TU CONTRATAS UN PLAN X Y SE SUPONE QUE TU PAGAS UNA CANTIDAD X PERO ESA CANTIDAD VA VARIANDO MES A MES Y TU PUEDES LLAMAR Y CADA EJECUTIVO EN DIFERENTES HORARIOS TE PUEDE DECIR EN UN MOMENTO UNA COSA Y EN OTRO MOMENTO OTRA COSA DIFERENTES COSAS  AL PRECIO Y AL SERVICIO QUE UNO CONTRATO  REFERENTE AL CONTRATO INICIAL Y QUE DESDE EL DOS MIL DIECISIETE HA HABIDO UNA VARIACION EN CUANTO A LO QUE TU PAGAS A FIN DE MES EN LA FACTURACION	Problemas con la facturación / cobros desfasados / cobros poco claros,No resuelven requerimientos/no dan respuesta,Problemas con información/ Información no llega en forma oportuna/ poco clara	SI	NO	NA	5	NA	NA	NA	NA	NA	LAMPA	NA	V2. POST CRISIS
2fS5eOviYMqe	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE NUNCA  TOMA  CONTACTO CONIGO SI ESTOY CONTENTO CON  ELLOS	No llaman / no se mantienen en contacto / no visitan	2	NA	NA	NA	NA	5	4	2	4	Ns/Nr	2	3	Ns/Nr	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	4	Está Igual	5	1	INVERSIONES INMOPBILIARIA	10 AÑOS	LAS CONDES	ADMINISTRADOR	V1. PRE CRISIS
