encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33
YASrA8ZDghjJ	GGEE	AV	SANTIAGO	Mujer	Sí	Sí	Entel,Movistar,Otros	GTD	Entel	6	PORQUE SON EFICIENTES SI YO PIDO ALGO O NECESITO LA PERSONA ME CONTESTA Y ME LLEGA LA DIA SIGUIENTE SIN PROBLEMAS UNO PIDE Y LLEGA AL OTRO DIA DOS DIAS MAXIMO	Eficiencia,Responden / resuelven requerimientos,Rapidez / eficiencia en solución de problemas	7	6	7	6	Ns/Nr	6	6	5	6	6	6	6	7	Si	Si	No	Si	Si	No	Si	No	7	7	NA	6	6	NA	7	NA	1.Ejecutivo asignado para su empresa	3.Página Web Entel Empresas	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	NA	7	NA	6	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	No	Sí	NA	NA	NA	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	9	200	SONDAJE MINERO	MAS DE 12 AÑOS	CERRILLOS	SECRETARIA DE GERENCIA
Yih8FUepFtGT	MEDIANA	MV	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE A VECES SE QUEDAN DORMIDOS EN OFRECER ALGO MEJOR PROPORCIONAR BENEFICIOS UNOS DESCUENTOS DE RPENTE QUE UNO NO ESTA AL TANTO POR ESTAR PREOCUPADO DE OTRAS LABORES Y AHI NO LLEGAN ELLOS CON OTROS ANTECEDENTES	Pocas / malas ofertas,Pocos beneficios,No mantiene bien informado / poca claridad en la información	6	5	5	4	5	6	5	5	5	5	5	4	6	Si	No	No	No	Si	No	No	Si	4	NA	NA	NA	4	NA	NA	4	4.En tiendas/ sucursales	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	2.Call center	NA	2	NA	4	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	DE TRAFICO PA PODER COMUNICARME VIA INTERNET O PARA LLAMAR POR TELEFONO POR QUE LA SEÑAL NO SON OPTIMAS EN LOS ANGLES DONDE ME UBICO YO	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Problemas con servicio de telefonía,Caída de señal /señal / interferencias / corte de llamadas	SI	NO	NA	3	Está Igual	3	143	EDUCACION	12 AÑOS	LOS ANGELES	GERENTE DE ADMINISTRACION Y FINANZAS
DIW6cNBtFinj	MEDIANA	MV	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE NO CALZA EL SIETE EL SERVICIO PARA SIETE TIENE QUE SER PERFECTO	Faltan cosas por mejorar / no es perfecta	7	6	5	7	5	6	7	5	5	5	5	6	7	No	No	Si	Si	No	No	No	No	NA	NA	7	6	NA	NA	NA	NA	NA	NA	5.App Administradores Empresa	3.Página Web Entel Empresas,5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	5	NA	5	Sabe que tiene un ejecutivo pero desconoce su función (NO LEER)	NA	NA	NA	No	NA	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	5	30	CONSTRUCCION	10 AÑOS	SANTIAGO	ANALISTA
xyF5vXwh7H1q	MEDIANA	MV	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE HAN CAMBIADO LAS CONDICIONES AL COMIENZO UNO PODÍA CAMBIAR EQUIPOS AHORA HAY QUE COMPRARLOS	Realizan cambios en el plan,Equipos caros	7	7	7	7	7	7	7	6	6	6	5	7	7	Si	Si	Si	Si	No	No	Si	Si	6	7	7	7	NA	NA	7	5	2.Call center,5.App Administradores Empresa	2.Call center,5.App Administradores Empresa	5.App Administradores Empresa	2.Call center,5.App Administradores Empresa	NA	NA	1.Ejecutivo asignado para su empresa,2.Call center	1.Ejecutivo asignado para su empresa,2.Call center	7	7	NA	NA	7	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	7	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	4	Ha mejorado	5	50	EDUCACIÓN	4 AÑOS	TALAGANTE	ADMINISTRADOR
hN0FC4Zp1QCC	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel,Movistar,Otros	VTR	Entel	6	BUENO PORQUE NO HE TENIDO PROBLEMAS CON ELLOS SON BUENAS LAS COMUNICACIONES LAS TARIFAS ME LAS ARREGLARON ASÍ QUE ESTOY PAGANDO UN PRECIO MÁS RAZONABLE CON MI EMPRESA LA BUENA CALIDAD DE LAS COMUNICACIONES	Funciona bien /sin problemas,Buena información / mantienen informados / claridad en la información,Buenos precios / económicos / barato,Buena conectividad	6	6	6	6	6	7	5	6	6	6	6	6	6	No	Si	No	Si	Si	No	No	No	NA	6	NA	6	7	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	4	CONSTRUCCIÓN Y FABRICA DE MUEBLES	SEIS AÑOS	RANCAGUA	PROPIETARIO
jBFLwtUIVJ3t	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE YO TENGO COMO 15 AÑOS EN LA COMPAÑIA Y NO HE TENIDO PROBLEMA EL SERVICIO ES BUENO NO HE TENIDO PROBLEMA DE SEÑAL PROBLEMA CUANDO ME HE ATRASADO ME HAN ESPERADO EN PAGO HONESTAMENTE NO NUNCA HE TENIDO PROBLEMA CON ENTEL	Es cliente antiguo/ lleva años,Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	7	7	7	7	Ns/Nr	7	6	6	5	5	6	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	3	SERVICIOS	15 AÑOS	CONCEPCION	DUEÑO
DNl2CQvCUY8l	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	Entel,Claro	NA	Claro	7	PORQUE POR LOS PRECIOS Y POR EL SERVICIOS SON ACORDE A NUESTRI PRESUPUESTO QUE MANEJASMOS Y TENEMOS BUENA SEÑAL	Buenos precios / económicos / barato,Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida	7	7	7	7	Ns/Nr	7	7	6	6	7	6	7	7	Si	Si	Si	Si	Si	No	Si	No	7	7	7	7	7	NA	6	NA	1.Ejecutivo asignado para su empresa	3.Página Web Entel Empresas	3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	NA	7	NA	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	5	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	200	ACONDICIOMIENTO DE EDIFICOS	MAS DE 5 AÑOS	RENCA, STGO	JEFE DE INFORMATICA
jmR9CoMCbkph	PEQUEÑA	MV	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE EL SERVICIO ES BUENO TIENE BUENA COBERTURA NO SE CORTA NO SE APAGA NO LE PONGO SIETE PORQUE LO ENCUENTRO CARO EL VALOR QUE PAGO PORQUE HAY OFERTAS MAS BARATAS PERO HAY MEJORES OFERTAS	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Continuidad del servicio,Precios altos / es caro / alzas de precio	7	7	6	2	2	7	5	4	7	5	2	1	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	No	NA	No	NA	NA	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	4	Está Igual	7	25	PANIFICACION PANADERIA	3 AÑOS	CERRILLOS	DUEÑO
Tp6so6FmUTYo	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	PODRIA MEJORAR COSAS, COMO OFERTAS A LOS CLIENTES, MUCHAS MUCHAS OFERTAS PARA LOS QUE SE PORTAN LE DAN DE TODOS Y LOS CLIENTES ANTUGUOS COMO DE MUCHOS AÑOS 0	Pocas / malas ofertas,Pocos beneficios para clientes antiguos	5	5	5	6	Ns/Nr	6	6	6	6	6	5	6	6	No	Si	Si	Si	Si	No	No	Si	NA	5	6	6	6	NA	NA	5	NA	3.Página Web Entel Empresas,5.App Administradores Empresa	5.App Administradores Empresa	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	2.Call center	NA	6	6	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Ha mejorado	6	6	SERVICIOS DE MECANICA	20 AÑOS QUIZA MAS	VALDIVIA	DUEÑO
N0x5k4PM2IBx	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE NO HA TENIDO BUENA EXPERIENCIA HASTA EL MOMENTO EN LOS ÚLTIMOS CANVIOS QUE HA HECHO NO E QUEDADO SATISFECHO CON EL SERVICIO	Funciona mal /ha tenido problemas,No satisface necesidades	5	5	5	5	5	6	6	5	6	6	5	4	5	Si	Si	No	Si	Si	Si	No	Si	5	6	NA	6	5	5	NA	5	2.Call center	3.Página Web Entel Empresas	NA	2.Call center	2.Call center	2.Call center	NA	2.Call center	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	QUEDE INSASTIFECHO CON EL CAMBIO QUE ME INSIERO CON EL CAMBIO DE LINIA	Mal funcionamiento del servicio	SI	Está en trámite	NA	5	Está Igual	5	8	COMERCIO	15 AÑOS	TALCA	AMINISTRADOR GENERAL
ZuM6Wb6NK2eT	MEDIANA	AV	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE NO ES PERFECTO Y PUEDEN MEJORAR ALGUNAS COSAS POR EJEMPLO CON LOS EJECUTIVOS ASIGNADOS QUE DESPUES DE 4 LLAMADAS CONTESTAN	Faltan cosas por mejorar / no es perfecta,No llaman / no se mantienen en contacto / no visitan	6	5	5	6	3	6	6	5	4	4	4	2	6	No	No	Si	Si	Si	No	Si	Si	NA	NA	6	6	4	NA	7	4	NA	NA	1.Ejecutivo asignado para su empresa,2.Call center,3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa,2.Call center,3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa,2.Call center,3.Página Web Entel Empresas	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	3	1	6	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	No	NA	NA	NA	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	SI	FALTA DE INFORMACION, TANTO DE PLANES QUE YO SOLICITU, DE EJECUTIVO QUE NO SABE QUIENES SON Y LA PROACTIVIDAD DE LOS EJECUTIVOS, PARA QUE LES NOTIFIQUEN LAS PROMOCIONE, Y NO LOS PUEDE UBICAR CUANDO LOS NECESITA	Problemas con información/ Información no llega en forma oportuna/ poco clara,Ejecutivo no atiende / no realiza post venta / no atiende requerimientos	NO	NA	NA	7	Está Igual	5	25	IMPORTACIONES	15 AÑOS MAS O MENOS	SANTIAGO	JEFE DE INFORMACION
pY00APMgiLyf	GGEE	AP	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	7	PORQUE ME HAN CUMPLIDO TODO HAN SIDO RAPIDA LAS RESPUESTA Y UNA BUENA ATENCION LOS REQUERIMIENTOS QUE PEDIMOS DE CAMBIOS NOS CONFIRMAN RAPIDAMENTE EL EJECUTIVO QUE TENEMOS	Cumplen con lo que ofrecen,Rapidez / eficiencia en solución de problemas,Buena atención / amabilidad	7	7	7	7	7	7	7	7	7	7	7	7	7	Si	Si	No	Si	Si	No	No	No	7	7	NA	7	7	NA	NA	NA	1.Ejecutivo asignado para su empresa	3.Página Web Entel Empresas	NA	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	NA	7	NA	7	NA	7	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	87	INSTALACIONES DE PANELES SOLARES	6 AÑOS	SANTIAGO	ENCARGADA DE RR HH
Kb0mw2mxClv4	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel,Movistar	NA	Movistar	4	POR QUE SE CAE EL SERVICIO DE INTERNET	Internet lento / inestable	5	5	4	4	Ns/Nr	5	1	2	2	2	2	4	5	No	No	No	No	No	Si	Si	Si	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	2.Call center	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	3	Está Igual	0	3	FERRETERIA	15 AÑOS O MÁS	RENCA	DUEÑA
2dyjssIuvB3N	GGEE	AV	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	6	POR COBERTURA FALTA DE COBERTURA EN ALGUNOS SECTORES EN TODO EN REDES Y EN VOZ EN SANTIAGO BUIN PAINE Y DE REPENTE EN ALGUNOS SECTORES	Mala / poco cobertura,Poca continuidad del servicio  / se corta el servicio,Mal servicio de telefonía/ se cortan las llamadas	6	6	6	6	Ns/Nr	6	6	6	6	6	6	7	5	No	No	Si	Si	Si	No	No	No	NA	NA	6	6	6	NA	NA	NA	NA	NA	2.Call center	2.Call center,3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	NA	NA	7	6	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	6	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	5	50	ALIMENTO	5 AÑOS	SANTIAGO	JEFA DE ADMINISTRACION
yhKhbKqKZ62X	GGEE	AV	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	POR EL TEMA MAS QUE NADA DEL TEMA SEÑAL , TENEMOS ALGUNAS AREAS EN LA INDUSTRIAS QUE NO TIENE SEÑAL.	Mala señal / pérdida de señal / interferencias	6	6	5	6	6	6	6	5	6	5	6	2	7	Si	Si	No	No	Si	Si	Si	No	7	7	NA	NA	6	2	2	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	6	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	SI	PROBLEMA POST VENTA QUE NO HAN SOLUCIONADOS ( HOY DIA QUE PLATAFORMA A PASADO CLIENTE Y NO EMPRESA, HA PASADO A A ESA PLATAFORMA NO TIENE LA CAPACIDAD DE RESOLVER PROBLEMAS DE FORMA RÁPIDA	Ejecutivo no atiende / no realiza post venta / no atiende requerimientos,Lentitud ante requerimientos	SI	Está en trámite	NA	6	Está Igual	10	2000	INDUSTRIA SALMONERAS	15 AÑOS	COMUNA CASTRO	GERENTE DE INFORMÁTICA
OEsFnVY6Xtt8	GGEE	AP	REGIONES	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	4	HA BAJADO MUCHO EL SERVICIO DE POSTVENTA Y DE SOLICITUD DE EQUIPOS MOVILES TAMBIEN LA INFORMACION DE LA PAGINA HA CAMBIADO EL FORMATO NO ENTREGA LA INFORMACION QUE SE NECESITA NOS QUITARON EXCLUSIVIDAD CON EL EJECUTIVO NOS CAMBIARON LOS EJECUTIVOS Y ATRASOS EN RESPUESTAS DE LAS SOLICITUDES MODIFICACIONES DE PLANES DE EQUIPOS	Mala post venta /atención,No realizan cambio de equipos/ problemas con cambio de equipos,No mantiene bien informado / poca claridad en la información,No tiene ejecutivo asignado,Lentitud / ineficiencia en solución de problemas,Malos planes  / planes poco flexibles	5	3	3	4	3	2	5	5	5	5	4	3	4	No	Si	Si	Si	Si	No	No	Si	NA	4	4	3	2	NA	NA	3	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa,2.Call center	1.Ejecutivo asignado para su empresa,2.Call center	NA	NA	1.Ejecutivo asignado para su empresa,2.Call center	2	4	4	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	1	4	NA	NA	2: No cumple las necesidades que usted tiene como administrador	SI	CAMBIO DE PLAN NO LO CONTESTAN NO ME HAN RESPONDIDO POR MESES SOLICITUD DE EQUIPOS NO ME DAN RESPUESTAS PIDO CONSULTAS DE PRECIOS Y NO ME DAN RESPUESTAS	Con cambio de plan,No resuelven requerimientos/no dan respuesta,Problemas con información/ Información no llega en forma oportuna/ poco clara	SI	Está en trámite	NA	4	Ha empeorado	3	900	FRUTICOLA	20 AÑOS	COLTAUCO	ENCARGADO DE GESTION
7xCyhWEOqONG	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE SE CAMBIO HACE POCO A ENTEL Y HASTA EL MOMENTO HA FUNCIONADO BIEN,LA FACTURACION LLEGA EN EL MOMENTO	Es cliente nuevo/ esta hace poco,Buen servicio / conforme / satisfecho con el servicio,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	6	6	5	5	5	5	6	6	6	6	4	6	6	No	Si	No	No	No	No	No	No	NA	6	NA	NA	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	LA SEÑAL DE INTERNET EL 4G ESTA FALLANDO INTERMITENTEMENTE,EN LA CISTERNA	No se activa el 4G,Intermitencia del servicio	SI	NO	NA	6	Ha mejorado	8	15	METALMECANICO	HACE 6 MESES	LA CISTERNA	GERENTE
JzumyKIeZ4du	MICRO	Mas	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	6	NO LO EVALUO CON 7 PORQUE LA OTRA VEZ ME DESCONGESTIONARON MI TELF Y ME SACARON TODA LA INFORMACION, POR ESO NO ME AGRADO, ME DEJARON EL TELF EN CERP, SIN WHATSAPP NI FOTO NI NADA, Y PARA MI GUSTO ESO NO CORRESPONDE, TAMPOCO SE PARA DONDE ENVIAN LA INFORMACION, DE HECHO ME ESTAN CORREOS CON INFORMACION DE UNAS CREMAS Y NO SE DE DONDE SACARON EL CORREO, PORUE ADEMAS ESS UN CORREO DE EMPRESAS, ME GUSTA QUE ESPEREN 24 HRS PARA QUE LE DEN TIEMPO A UNO PARA PAGAR. LO ENCUENTRO EXCELENTE, Y EN GENERAL LAS PERONAS QUE ME ATIENDEN SON MUY AMABLES, LO MALO ES QUE EN EL SERVICIO TECNICO DE ENTEL LE SSACARON TODA LA INFORMACON Y TAMPOCO ES POSIBLE, AHORA NECESITO UNA INFORMACION  NO LA PUEDO BUSCAR	No responde / no resuelven requerimientos,Poca transparencia en cuentas / cobros indebidos / problemas de facturación,Buen servicio / conforme / satisfecho con el servicio,Buena atención / amabilidad,Mal soporte / servicio técnico	6	5	6	6	Ns/Nr	6	6	6	6	Ns/Nr	6	7	5	No	Si	Si	No	Si	Si	Si	No	NA	6	6	NA	7	5	6	NA	NA	2.Call center,4.En tiendas/ sucursales	2.Call center	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	7	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	8	3	DEPORTES	8 AÑOS	VIÑA DEL MAR	DUEÑA Y ADINISTRADORA
DGBPm3AgKqkf	MEDIANA	MP	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE LA SEÑAL NO ES BUENA EN TODAS PARTES, Y LOS EQUIPOS SON CAROS PARA CAMBIARLOS TENIENDO TANTO TIEMPO YA DEBERIA TENER UN PRECIO ESPECIAL	Mala señal / pérdida de señal / interferencias,Equipos caros,Pocos beneficios para clientes antiguos	6	6	6	6	Ns/Nr	5	6	5	6	6	5	6	7	No	No	No	Si	No	No	Si	No	NA	NA	NA	6	NA	NA	5	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa,2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales,5.App Administradores Empresa	NA	NA	4.En tiendas/ sucursales	NA	6	6	6	6	6	Sabe que tiene un ejecutivo pero desconoce su función (NO LEER)	NA	NA	NA	Sí	NA	NA	NA	6	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	6	20	AGRICOLA	DE 4 A 5 AÑOS	LA SEXTA REGION	ASISTENTE DE GERENCIA GENERAL
rHxDy7wyibPw	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	6	POR QUE ANDADO BIEN EH TENIDO BUENAS SEÑALLO QUE ES FACTURACIONES ES CORRECTO AL PRECIO MESUAL	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	6	6	5	6	6	6	6	5	5	5	5	6	6	Si	Si	Si	Si	Si	Si	Si	Si	6	6	6	6	6	5	5	5	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa,3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa,3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	3.Página Web Entel Empresas,4.En tiendas/ sucursales	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	6	NA	6	5	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	SI	UN PROBLEMA DE FACTURA NOTA DE CREDITO}	Problemas con la facturación / cobros desfasados / cobros poco claros,Cobros indebidos	SI	SI	6	5	Está Igual	7	500	CONSTRUCCIÓN	MAS DE 5 AÑOS	SANTIAGO	ENCARGADO DE ABASTECIMIENTO
PrWX3n2x3vc9	GGEE	MasPrem	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	5	por unos problemas que tuvo de señal y se tardaron en solucionar	Mala señal / pérdida de señal / interferencias,No responde / no resuelven requerimientos	7	7	7	7	Ns/Nr	6	7	6	6	7	5	6	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	2.Call center	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	7	5	DISTRIBUIDORA	10 AÑOS	MACUL	CONTADOR
mTGUnYxMmXSi	GGEE	AV	SANTIAGO	Mujer	Sí	Sí	Entel,Movistar	NA	Entel	7	PORQUE CUMPLEN TODOS MIS REQUERIMIENTOS, TODAS LAS NECESIDADES QUE YO TENGO ME LAS CUMPLEN	Cumplen con lo que ofrecen	7	7	7	7	6	7	7	7	7	7	7	7	7	No	No	No	Si	No	No	Si	No	NA	NA	NA	7	NA	NA	6	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	1.Ejecutivo asignado para su empresa	NA	7	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	135	AUTOMOTRIZ	4 AÑOS	PROVIDENCIA	GERENTE GENERAL
rjWOb0nBpVQT	PEQUEÑA	AP	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	7	PORQUE NO HE TENIDO NINGUN PROBLEMA CON ELLOS	Funciona bien /sin problemas	7	7	7	7	Ns/Nr	7	7	7	7	7	6	7	7	Si	No	No	No	No	No	No	No	7	NA	NA	NA	NA	NA	NA	NA	99. NS/NR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	9	24	AGRICOLA	4 MESES	CURICO	SECRETARIA
gnjfJDUzJCcl	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	7	USTED MISMA ME ESTA LLAMANDO A UN ENTEL, EN GENERAL NOS ENTREGAN UN BUEN SERVICIO EN GENERAL ENTEL, NOS ENTREGA UN BUEN SERVICIO.	Buen servicio / conforme / satisfecho con el servicio	7	7	7	7	Ns/Nr	7	7	Ns/Nr	7	7	7	7	7	No	Si	Si	Si	No	No	Si	No	NA	7	7	7	NA	NA	7	NA	NA	4.En tiendas/ sucursales	2.Call center,4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	3.Página Web Entel Empresas,4.En tiendas/ sucursales	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	21	FORESTAL	15 AÑOS APROXIMADAMENTE	CONCEPCION	ADMINISTRADOR PRINCIPAL
