encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Ciudad_comuna	Cargo
6mE1nN47oF0y	PYME	Mas	Regiones	Mujer	7	PORQUE NO HE TENIDO PROBLEMAS HASTA AHORA	Funciona bien /sin problemas	LOS ANGELES BIO BIO	ADMINISTRATIVA
jmijOZL3VUvO	PYME	Mas	Santiago	Hombre	7	BUEN SERVICIO NO SE ME CORTA ME ATIENDEN BIEN BUENA ATENCION AL CLIENTE EN GENERAL FUNCIONA BIEN	Buen servicio / conforme / satisfecho con el servicio,Continuidad del servicio,Buen ejecutivo / buena atención del ejecutivo,Buenos servicios/ productos	PROVIDENCIA SANTIAGO	NA
0TlvPTBOT0gH	PYME	Mas	Regiones	Hombre	7	ME DA CONFIANZA LA COMUNICACION  SIEMPRE EXPEDITA CON LOS MOVILES Y ATIENDEN MIS REQUERIMIENTOS EN FORMA OPORTUNA LLEVO 20 AÑOS CON ELLOS POR ESO NO ME HE CAMBIADO MUY RARA VEZ HE TENIDO QUE RECURRIR POR PROBLEMAS	Empresa seria / confiable,Buena información / mantienen informados / claridad en la información,Es cliente antiguo/ lleva años,Rapidez / eficiencia en solución de problemas,Funciona bien /sin problemas	PO MONTT	ADMINISTRADDOR GENERAL Y JEFE  DE ADMINISTRADOR Y FINANZAS
WLyCMAmt6Hgp	PYME	MP	Regiones	Mujer	7	PORQUE TENGO BUENOS PLANES BUENA COBERTURA Y BUEN PRECIO	Buen plan / plan conveniente,Buena cobertura,Buenos precios / económicos / barato	CONSTITUCION	NA
56AKa2pYfHOh	GGEE	MP	Regiones	Mujer	5	PORQUE OSEA TIENEN BUEN SERVICIO PERO NO ME DAN NINGUN BENEFICIO	Buen servicio / conforme / satisfecho con el servicio,Pocos beneficios	CONCEPCION TALCAHUANO	NA
i2MzWCk3kgh9	MICRO	Mas	Regiones	Hombre	6	PORQUE DE REPENTE SE NOS CAE EL SISTEMA O SE PONE LENTO Y NO DAN EXPLICACION, NO MUY POCO UNA VEZ AL MES	Poca continuidad del servicio  / se corta el servicio,Mala señal / pérdida de señal / interferencias	CONSTITUCION	NA
2KlvvztlqRZi	GGEE	Mas	Santiago	Hombre	6	PORQUE ES SERVICIO ES BUENO PERO PARA EL SERVICIO DE ATENCION TELEFONICA ES LENTO EL PROCESO	Buen servicio / conforme / satisfecho con el servicio,Lentitud / ineficiencia en solución de problemas	LAS CONDES	NA
5rp11BpK8Cqi	PYME	Mas	Regiones	Mujer	6	PORQUE NO HE TENIDO MAYORES INCONVENIENTE EN ESTE TIEMPOS QUE HE TENIDO UN BUEN SERVICIO COBERTURA BUENA COBERTURA BUEN PLAN EN TODO CHILE	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buen plan / plan conveniente	PUNTA ARENAS	ADMINISTRADORA
pvHS6FFWCviQ	MICRO	Mas	Regiones	Hombre	6	PORQUE LA FACTURA SE DESORDENAN UN POCO EN LLEGAR OCACIONAL A VECES LLEGAN ATRASADA	Cuentas / facturas no llegan oportunamente	QUILLOTA	NA
SnCOa6U1RR66	MICRO	Mas	Santiago	Mujer	6	TIENEN BUENA COBERTURA, SERVICIO, A LOS CLIENTES NUEVOS TIENEN MEJORES OFERTAS QUE A LOS ANTIGUOS	Buena cobertura,Buen servicio / conforme / satisfecho con el servicio,Pocas / malas ofertas	SANTIAGO	NA
amF5wA5D6QBL	PYME	MP	Regiones	Hombre	5	PORQUE PRESTAN BUEN SERVICIO PERO HAY QUE MEJORAR EN LA CANTIDAD DE DATOS QUE OFRECEN Y COBERTURA EN SECTORES CUANDO UNO VIAJA SE BAJA LA SEÑAL LA VELOCIDAD	Buenos servicios/ productos,Malos planes  / planes poco flexibles,Mala / poco cobertura,Mala señal / pérdida de señal / interferencias	LA CALERA	NA
uorg4YWm8k3B	PYME	MP	Regiones	Hombre	5	SOLAMENTE PORQUE HAY MUCHO PROBLEMA CON LA ANTENA SE CORTA LA SEÑAL	Mala señal / pérdida de señal / interferencias	SAN FERNANDO	NA
qfQ8KcVJCo5r	MICRO	Mas	Santiago	Mujer	6	PORQUE ESTOY SATISFECHA	Buen servicio / conforme / satisfecho con el servicio	PEÑALOLEN	NA
CF1YmLGOzGv5	PYME	MasPrem	Santiago	Hombre	6	PORQUE NO SIEMPRE LOGRO CONTACTARME CON ELLOS, POR MAIL.	Mal servicio Call center/ Cuesta contactarlos / Call center no atiende	PROVIDENCIA	GERENTE
meEsrudFBpz4	GGEE	AV	Santiago	Mujer	5	VALORES PROPUESTAS NUEVAS POCO APOYO A LAS GRANDES EMPRESAS NO ESTAN A LA PAR A CLIENTES ANTIGUOS DEBERIAMOS SER PREFERENCIALES NO NOS HACEN REBAJAS NO NOS HACEN CONVENIOS AL CONTRARIO VAN LUCRANDO CADA DIA MAS CON UNO	Pocas / malas ofertas,No apoyan / no ayudan al cliente,Pocos beneficios para clientes antiguos	LAS CONDES	NA
TvGqCrWmUWPR	PYME	Mas	Regiones	Mujer	5	PORQUE VARIAS VECES TUVE QUE IR A RECLAMAR QUE ME ESTABAN COBRANDO COSAS QUE NO CORRESPONDIAN A LO QUE YO HABIA CONTRATADO. MENSAJERIA, NO ME ACUERDO COMO SE LLAMABAN LOS OTROS PUNTOS. PORQUE ME ENTRO LA DESCONFIANZA Y TENER QUE ESTAR REVISANDO SIEMPRE LA FACTURACION.	Poca transparencia en cuentas / cobros indebidos / problemas de facturación,Empresa poco seria / poco confiable	OSORNO	NA
l76FEyiuG7jA	MICRO	Mas	Regiones	Mujer	5	LA CONECTIVIDD HA ESTADO MALA	Mala conectividad	CURICO	NA
UnT4YJxdjUOT	MICRO	Mas	Regiones	Mujer	3	PORQUE NUNCA INFORMAN DE NADA DE PLANES POR EJEMPLO DE EQUIPOS NUEVO COSAS QUE OFRECEN ELLOS A LOS CLIENTES HAY QUE ESTAR LLAMANDO PARA INFORMARSE MALA COBERTURA EN LUGARES REMOTOS Y ALEJADOS DE LA RUTA 5 ES MEJOR MOVISTAR	No mantiene bien informado / poca claridad en la información,Mala / poco cobertura	LOS ANGELES	DIRECTORA EJECUTIVA
UTf2hUvC5btJ	GGEE	AV	Santiago	Mujer	6	PORQUE NADA ES PERFECTO ME GUSTARIA UE FUERAN MAS COMERCIALES	Faltan cosas por mejorar / no es perfecta,Falta de servicios / Productos	LAS CONDES	NA
f8Gbvtxp5v3P	PYME	MV	Santiago	Hombre	6	PORQUE YA CON ELLOS TENEMOS TRABAJANDO DEL AÑO DOS MIL PORQUE HASTA AHORA NO HEMOS TENIDO CON ELLOS NINGUN PROBLEMA	Funciona bien /sin problemas,Es cliente antiguo/ lleva años	QUILICURA	NA
2Z7qVN5dh9nF	GGEE	MP	Santiago	Hombre	6	"POR VALORES DE EQUIPÓ Y PLANES; SON MUY ALTOS VERSUS LA COMPETENCIA, SON MAS ALTOS PERO OTORGAN UN BUEN SERVICIO, ASI QUE EQUIPARA"	Precios altos / es caro / alzas de precio,Equipos caros,Buenos servicios/ productos	QUINTA NORMAL	INGENIERO EN INFORMATICA
2bP1HfaPOaPO	PYME	MP	Santiago	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS TENGO LA CUENTA MAS 20 AÑOS NO HE TENIDO PROBLEMAS CON LA CUENTA	Funciona bien /sin problemas,Es cliente antiguo/ lleva años,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	LAS CONDES	NA
TvgnFBwDGEoj	PYME	MV	Regiones	Mujer	5	LA COBERTURA MALA SOBRE TODO POR INTERNET PESIMA SE CAE A CADA RATO	Mala / poco cobertura,Poca continuidad del servicio  / se corta el servicio,Internet lento / inestable	SAN CLEMENTE	NA
61AF3hq0uvpp	PYME	Mas	Regiones	Hombre	7	PORQUE HE TENIDO ALGUNOS PROPBLEMAS CON LA CIMUNICACION CON LOS TELEFONOS PUESO ESTAR A 10 METROS DE MIS COLEGAS Y NO EM, ENMTRANM LAS LLAMADAS	Mal servicio de telefonía/ se cortan las llamadas	CABRERO LOS ANGELES	DUEÑO
PAP68GyBhWL8	GGEE	MV	Santiago	Hombre	6	SIEMPRE SE PUEDE MEJORAR EN RAPIDA EN RESPUESTA EN TANTAS COSAS	Faltan cosas por mejorar / no es perfecta,Lentitud / ineficiencia en solución de problemas	LAS CONDES	CONTROLADOR
94QS66ouR5X6	PYME	MV	Santiago	Hombre	5	EL SERVICIO ES CARO, TE PROMETEN UNA COSA Y DESPUES NO LA CUMPLEN	Precios altos / es caro / alzas de precio,No cumplen con lo que ofrecen	SANTIAGO, ÑUÑOA	NA
R6nf5KlBOaPv	PYME	MP	Santiago	Hombre	6	EN ALGUNAS PARTES NO TIENE SEÑAL	Mala señal / pérdida de señal / interferencias	RM	GERENTE DE ADMINISTRACION Y FINANZAS
7GjXaJ12eNub	PYME	MV	Santiago	Mujer	4	PORQUE IGUAL EN ESTOS MOMENTOS EL SERVICIO DE INTERNET HA SIDO MALISIMO ES INTERMITENTE NO	Mala conectividad,Internet lento / inestable	LAMPA	NA
1aiV4tTVinVF	PYME	AP	Santiago	Mujer	7	SIEMPRE ME HAN DAD MUY BUEN SERVICIO NUNCA SE HA CORTADO BUENA SEÑAL	Buen servicio / conforme / satisfecho con el servicio,Continuidad del servicio,Buena señal / no hay caídas de la señal / señal nítida	SANTIAGO	NA
1KAr6gPshJEK	GGEE	AP	Regiones	Hombre	6	PORQUE ME HA BRINDADO UN BUEN SERVICIO PORQUE NO HEMOS TENIDO INTERRUPCIONES	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas,Continuidad del servicio	LINARES	NA
4xvoipht5NZA	S/Info	Mas	Regiones	Hombre	4	ME ES INDIFERENTE	Nada / ninguno	CONCEPCION	NA
FMdHCB93yued	PYME	MP	Regiones	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS	Funciona bien /sin problemas	VIÑA DEL MAR	NA
GBEXsdupu2wF	PYME	Mas	Santiago	Mujer	5	PORQUE ULTIMAMENTE HA BAJADO LA CALIDAD EN GENERAL DEL INTERNET MOVIL, VELOCIDAD Y CONECTIVIDAD	Internet lento / inestable,Mala conectividad	SANTIAGO CENTRO	NA
67iXm5VtufBc	PYME	MasPrem	Santiago	Mujer	5	EN GENERAL CONTENTA CON EL SERVICIO PERO SIEMPRE ME HA FALTADO PLANES PARA CUANDO ESTOY AFUERA O PLANES ROOMEING GRATRIS PARA CUANDO SE ENCUENTRA FUERA DE CHILE	Buen servicio / conforme / satisfecho con el servicio,Malos planes  / planes poco flexibles,Mal funcionamiento del Roaming	VITACURA	NA
lFtNsUebusFF	PYME	Mas	Santiago	Hombre	7	TIENEN BUENOS PLANES Y BUENA COBERTURA EN EL EXTRAJERO	Buen plan / plan conveniente,Buena cobertura	SANTIAGO	GERENTE ADMINISRRATIVO
Rxschaazcw9P	PYME	Mas	Santiago	Hombre	6	HAY DETALLES QUE FALTAN PARA PODER TENER UN EXCELENTE SERVICIO, ME CUESTA COMUNICARME CON ELLOS	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	SANTIAGO	NA
zTLmr2amdY7p	PYME	AP	Santiago	Hombre	7	PORQUE NOSOTROS  CON EL TEMA DE COBERTUREA TENEMOS PROBLEMAS CON LA OTRAS EMPRESAS Y AHORA  NO TENEMOS PROBLEMAS NO SE CORTAN LAS LLMADAS	Buena cobertura,Buen servicio de telefonía	LA REINA	SOPORTE TECNICO
rSgJKR2E5M6L	PYME	MP	Regiones	Mujer	6	PORQUE CLARO TENGO PROBLEMAS PERO ME CONTESTAN  ME ME MANDAN MAIL PARA NUEVOS PRODUCTOS Y COSA E HAGASE SOCIA  Y SOMOS DE ENTEL	Responden / resuelven requerimientos,Buenas ofertas	CODEGUA	DUEÑA
476yauaDpFWk	PYME	MV	Santiago	Mujer	6	PORQUE NINGUNA COMPAÑIA DE TELECOMUNICACIONES DA PARA 7 SIEMPRE HAY UN PROBLEMAS A VECES SE VA LA SEÑAL EN SECTOR LUGARES EN TODAS PARTES ESO SOLAMENTE EN COLINA	Faltan cosas por mejorar / no es perfecta,Mala señal / pérdida de señal / interferencias	SANTIAGO	GERENTE GENERAL
9TSTNBmvdSsP	MICRO	Mas	Santiago	Hombre	3	PORQUE EN LA ZONA TENGO MUY MALA SEÑAL (SOLO FUNCIONAN EN LA MAÑANA Y EN LA NOCHE) (PEÑAFLOR EN MAYOCO)	Mala señal / pérdida de señal / interferencias	PEÑAFLOR	NA
rLekpOCsBpwq	PYME	AP	Santiago	Hombre	7	NO TENGO BUENA COBERTURA TENGO UN EJECUTIVO ASIGNADO QUE SIEMPRE ME ATIENDE DE LOS PLANES TENGO BUENOS PRECIOS EN RELACION DE PRECIO CALIDAD TENGO BUENA COBERTURA EN TODAS PARTES NO TENGO PROBLEMAS DE COBERTURA QUE TENGO 40 GIGAS DE CAPACIDAD LOS PLANES DE CELULAR ME SALEN BASTANTE CUENTA NO	Buena cobertura,Buen ejecutivo / buena atención del ejecutivo,Facilidad para contactarlos,Buenos precios / económicos / barato,Buen plan / plan conveniente	INDEPENDENCIA	REPRESENTANTE LEGAL
Cpd9jqdDZJlb	MICRO	Mas	Regiones	Mujer	5	NI MUY MALO NI MUY BUENO EN TODOS LOS ASPECTOS SI HAY FINAL SON TODOS IGUAL DIFICIL COMPARARAR HE TENIDO MOVISTAR EL PRECIO NO ANDO COTIZANDO NO HAY GRANDES DIFERENCIA S	Faltan cosas por mejorar / no es perfecta	PTA ARENAS	ADMINISTRADORA
RJXHKnDnoDWg	PYME	Mas	Regiones	Hombre	5	HAY INFORMACION QUE NO LA DAN COMPLETA LAS CUENTAS	No mantiene bien informado / poca claridad en la información	SAN ANTONIO	NA
vnEYR8gOKGDP	PYME	MP	Regiones	Hombre	5	TIENE SUS DEBILIDADES POR LOS TIEMPOS DE ESPERA CUANDO UNO REQUIERE UNA ATENCIÓN NORMALMENTE TENGO QUE IR A HACER GESTIONES PERSONALES	Mal servicio Call center/ Cuesta contactarlos / Call center no atiende	OVALLE	ADMINISTRADOR GENERAL
QPWVC66wWCAZ	MICRO	Mas	Santiago	Mujer	6	PORQUE DERREPENTE SE CAE EL SISTEMA	Mala señal / pérdida de señal / interferencias	ISLA DE MAIPO	NA
du4WZk3vfPI1	GGEE	MV	Santiago	Mujer	6	QUIZÁS PORQUE HAY ALGUNAS SOLICITUDES QUE SE TIENEN QUE HACER POR TELÉFONO Y NO TE LAS PUEDE RESOLVER EL EJECUTIVO POR EJEMPLO UNA VEZ QUERÍA PASAR UNA LINEA ASOCIADA A LA EMPRESA A PREPAGO Y TUVE QUE HACERLO POR TELEFONO	Lentitud / ineficiencia en solución de problemas	QUILICURA	TESORERA
Ce7J8hNMqjuZ	GGEE	Mas	Santiago	Hombre	5	PORQUE OCUPE ROOMING Y ES PESIMO, NO TUVE SEÑAL EN ARGENTINA	Mal funcionamiento del Roaming	SANTIAGO	REPRESENTATE LEGAL
5fApoNOITdVr	MICRO	Mas	Regiones	Hombre	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON ELLOS POR ESO NO ME HE CAMBIADO BUEN SERVICIO PARA MI	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	CALBUCO FARGUA	NA
6EeiMLB9N0n0	PYME	AP	Regiones	Hombre	7	PORQUE ESTA SATISFECHO CON VALOR Y SERVICIO	Buen servicio / conforme / satisfecho con el servicio,Buenos precios / económicos / barato	CONSTITUCION	ADMINISTRADOR
6IF7bSFod5Pf	PYME	Mas	Santiago	Mujer	6	FUNCIONA RELATIVAMENTE BIEN A VECES SE CONGESTIONA A VECES CUANDO ESTAS EN SANTIAGO NO HAY BUENA SEÑAL EN LAS CONDES Y EN VITACURA	Mala señal / pérdida de señal / interferencias	LAS CONDES	NA
z087elBGKv8a	MICRO	Mas	Regiones	Mujer	7	PORQUE NUNCA HE TENIDO PROPBLEMAS CON LA EMPRESA	Funciona bien /sin problemas	CONCEPCION	NA
NtOYD0s0IzR4	PYME	MP	Regiones	Hombre	7	PORQUE LOS SERVICIOS SON DEMASIADOS CAROS MENSUALIDAD RESPECTO COMPETENCIA HABLANDO CELULAR PERO EN LA COMUNA DONDE VIVE TIENE MEJOR COBERTURA POR ESOS SIGO CON ELLOS	Precios altos / es caro / alzas de precio,Buena cobertura	COQUIMBO	NA
ae6NMByI6Dn1	PYME	Mas	Regiones	Mujer	6	PORQUE EL 7 ES PERFECCION NO EXISTE BUENO NO HE TENIDO NUNCA PROBLEMAS CON ELLOS	Faltan cosas por mejorar / no es perfecta,Funciona bien /sin problemas	COQUIMBO	ADMINISTRADORA
WMSSZVZaxcRW	PYME	Mas	Regiones	Mujer	3	SIMPLEMENTE PORQUE HEMOS TENIDO DIFICULTAD CON VARIAS LINEAS QUE QUEDAN COMO FUERA DEL SISTEMA Y OCURRE EN FORMA TEMPORAL PRIMERO CON UNO LUEGO CON OTRO EN FORMA TEMPORAL APARECE COMO QUE ESTUVIERA APAGADO LA PERSONA NO RECIBE LA LLAMADA DE REPENTE DE DIEZ PUEDE QUE DE REPENTE LE RESULTE UNA. EN EL FONDO SON DOS LINEAS PRINCIPALMENE Y UNA TERCERA PERO HAN SIDO REINGRESADAS EN TEORIA PERO NO APARECEN COMO TELEFONO Y SE HAN PERDIDO LLAMADAS IMPORTANTES Y HEMOS TENIDO QUE AVISAR QUE MANDEN CORREOS O MANDEN WHATSAPP PORQUE NO QUEDAN REGISTRADOS ME HAN PEDIDO ENCARECIDAMENTE VOLVER A MOVISTAR Y HAN TENIDO QUE ESTAR AVISANDO A TODOS SUS CONTACTOS COMO QUE EL TELEFONO ESTA MALO Y QUE NO RECIBE LLAMADAS. ME GUSTARIA AGREGAR QUE LA ATENCION EN ENTEL HA SIDO MUY MALA PORQUE EN OCASIONES HE ACUDIDO A LA OFICINA Y CERO RESPUESTA Y ES QUE NO HOY DIA NO ATENDEMOS EMPRESAS Y SIN NINGUNA OPCION Y UNA VEZ ME DIJERON LA VAMOS A LLAMAR PERO NINGUNA VEZ ME LLAMARON ES DECIR CON ABSOLUTA DISPLICENCIA	Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio,Mal servicio de telefonía/ se cortan las llamadas,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,No responde / no resuelven requerimientos	VIÑA DEL MAR	NA
wQ8WvoCulTZj	S/Info	Mas	Santiago	Hombre	6	PORQUE PUEDE QUE EN ALGUNAS PARTES TENGA UN TIPO DE PROBLEMA DE SEÑAL	Mala señal / pérdida de señal / interferencias	LAS CONDES	NA
NqqwViFuJ6ao	PYME	MV	Santiago	Mujer	4	PORQUE INTERNET DE REPENTE ESTA INTERMITENTE NO SOLAMENTE POR AHORA HAY REGIONES QUE AVECES NO TOMA CUESTA COMUNICARSE. NADA MAS QUE POR LA CONECTIVIDAD. PORQUE NOSOTROS NECESITAMOS QUE EL INTERNET SEA AGIL PORQUE CONTRATAMOS UN PLAN QUE NO ES BARATO ES UN PLAN EMPRESA Y QUE POR LO TANTO UNO ESPERA QUE FUNCIONE COMO CORRESPONDE Y QUE NO TENGA INTERMITENCIA	Internet lento / inestable,Mala conectividad,Precios altos / es caro / alzas de precio	LAMPA	NA
2fS5eOviYMqe	PYME	Mas	Santiago	Hombre	4	PORQUE NUNCA  TOMA  CONTACTO CONIGO SI ESTOY CONTENTO CON  ELLOS	No llaman / no se mantienen en contacto / no visitan	LAS CONDES	ADMINISTRADOR
KvR9f9ZlCTyA	MICRO	Mas	Regiones	Hombre	7	TIENE BUENA SEÑAL COBERTURA, EL SERVICIO ES RAPIDO, NO SE INTERFIERE	Buena cobertura,Buen funcionamiento de Internet / velocidad / estabilidad,Continuidad del servicio	ANTOFAGASTA	NA
KdKaIHi0ttse	GGEE	AV	Santiago	Hombre	6	HAN CAMBIADO EL MODELO DE ATENCION NATES ER AMUY PERSONALIZADA HOY DIA NO LO ES TANTO TENIA EJCUTIVOS POR MUCHOS AÑOS AHAN CAMBIADO EJECUTIVOS REITERAMNETE LO ULTIMOS AÑOS Y AHORAA NO SE CUAL TENGO Y LO COMOZCO	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales,Mucha rotación de ejecutivos	SANTIAGO	JEFE DE SISTEMAS
hdQmowviH9fm	PYME	AV	Santiago	Hombre	4	PORQUE LA SEÑAL A DECRECIDO SU CALIDAD ENORMEMENTE EN LOS ULTIMOS MESES	Mala señal / pérdida de señal / interferencias	TALAGANTE PEÑAFLOR	NA
3D3TPUQtNuYl	GGEE	MV	Santiago	Hombre	5	PORQUE NO ESTA MUY BUENO EL SERVICIO ULTIMAMENTE PORQUE ANTE REQUERIMIENTOS NO HAY RESPUESTA LA PAGINA NO ESTA TAN AMIGABLE COMO ERA ANTES	No responde / no resuelven requerimientos,Página Web poco amigable	HUECHURABA	NA
IgEQ8d6am3kB	PYME	Mas	Regiones	Mujer	6	AL PRINCIPIO HABIA EQUIPO COSTO CERO HABIA MAS OPCIONES AHORA SON COBRADOS NO HAY OPCIONES PARA IR CAMBIANDO EQUIPOS CONSTANTEMENTE ES DECIR EN EL PERIODO QUE CORRESPONDE PRECIOS CONVENIENTE LOS EQUIPOS ESTANN A UN VALOR BASTANTE ALTO	Equipos caros,No realizan cambio de equipos/ problemas con cambio de equipos	VIÑA DEL MAR	NA
4YP60phZuHcl	GGEE	MP	Santiago	Hombre	7	POR LA GRAN COBERTURA NOSOTROS TRABAJAMOS CON PERSONAL AL SUR DE CHILE Y LA SEÑAL DE ENTEL ES MUCHO MEJOR QUE LAS OTRAS COMPAÑIA ES DEGRAN UTILIDAD PARA NOSOTROS UN 7 PARA ENTEL TENGO UNA EJECUTIVA QUE ESTA SIEMPRE OFRECIENDO ALGUNA COSA LO MAS IMPORTANTE ES LA SEÑAL	Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida,Buena empresa / es la mejor empresa / es mejor que otras,Buena atención / amabilidad	CALERA DE TANGO	NA
W0G5MKeHimwU	PYME	MP	Santiago	Mujer	3	PORQUE TE COBRAN LO QUE QUIEREN LOS COBROS SON NO SE DE LIBRE ALBELDRIO ESO LAMENTABLEMENTE ME DI CUENTA  ELA SEMANA PASADA Y PAGO VEINTE LUCAS EN MENSAJERIA QUE NO CORRESPONDE	Precios altos / es caro / alzas de precio,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	QUINTA NORMAL	NA
Hp7wxYZJH7ZA	PYME	Mas	Santiago	Hombre	3	NO TIENE SEÑAL Y COBERTURA, 30 KM. ANTENAS ORIENTADAS A LAS CARRETERAS Y NO AL CAMPO	Buen servicio / conforme / satisfecho con el servicio,Mala / poco cobertura	BUIN	NA
wnL7YG9UpRDu	PYME	MP	Regiones	Hombre	6	PORQUE NO TIENE TANTAS OFERTAS COMO ME OFRECE MOVISTAR EN VALORES NO SON BUENAS OFERTAS	Pocas / malas ofertas	IQUIQUE	NA
sg23KjqfcYrV	PYME	MP	Santiago	Hombre	6	PORQUE NO HAY BUENA SEÑAL EN ALGUNOS LUGARES SOBRE TODO DONDE VIVO	Mala señal / pérdida de señal / interferencias	LAS CONDES,	NA
Ty9VMeqW3tIS	PYME	MV	Regiones	Hombre	6	PORQUE FUNCIONA BIEN BASTANTE BIEN HAY ALGUNOS DETALLES PROPIOS DEL RUBRO COMO POR EJEMPLO BAJAS DE COBERTURA EN EL SECTOR DE REQUINOA DE VEZ EN CUANDO SUCEDEN ES RELATIVO	Buen servicio / conforme / satisfecho con el servicio,Internet lento / inestable	REQUINOA	NA
ks28Dg368BpG	MICRO	Mas	Santiago	Hombre	7	NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO Y MIENTRAS FUNCIONE ESTA BIEN EVALUADO	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	QUILICURA	NA
4dGxZccAedsI	PYME	MV	Santiago	Hombre	6	PORQUE FUNCIONA BIEN HA TENIDO PROBLEMAS PERO EN GENERAL BIEN A VECES   NO LLEGA LA FACTURA  COSAS ASI	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	QUILICURA	NA
2oEvAa2G3uyJ	PYME	AP	Regiones	Hombre	6	A VER EN GENERAL TENGO BUENA RESPUESTA DE LOS EJECUTIVOS COMERCIALES Y POS VENTA NO QUE CUANDO TENGO ALGUN REQUERIMIENTO LA RESPUESTA ES BIEN RAPIDA A TODAS MIS SOLICITUDES	Responden / resuelven requerimientos,Rapidez / eficiencia en solución de problemas	RIO CLARO	NA
rRZTNisAAjmM	PYME	MP	Regiones	Hombre	7	PORQUE NO HA INCONVENIENTES TIENE AMPLIA COBETURA	Funciona bien /sin problemas,Buena cobertura	CHILLAN	NA
XqxuSBbScVWj	PYME	Mas	Santiago	Hombre	7	PORQUE ME ATIENDEN BIEN NO ME FALLA EL SISTEMA ANDA TODO BIEN	Buena atención / amabilidad,Buenos servicios/ productos,Funciona bien /sin problemas	SANTIAGO	NA
w2e0jKn0rOVy	PYME	Mas	Regiones	Hombre	3	PORQUE EL SERVICIO TECNICO EN TERRENO NO PRESTAN NINGUN SERVICIO A QUE SE REFIERE QUE CUANDO SE CAE LA SEÑAL NADIEN ATIENDE Y SI ATIENDEN NO DAN SOLUCIÓN A NADIE DE REPENTE SE CAE LA SEÑAL VALLA A QUEJARSE CON SU ABUELITA SI QUIERE EN EL VERANO EL SERVICIO FUE CATASTROFICAMENTE MALO LA BANDA ANCHA NO ANDA NO CON LAS PATAS SE DESCONECTA	Lentitud / ineficiencia en solución de problemas,Mala señal / pérdida de señal / interferencias,No responde / no resuelven requerimientos	FUTRONO EN EL PUEBLO DE AYSEN	GERENTE UNO DE LOS DUEÑOS
u3C8fEVawaS5	GGEE	AP	Regiones	Hombre	7	PORQUE POR LA COBERTURA Y EL SOPORTE	Buena cobertura,Buen soporte / servicio técnico	TALCAHUANO	NA
rCOdd5Wf93Fl	GGEE	AV	Santiago	Hombre	6	PORQUE ES PERFECTO PERO SI HUBIESE SIDO MAS BARATO SERIA UN SIETE	Buen servicio / conforme / satisfecho con el servicio,Precios altos / es caro / alzas de precio	LAS CONDES	NA
CE8WcV7a6fT1	PYME	MP	Santiago	Hombre	6	PORQUE EL 7 SERIA UNA COSA PERFECTA Y NO ES PERFECTO LOS PRECIOS SON MUY ALTOS PERO TÉCNICAMENTE ESTA BIEN LA SEÑAL ES BUENA DONDE HAY SEÑAL ES RÁPIDA Y ESTABLE	Faltan cosas por mejorar / no es perfecta,Precios altos / es caro / alzas de precio,Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida,Continuidad del servicio	ÑUÑOA	NA
88cjr7efm0xZ	GGEE	AV	Regiones	Mujer	5	EL ULTIMO TIEMPO LA SEÑAL NO HA SIDO TAN BUENA NO ES TAN EXPEDITA EL ULTIMO AÑO COMO ERA ANTES SE CAE DERREPENTE NO HAY SEÑAL BAJA LA CONECTIVIDAD COMO EN SAN VICENTE NO ME ENTRAN LAS LLAMADAS AL LOCAL EN CAMBIO CON OTRA COMPAÑIA SI	Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Mala conectividad,Mal servicio de telefonía/ se cortan las llamadas	TALCA	NA
SyBIrsTSjxii	PYME	Mas	Santiago	Hombre	7	PORQUE NUNCA HE TENIDO PROBLEMAS Y LAS VECES QUE HE TENIDO PROBLEMA LO HAN SOLUCIONADO AL TIRO	Funciona bien /sin problemas,Rapidez / eficiencia en solución de problemas	PROVIDENCIA	NA
