encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Rubro	Ciudad_comuna	Cargo
kGPxgeGRfkH6	GGEE	AV	SANTIAGO	Hombre	5	LE FALTA COMUNICACION CON LOS EJECUTIVOS COMERCIALES	No mantiene bien informado / poca claridad en la información	MINERIA	COLINA	GERENTE DE CONTROL Y GESTION
fUXNVY34VnMZ	PEQUEÑA	MP	REGIONES	Mujer	5	DIFICIL COMUNICARSE CON LA COMPAÑÍA PARA ALGÚN REQUERIMIEN NO TE RESPONDEN ALTITO TE DERIVA A GRABADORA NO SE PUEDE ACCEDE A EJECUTIVO EFICIENTE A TRAVÉS DE  TELÉFONO CORREO ELECTRÓNICO Y PÁGINA MAS DE UN MES PARA CAMBIAR UN EQUIPO CAMBIAN A LOS EJECUTIVOS Y NADIE RESUELVE EL PROBLE	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales,Poca eficiencia,Mucha rotación de ejecutivos,Lentitud / ineficiencia en solución de problemas	INVESTIGACION Y ASESORIA	VILLA ALEMANA	JEFA DE ADMINISTRACIÓN Y FINANZAS
MAkw6P4osIWd	PEQUEÑA	Mas	REGIONES	Hombre	2	principalmente por la cobertura señal en celulares servicio wifi no funciona con ruter nos entregan 50 kilo watts por segundo no bajamos ni una  mosca no puedo transferencia facturacion electronica enviar documento la señal de celular normalmente se corta sin motivo no en la octava region si no en santiago lo mismo problema mala señal mal servicio ESTOY HACIENDO CONTACTO EN EMPRESA SATELITAL INTERNET ES MAS CARO PERO DEBO ASEGURAR SERVICIO DE FACTURACION NO HAY INTERES DE ENTEL DE SATISFACER A LOS CLIENTES E SIDO FANS Y LEAL DE ENTEL ABUSAN DE ESO	Mala / poco cobertura,Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas,Lentitud / ineficiencia en solución de problemas	AGRICOLA	CHILLAN  COMUNA SAN IGNACIO	GERENTE GENERAL Y REPRESENTANTE LEGAL
1BVVnglQTcx8	PEQUEÑA	MasPrem	SANTIAGO	Hombre	6	PORQUE LOS TELEFONOS SON CAROS INTERNACIONALMENTE   OTRAS EMPRESAS SON MAS BARATAS EL ROAMING CLARO DETALLES	Precios altos / es caro / alzas de precio,Mal funcionamiento del Roaming	MANUFACTURA	SANTIAGO	GERENTE DE ADMINISTRACION Y FINANZAS
DMJixe50crrz	MICRO	Mas	REGIONES	Hombre	6	POR ALCANCE CALIDAD DE SERVICIO EN LAS ZONAS DONDE USO PRINCIPALMENTE LOS EQUIPOS LAS OTRAS COMPAÑÍAS NO TIENEN BUENA RECEPCIÓN SON SÚPER ORDENADOS EN LO ADMINISTRATIVO QUE ESA CARACTERÍSTICA TAMBIÉN ME SATISFACE MUCHO	Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	ASESORIAS EN SALUD	DECIMA REGION LOS RIOS	DIRECTOR GERENTE
hRfvYYJlVz7n	PEQUEÑA	Mas	REGIONES	Hombre	5	PORQUE NO ES BARATO, NO ES CARO Y NO TENGO PROBLEMAS DE COBERTURA	Precios altos / es caro / alzas de precio,Buena cobertura	RUBRO DE MUEBLES DE MADERA Y OTRO UN TALLER MECANICO	CONCEPCION	DUEÑO
RKve7QtDnRIi	GGEE	AP	SANTIAGO	NA	5	POR LA ACCESIBILIDAD, EL SERVICIO DE POSTVENTA QUE NO CONTESTAN LOS CORREOS, NO HAY RESPUESTAS RAPIDAS	Mala post venta /atención,Lentitud / ineficiencia en solución de problemas	INMOBILIARIA	SANTRIAGO	JEFE DE CONTABILIDAD Y ADMINISTRACION
LqINH2DDLT1R	MEDIANA	MP	SANTIAGO	Mujer	5	VALORES Y CALIDAD DE LA SEÑAL, LOS VALORES NO SON LO SUFICIENTEMENTE ATRACTIVOS Y EN CUANTO A LA SEÑAL, HA TENIDO PROBLEMAS, FUNDAMENTALMENTE ESO, EL SERVICIO DE POST VENTA NO ES BUENO	Precios altos / es caro / alzas de precio,Mala señal / pérdida de señal / interferencias,Mal soporte / servicio técnico	COMPUTACIÓN	SANTIAGO	GERENTE GENERAL
bSem4NaDjiNb	MEDIANA	Mas	SANTIAGO	Hombre	5	PORQ SIEMPRE ESTAN CAMBIANDOLOS PLANES, SON POCO CLAROS, OMITEN INFORMACION	Realizan cambios en el plan,No mantiene bien informado / poca claridad en la información	INMOVILIARIA	EL GOL	SOCIO
jkxFEkyWfunP	PEQUEÑA	MV	REGIONES	Mujer	6	BUENO ME HA FUNCIONADO BIEN Y TENGO POCO CONTACTO CON LOS EJECUTIVOS EN TODO ME HA FUNCIONADO BIEN NO TENGO PROBLEMAS CON LOS TELEFONOS	Funciona bien /sin problemas,No llaman / no se mantienen en contacto / no visitan,Buen servicio / conforme / satisfecho con el servicio	PROPIEDADES	VALDIVIA	GERENTE
JrcnFlokuNZl	GGEE	MV	REGIONES	NA	3	PORQUE MAL SOPORTE MALA SEÑAL DENTRO DE LUGARES DE TRABAJO POR ESO SE VAN A CAMBIAR	Mal soporte / servicio técnico,Mala señal / pérdida de señal / interferencias	INDUSTRIAL	OSORNO	INGENIERO INFORMÁTICO
sg23KjqfcYrV	MEDIANA	MV	SANTIAGO	Hombre	7	BASICAMENTE PLRQUE NO TENGO DIFICULTADES EL SERVICIOS FUNCIONA SIEMPRE ESTAN DISPONIBLES BUEN ACOBERTURA	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio,Buena cobertura	ADMINISTRACION DE COMUNIDADES O CONDOMINIOS	LAS CONDES	GERENTE GENERAL
dsYLy36CMDTt	GGEE	AV	SANTIAGO	Mujer	7	TENEMOS BUEN SERVICIO	Buen servicio / conforme / satisfecho con el servicio	ING Y CONTRUCCIONES	LAS CONDES	GERENTE DE FINANZAS
VVQU7W4TQnSc	GGEE	AV	REGIONES	Hombre	6	HEMOS TENIDO INCOVENIENTES Y DESPUES LE HAN HECHOS NOTAS DE CREDITOS	Poca transparencia en cuentas / cobros indebidos / problemas de facturación	ALIMENTOS	VALPARAISO	GERENTE GENERAL
2vx7vqgojyCe	GGEE	AV	REGIONES	Hombre	7	PORQUE ESTAMOS SATISFECHOS Y CONSIDERAMOS QUE TENEMOS BUEN SERVICIO DE TELEFONIA MOVIL Y PRINCIPALMENTE EN LA MINERA ENTEL TIENE UNA COBERTURA QUE NOS FAVPORECE	Buen servicio / conforme / satisfecho con el servicio,Buen servicio de telefonía,Buena cobertura	SERVICIOS DE INGENIERÍA ELÉCTRICA	ANTOAGASTA	JEFE DE RR.HH Y RELACIONES LABORALES
63fOosgy1Idm	GGEE	AP	SANTIAGO	Hombre	7	PORQUE EL SERVICIO ES BUENO SERVICIO ES EXCELENTE POST VENTA NINGUNA OBSERVACIÓN CON ESO PORQUE LAS SOLUCIONES SON RÁPIDAS EJECUTIVA EFICIENTE PROACTIVA CLEVE RESPONDE RAPIDO SI LE DICE QUE LO LLAMA EN UNA HORA LLAMA	Buen servicio / conforme / satisfecho con el servicio,Buen servicio de post venta,Rapidez / eficiencia en solución de problemas,Llaman / se mantienen en contacto / visitan constantemente,Apoyan / ayudan,Eficiencia	SERVICIOS DE INGENIERÍA	ÑUÑOA	INGENIERO EN INFORMÁTICA
zmVhLqpPD4L1	GGEE	AP	REGIONES	Hombre	6	POR QUE HAN HABIDO PROBLEMAS CON LA COBERTURA Y LA BUENA CAPACIDAD DE RESPUESTA ANTE PROBLEMAS CON EL SERVICIO	Mala / poco cobertura,Lentitud / ineficiencia en solución de problemas	SERVICIOS A LA MINERIA CONSTRUCCION	CALAMA	GERENTE GENERAL 1
ULOg6WjHCQ2S	MEDIANA	MV	SANTIAGO	NA	5	PORQUE LE PODRIAN DART MAS VENEFICIO , CELULARES COSTO CERO ,	Equipos caros,Pocos beneficios	AGRICOLA	COLINA	CORDINADOR GENERAL
aaFuABny8knX	GGEE	AP	SANTIAGO	Hombre	5	PORQ LOS PRECIOS LE PARECEN ALTOS EN COMPARACION CON OTRAS COMPAÑIAS	Precios altos / es caro / alzas de precio	CONSTRUCCION	PEÑALOLENDO	ENCARGADO DE INFORMATICA Y GESTION DE COMUNICACION
NT6laitVzeGp	MEDIANA	MP	SANTIAGO	Hombre	5	POR UN TEMA DEL COSTO DE LOS EQUIPOS ENTELES MUY CARO EN EL COSTO DE RENOVACIOO DE LOS EQUIPOS	Equipos caros	IPRENTA	PEDRO AGUIRRE CERDA	ENCARGADO DE VENTAS
VZRdHW6GLdl6	GGEE	MP	SANTIAGO	Mujer	7	PORQUE TIENE BUENA COBERTURA Y BUEN SERVICIO QUE LA ATENCIÓN ES BUENA Y CUANDO VOY O LLAMO AL CALL CENTER ME ATIENDEN BIEN	Buena cobertura,Buen servicio / conforme / satisfecho con el servicio,Buena atención / amabilidad	EDUCACIÓN	PUENTE ALTO	GERENTE DE RECURSOS HUMANOS Y FINANZAS
2oEvAa2G3uyJ	MEDIANA	AP	REGIONES	Hombre	6	DOS COSAS LO PRIMERO QUE DE RESPENTE SE HA CAIDO LA SEÑAL, Y LO SEGUNDO ES QUE HAY DIFERENTES Y DE REPENTE ME LLAMA UNO O ME LLAMA OTRO Y PUEDE CAUSAR UNA DIFERENCIA DE ATENCION	Mala señal / pérdida de señal / interferencias,No tiene ejecutivo asignado,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	AGRICOLA	RIO CLARO	GERENTE
9B1v56MhO3nj	MEDIANA	MV	SANTIAGO	NA	6	PORQUE NOS HA DADO UNA ATENCION BASTANTE RAZONABLE	Buena atención / amabilidad	LOGISTICA	SANTIAGO	JEFE DE ADMINISTRACION Y FINANZAS
16qM6F7E6zix	MEDIANA	MP	REGIONES	NA	5	PORQUE TIENE PROBLEMAS CON SEÑAL DE TELEFONIA E INTERNET, PROBLEMAS CON FACTURACION	Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas,Internet lento / inestable,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	TRANSPORTE AGRICOLA	BULNES	ADMINISTRATIVA
o5Wla8OrNc4N	MEDIANA	Mas	SANTIAGO	Hombre	6	PORQUE ES BUENO PERO NO ES PERFECTO LA ATENCIÓN NO ES LA MISMA NO TENGO UN EJECUTIVO PERSONAL	Faltan cosas por mejorar / no es perfecta,Poca preocupación por el cliente,No tiene ejecutivo asignado	ELABORACION DE CECINAS	SAN BERNARDO SANTIAGO DE CHILE	GERENTE DE CONTROL Y GESTION
5Rx6F8fRZ9Cc	MEDIANA	Mas	REGIONES	Hombre	5	POCA COBERTURA,	Mala / poco cobertura	AGRICOLA Y LACTEOS	LOS ANGELES	ADMINISTRADOR
FIzjXOXyaKPu	PEQUEÑA	Mas	SANTIAGO	Mujer	4	POR QUE TENGO MUY MALA SEÑAL PORQUE CADA CIERTO TIEMPO HAY QUE ESTAR LLAMANDO PARA QUE REINICIEN	Mala señal / pérdida de señal / interferencias	SERVICIO MEDICO	LAS CONDES	SOCIO ADMINISTRATIVA
3HuWNWEAq2Tp	MEDIANA	MasPrem	REGIONES	Mujer	7	PORQUE RESUELVE TODOS PROBLEMAS , TIENE BUEN SERVICIO  MÓVIL Y BUENA COBERTURA.	Responden / resuelven requerimientos,Buen servicio / conforme / satisfecho con el servicio,Buena cobertura	CONSTRUCCIÓN	RENCA	SECRETARIA
a26faagZEHis	PEQUEÑA	MP	SANTIAGO	NA	7	POR QUE NO AH TENIDO MAYOR INCONVENIENTE	Funciona bien /sin problemas	INSTALACIONES ELECTRICAS	EN SANTIAGO CENTRO	ADMINISTRATIVA
TqCyKZd4q14N	GGEE	AV	SANTIAGO	Mujer	5	PORQUE SOY UN CLIENTE DESDE HACE 30 AÑOS Y DEBERIA TENER PREFERENCIA.	Pocos beneficios para clientes antiguos	METALÚRGICA	PAINE	RECURSOS HUMANOS
rD2bfXLiB8b4	MEDIANA	Mas	REGIONES	Hombre	5	PORQUE HAY UNOS SECTORES QUE NO TIENEN COBERTURA ZONA RURALES BULNES QUILLON NO SOLAMENTE POR ESO	Mala / poco cobertura	TRANSPORTE	CONCEPCIÓN	ADMINISTRATIVO COMPUTACIONAL
CE8WcV7a6fT1	MEDIANA	AP	SANTIAGO	Hombre	6	POR LO MENOS NO TENEMOS LINEAS CON ELLOS TENEMOS BAM BANDA ANCHA MÓVIL Y NO HEMOS TENIDO PROBLEMA	Funciona bien /sin problemas	INDUSTRIA ELECTRÓNICA	ÑUÑOA	ADMINISTRADOR
eiN2PA64vwTe	GGEE	AP	REGIONES	Mujer	5	PORQUE HACE VARIOS DIAS HEMOS QUEDADO SIN RED SE CAE A SIDO REITERADO ÚLTIMAMENTE CREO QUE HACE UN MES QUE CADA CIERTO DIA QUEDAMOS SIN COMUNICACION ES QUE PARA NOSOTROS COMO EMPRESA TENEMOS AL REDEDOR DE 300 TELEFONOS	Mala señal / pérdida de señal / interferencias,Mala conectividad,Mal servicio de telefonía/ se cortan las llamadas	MADERERO	CONSTITUCIÓN	FINANZAS
DZdIWBl7FtbO	MEDIANA	AP	REGIONES	Hombre	5	PORQUE A VECES EL SERVICIO DE BANDA ANCHA Y VOZ SE CORTA LA COMUNICACIÓN	Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	AGRICOLA	RENGO	GERENTE DE OPERACIONES
Vv1R9svx6173	MEDIANA	MP	REGIONES	NA	6	PORQUE ESTA SATYISFEVCHO PERO NO MUY SATISFECHO  PORQUE NUNCA HAY UN OPTIMO DEMORA EN EL SERVICIO ETC	Buen servicio / conforme / satisfecho con el servicio,Lentitud / ineficiencia en solución de problemas	REPARACION DE VEHICULOS	ANGOL	JEFE ADMINISTRATIVO
gFym9Td6gnHA	GGEE	AP	SANTIAGO	Mujer	6	PORQUE TIENE MUY BUENA COBERTURA	Buena cobertura	MAESTRANZA	SANTIAGO SAN BERNARDO	ADMINISTRACION
SToH8ayzplXV	GGEE	AP	SANTIAGO	Hombre	6	PORQUE CON LO QUE TENGO ESTA BIEN, SIN INCOVENIENTES CON COBERTURA	Funciona bien /sin problemas,Buena cobertura	AGENCIA DE TURISMO	LAS CONDES	ADMINISTRADOR DE REDES
wMId7gXm21UK	GGEE	AP	REGIONES	NA	6	por que servicio técnico prestado y la administración	Buen soporte / servicio técnico,Buena atención / amabilidad	comercio	Chimbarongo	gerente
DdCMu5Pae0H8	GGEE	AP	SANTIAGO	Hombre	7	NO TENGO PROBLEMAS CON EL TEMA DEL TRAFICO DE LLAMADA NI INTERNET NO TENGO PROBLEMAS PARA LLAMAR NI CON LA RED DE INTERNET	Buen servicio de telefonía,Buen funcionamiento de Internet / velocidad / estabilidad	IMPRESION Y FOTOCOPIA DE DOCUMENTOS	PROVIDENCIA	JEFE DE SEGURIDAD Y SERVICIOS GENERALES
eeimlD1cLBNf	PEQUEÑA	Mas	SANTIAGO	Mujer	7	PORQUE NUNCA HEMOS TENIDO PROBLEMA QUE SIEMPRE TENEMOS CONEXION COBERTIRA CUANDO ESTAMOS DE LEJOS DE SANTIAGO TIENEN BUENA DISPOSICON EN CUALQUIER PROBLEMA QUE HAYA CON EL SERVICIO PARA ATENDER DE REPENTE EN LO QUE UNO REQUIERE QUE ESTA MAÑANA ME LLAMO UNAPERSONA ENTEL EL SERVICIO DE ENTEL Y DIJE QUE SI	Funciona bien /sin problemas,Buena conectividad,Buena cobertura,Preocupación por el cliente,Responden / resuelven requerimientos	DISTRIBUIDORA DE GAS LICUADO	SAN BERNARDO	DUEÑA
orbiCgSw60Ov	GGEE	AP	SANTIAGO	Hombre	3	POR EL TEMA DEL TELEFONO LO QUE PASA ANTES LOS TELEFONOS HABIAN CIERTAS REGALÍAS LOS TELEFONO DE AHORA EL EQUIPO FISICO ANTES ME LOS PASABAN AHORA HAY QUE COMPRALOS NO TENGO TELEFONOS	Equipos caros,Pocas / malas ofertas	AUTOMOTRIZ	SANTIAGO CENTRO	GERENTE DE SERVICIOS
cQgt4XrtabYy	GGEE	MV	SANTIAGO	Hombre	5	PORQUE SIEMPRE SE PUEDE MEJORAR MEJORES COSTOS Y SERVICIOS. GENERALMENTE MEJORAN LOS PLANES Y A UNO NO LE AVISAN Y TERMINA CON MENOS PLAN	Faltan cosas por mejorar / no es perfecta,Precios altos / es caro / alzas de precio,No mantiene bien informado / poca claridad en la información,Malos planes  / planes poco flexibles	INDUSTRIA QUIMICA	PADRE HURTADO	GERENTE GENERAL
o43YAJiTUsMn	GGEE	AP	SANTIAGO	NA	6	POR QUE HEMOS TENIDO DE CONECTIVIDAD POR LA ZONA DONDE ESTAMOS.	Mala / poco cobertura	CONSTRUCCION	LAMPA	JEFE DE ADMINISTRACION
rqmBjCJdvpem	MEDIANA	MasPrem	SANTIAGO	Hombre	6	POR QUE ESTOY MUY CONFORME CON EL SERVICIO Y DESTACO LA COBERTURA	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura	METALMECANICA	MAIPU	GERENTE COMERCIAL
YASrA8ZDghjJ	GGEE	AV	SANTIAGO	Mujer	6	PORQUE SON EFICIENTES SI YO PIDO ALGO O NECESITO LA PERSONA ME CONTESTA Y ME LLEGA LA DIA SIGUIENTE SIN PROBLEMAS UNO PIDE Y LLEGA AL OTRO DIA DOS DIAS MAXIMO	Eficiencia,Responden / resuelven requerimientos,Rapidez / eficiencia en solución de problemas	SONDAJE MINERO	CERRILLOS	SECRETARIA DE GERENCIA
Yih8FUepFtGT	MEDIANA	MV	REGIONES	Hombre	5	PORQUE A VECES SE QUEDAN DORMIDOS EN OFRECER ALGO MEJOR PROPORCIONAR BENEFICIOS UNOS DESCUENTOS DE RPENTE QUE UNO NO ESTA AL TANTO POR ESTAR PREOCUPADO DE OTRAS LABORES Y AHI NO LLEGAN ELLOS CON OTROS ANTECEDENTES	Pocas / malas ofertas,Pocos beneficios,No mantiene bien informado / poca claridad en la información	EDUCACION	LOS ANGELES	GERENTE DE ADMINISTRACION Y FINANZAS
DIW6cNBtFinj	MEDIANA	MV	SANTIAGO	Mujer	6	PORQUE NO CALZA EL SIETE EL SERVICIO PARA SIETE TIENE QUE SER PERFECTO	Faltan cosas por mejorar / no es perfecta	CONSTRUCCION	SANTIAGO	ANALISTA
xyF5vXwh7H1q	MEDIANA	MV	SANTIAGO	Hombre	5	PORQUE HAN CAMBIADO LAS CONDICIONES AL COMIENZO UNO PODÍA CAMBIAR EQUIPOS AHORA HAY QUE COMPRARLOS	Realizan cambios en el plan,Equipos caros	EDUCACIÓN	TALAGANTE	ADMINISTRADOR
hN0FC4Zp1QCC	MICRO	Mas	REGIONES	Hombre	6	BUENO PORQUE NO HE TENIDO PROBLEMAS CON ELLOS SON BUENAS LAS COMUNICACIONES LAS TARIFAS ME LAS ARREGLARON ASÍ QUE ESTOY PAGANDO UN PRECIO MÁS RAZONABLE CON MI EMPRESA LA BUENA CALIDAD DE LAS COMUNICACIONES	Funciona bien /sin problemas,Buena información / mantienen informados / claridad en la información,Buenos precios / económicos / barato,Buena conectividad	CONSTRUCCIÓN Y FABRICA DE MUEBLES	RANCAGUA	PROPIETARIO
jBFLwtUIVJ3t	MICRO	Mas	REGIONES	Hombre	7	PORQUE YO TENGO COMO 15 AÑOS EN LA COMPAÑIA Y NO HE TENIDO PROBLEMA EL SERVICIO ES BUENO NO HE TENIDO PROBLEMA DE SEÑAL PROBLEMA CUANDO ME HE ATRASADO ME HAN ESPERADO EN PAGO HONESTAMENTE NO NUNCA HE TENIDO PROBLEMA CON ENTEL	Es cliente antiguo/ lleva años,Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	SERVICIOS	CONCEPCION	DUEÑO
DNl2CQvCUY8l	GGEE	AP	SANTIAGO	Hombre	7	PORQUE POR LOS PRECIOS Y POR EL SERVICIOS SON ACORDE A NUESTRI PRESUPUESTO QUE MANEJASMOS Y TENEMOS BUENA SEÑAL	Buenos precios / económicos / barato,Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida	ACONDICIOMIENTO DE EDIFICOS	RENCA, STGO	JEFE DE INFORMATICA
jmR9CoMCbkph	PEQUEÑA	MV	SANTIAGO	Hombre	6	PORQUE EL SERVICIO ES BUENO TIENE BUENA COBERTURA NO SE CORTA NO SE APAGA NO LE PONGO SIETE PORQUE LO ENCUENTRO CARO EL VALOR QUE PAGO PORQUE HAY OFERTAS MAS BARATAS PERO HAY MEJORES OFERTAS	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Continuidad del servicio,Precios altos / es caro / alzas de precio	PANIFICACION PANADERIA	CERRILLOS	DUEÑO
Tp6so6FmUTYo	PEQUEÑA	Mas	REGIONES	Hombre	6	PODRIA MEJORAR COSAS, COMO OFERTAS A LOS CLIENTES, MUCHAS MUCHAS OFERTAS PARA LOS QUE SE PORTAN LE DAN DE TODOS Y LOS CLIENTES ANTUGUOS COMO DE MUCHOS AÑOS 0	Pocas / malas ofertas,Pocos beneficios para clientes antiguos	SERVICIOS DE MECANICA	VALDIVIA	DUEÑO
N0x5k4PM2IBx	PEQUEÑA	Mas	REGIONES	Hombre	4	PORQUE NO HA TENIDO BUENA EXPERIENCIA HASTA EL MOMENTO EN LOS ÚLTIMOS CANVIOS QUE HA HECHO NO E QUEDADO SATISFECHO CON EL SERVICIO	Funciona mal /ha tenido problemas,No satisface necesidades	COMERCIO	TALCA	AMINISTRADOR GENERAL
ZuM6Wb6NK2eT	MEDIANA	AV	SANTIAGO	Hombre	6	PORQUE NO ES PERFECTO Y PUEDEN MEJORAR ALGUNAS COSAS POR EJEMPLO CON LOS EJECUTIVOS ASIGNADOS QUE DESPUES DE 4 LLAMADAS CONTESTAN	Faltan cosas por mejorar / no es perfecta,No llaman / no se mantienen en contacto / no visitan	IMPORTACIONES	SANTIAGO	JEFE DE INFORMACION
pY00APMgiLyf	GGEE	AP	SANTIAGO	Mujer	7	PORQUE ME HAN CUMPLIDO TODO HAN SIDO RAPIDA LAS RESPUESTA Y UNA BUENA ATENCION LOS REQUERIMIENTOS QUE PEDIMOS DE CAMBIOS NOS CONFIRMAN RAPIDAMENTE EL EJECUTIVO QUE TENEMOS	Cumplen con lo que ofrecen,Rapidez / eficiencia en solución de problemas,Buena atención / amabilidad	INSTALACIONES DE PANELES SOLARES	SANTIAGO	ENCARGADA DE RR HH
Kb0mw2mxClv4	MICRO	Mas	SANTIAGO	Hombre	4	POR QUE SE CAE EL SERVICIO DE INTERNET	Internet lento / inestable	FERRETERIA	RENCA	DUEÑA
2dyjssIuvB3N	GGEE	AV	SANTIAGO	Mujer	6	POR COBERTURA FALTA DE COBERTURA EN ALGUNOS SECTORES EN TODO EN REDES Y EN VOZ EN SANTIAGO BUIN PAINE Y DE REPENTE EN ALGUNOS SECTORES	Mala / poco cobertura,Poca continuidad del servicio  / se corta el servicio,Mal servicio de telefonía/ se cortan las llamadas	ALIMENTO	SANTIAGO	JEFA DE ADMINISTRACION
yhKhbKqKZ62X	GGEE	AV	REGIONES	Hombre	6	POR EL TEMA MAS QUE NADA DEL TEMA SEÑAL , TENEMOS ALGUNAS AREAS EN LA INDUSTRIAS QUE NO TIENE SEÑAL.	Mala señal / pérdida de señal / interferencias	INDUSTRIA SALMONERAS	COMUNA CASTRO	GERENTE DE INFORMÁTICA
OEsFnVY6Xtt8	GGEE	AP	REGIONES	Hombre	4	HA BAJADO MUCHO EL SERVICIO DE POSTVENTA Y DE SOLICITUD DE EQUIPOS MOVILES TAMBIEN LA INFORMACION DE LA PAGINA HA CAMBIADO EL FORMATO NO ENTREGA LA INFORMACION QUE SE NECESITA NOS QUITARON EXCLUSIVIDAD CON EL EJECUTIVO NOS CAMBIARON LOS EJECUTIVOS Y ATRASOS EN RESPUESTAS DE LAS SOLICITUDES MODIFICACIONES DE PLANES DE EQUIPOS	Mala post venta /atención,No realizan cambio de equipos/ problemas con cambio de equipos,No mantiene bien informado / poca claridad en la información,No tiene ejecutivo asignado,Lentitud / ineficiencia en solución de problemas,Malos planes  / planes poco flexibles	FRUTICOLA	COLTAUCO	ENCARGADO DE GESTION
7xCyhWEOqONG	PEQUEÑA	Mas	SANTIAGO	Hombre	6	PORQUE SE CAMBIO HACE POCO A ENTEL Y HASTA EL MOMENTO HA FUNCIONADO BIEN,LA FACTURACION LLEGA EN EL MOMENTO	Es cliente nuevo/ esta hace poco,Buen servicio / conforme / satisfecho con el servicio,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	METALMECANICO	LA CISTERNA	GERENTE
JzumyKIeZ4du	MICRO	Mas	REGIONES	Mujer	6	NO LO EVALUO CON 7 PORQUE LA OTRA VEZ ME DESCONGESTIONARON MI TELF Y ME SACARON TODA LA INFORMACION, POR ESO NO ME AGRADO, ME DEJARON EL TELF EN CERP, SIN WHATSAPP NI FOTO NI NADA, Y PARA MI GUSTO ESO NO CORRESPONDE, TAMPOCO SE PARA DONDE ENVIAN LA INFORMACION, DE HECHO ME ESTAN CORREOS CON INFORMACION DE UNAS CREMAS Y NO SE DE DONDE SACARON EL CORREO, PORUE ADEMAS ESS UN CORREO DE EMPRESAS, ME GUSTA QUE ESPEREN 24 HRS PARA QUE LE DEN TIEMPO A UNO PARA PAGAR. LO ENCUENTRO EXCELENTE, Y EN GENERAL LAS PERONAS QUE ME ATIENDEN SON MUY AMABLES, LO MALO ES QUE EN EL SERVICIO TECNICO DE ENTEL LE SSACARON TODA LA INFORMACON Y TAMPOCO ES POSIBLE, AHORA NECESITO UNA INFORMACION  NO LA PUEDO BUSCAR	No responde / no resuelven requerimientos,Poca transparencia en cuentas / cobros indebidos / problemas de facturación,Buen servicio / conforme / satisfecho con el servicio,Buena atención / amabilidad,Mal soporte / servicio técnico	DEPORTES	VIÑA DEL MAR	DUEÑA Y ADINISTRADORA
DGBPm3AgKqkf	MEDIANA	MP	REGIONES	Mujer	5	PORQUE LA SEÑAL NO ES BUENA EN TODAS PARTES, Y LOS EQUIPOS SON CAROS PARA CAMBIARLOS TENIENDO TANTO TIEMPO YA DEBERIA TENER UN PRECIO ESPECIAL	Mala señal / pérdida de señal / interferencias,Equipos caros,Pocos beneficios para clientes antiguos	AGRICOLA	LA SEXTA REGION	ASISTENTE DE GERENCIA GENERAL
rHxDy7wyibPw	GGEE	AV	SANTIAGO	Hombre	6	POR QUE ANDADO BIEN EH TENIDO BUENAS SEÑALLO QUE ES FACTURACIONES ES CORRECTO AL PRECIO MESUAL	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	CONSTRUCCIÓN	SANTIAGO	ENCARGADO DE ABASTECIMIENTO
PrWX3n2x3vc9	GGEE	MasPrem	SANTIAGO	Mujer	5	por unos problemas que tuvo de señal y se tardaron en solucionar	Mala señal / pérdida de señal / interferencias,No responde / no resuelven requerimientos	DISTRIBUIDORA	MACUL	CONTADOR
mTGUnYxMmXSi	GGEE	AV	SANTIAGO	Mujer	7	PORQUE CUMPLEN TODOS MIS REQUERIMIENTOS, TODAS LAS NECESIDADES QUE YO TENGO ME LAS CUMPLEN	Cumplen con lo que ofrecen	AUTOMOTRIZ	PROVIDENCIA	GERENTE GENERAL
rjWOb0nBpVQT	PEQUEÑA	AP	REGIONES	Mujer	7	PORQUE NO HE TENIDO NINGUN PROBLEMA CON ELLOS	Funciona bien /sin problemas	AGRICOLA	CURICO	SECRETARIA
