encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Ciudad_comuna	Cargo
z2jgrJfov93m	PYME	Mas	SANTIAGO	Hombre	6	PORQUE LOS SISTEMAS FUNCIONAN, TODO FUNCIONA RAZONABLEMENTE, NO HE TENIDO PROBLEMAS, ME HAN DADO RESPUESTA A MIS REQUERIMIENTOS.	Funciona bien,No ha tenido problemas/ conforme/ todo bien,Buenas respuestas/claras	SATIAGO LAS CONDES	ABOGADO
jwmQR9oZyCNd	MICRO	Mas	SANTIAGO	Hombre	3	PORQUE LES MANDE A HACER UNA GESTIÓN Y NO ME LA HICIERON NECESITABA PORTAR UN PRODUCTO DEL TELÉFONO QUE TENGO EN VTR TELÉFONO FIJO QUERÍA YO QUE ME LO TRASLADARAN A LA CUENTA DE LA EMPRESA, PERO EN ENTEl Y TODAVÍA NO ME CONTESTAN Y ESO HACE MÁS O MENOS COMO UN MES DE ENTEL PORQUE VTR NO CREO QUE PONGA OBJECIÓN SI YO LE DIGO QUE LA CUENTA ES MÍA PORQUE EL TELÉFONO YO LO TENGO MUCHOS AÑOS Y ERA PERSONAL EN VTR Y LO CAMBIE A ENTEL LO CAMBIE A LA EMPRESA PARA QUE ME LO TRASLADARAN A ENTEL CON UNA SOLICITUD QUE HICE UN MES ATRÁS Y TODAVÍA NO ME CONTESTAN NI POSITIVO NI NEGATIVO NECESITO LA PORTABILIDAD DE ESE TELÉFONO ACÁ	No solucionan problemas	METROPOLITANA SANTIAGO	GERENTE
csdxXiGphoIs	PYME	Mas	SANTIAGO	Hombre	5	PORQUE EN GENERAL EL SERVICIO SIN SER MALO NO, ES DEFICIENTE EN TÉRMINOS DE CALIDAD DE LA VELOCIDAD DE CONEXIÓN. LA VELOCIDAD DE COMUNICACIÓN.	Problemas de conectividad/ conexión/ comunicación,Servicio lento	LAS CONDES	NA
hD2GqDzEqK9R	GGEE	AV	SANTIAGO	Mujer	6	ALGUNAS VECES HAY FALLAS PORQUE PASAN POR ACÁ CAMIONES Y CORTAN EL SERVICIO, NO HEMOS QUEDADO SIN INTERNET Y SIN TELÉFONO COMO LE DIGO PASAN CAMIONES Y CORTAN ALGÚN CABLE.	Se cae el servicio/ se corta/ intermitente	SANTIAGO QUIMICURA- METROPOLITANA	ADMINISTRACIÓN
wXvcquDcJIpq	GGEE	MV	SANTIAGO	Mujer	7	PORQUE CADA VEZ QUE YO TENGO UN PROBLEMA HABLAMOS CON LAS EJECUTIVAS QUE NOS ASIGNARON Y ELLAS RESUELVEN INMEDIATAMENTE LOS PROBLEMAS PERO INMEDIATAMENTE POR EJEMPLO SI TENGO DUDAS CON FACTURAS SI SE CORTA DE REPENTE LA COMUNICACION SI HAY QUE REVISAR LINEAS DESDE AFUERA PARA TRABAJAR Y LAS EJECUTIVAS SON MUY AMABLES EN EL TRATO	Soluciones rápidas,Buen servicio de los ejecutivos/ apoyo/ atención	SANTIAGO LAS CONDES	NA
Ll6d0lsDjary	PYME	MP	REGIONES	Hombre	3	PORQUE ES MUY ENREDADA, ES UNA EMPRESA MUY GRANDE, ES COMO MOVISTAR Y ES MUY ENREDADA, NO ES CLARA, NO TIENE SOLUCIONES PRÁCTICAS PARA EL EMPRESARIO O PARA EL USUARIO, POR ESO LA VERDAD LO EVALUÓ CON UN TRES, NO SON EMPRESAS CLARAS, SOBRETODO EN ESTOS MOMENTOS CUANDO MÁS TE PRUEBAN LA CALIDAD DE LAS EMPRESAS. EN LAS CUENTAS, EN LA FORMA DE GUIAR LAS CUENTAS, ADEMÁS, YO NO ESTOY USANDO INTERNET EN UNA CIUDAD DE INTERNET ALÁMBRICO, EN UNA DE LAS CIUDADES ME CAMBIE DE ESA CIUDAD, NO DE LA CIUDAD SINO QUE EN LA MISMA CIUDAD PERO A TRES CUADRAS ME CAMBIE DE LUGAR, SE DEMORARON CUALQUIER CANTIDAD EN DECIRME DE QUE NO HABÍA FACTIBILIDAD Y ME SIGUIERON COBRANDO, DE HECHO TENGO INTERPUESTO UN RECLAMO EN ESTE MOMENTO. LA OTRA RAZÓN ES QUE NO SON CLAROS, COMO SE LO DIJE EN UN RATO PARA ATRÁS, NO SON CLAROS EN LAS CUENTAS.	Cobros poco claros,Demora en soluciones	LA LIGUA	NA
1O7zdZjA5pr7	PYME	MV	SANTIAGO	Mujer	7	PORQUE NO HE TENIDO PROBLEMAS CON ELLOS, NI EN LOS COBROS NI EN EL SERVICIO  Y CUANDO HE TENIDO PROBLEMAS CON EL SERVICIO LO ARREGLAN INMEDIATAMENTE, LO HAN VENIDO A ARREGLAR INMEDIATAMENTE NO PASA MAS DE UN DÍA.	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente,Soluciones rápidas	TIRICURA	NA
IkFhZWWLvV11	GGEE	AV	REGIONES	Hombre	7	PORQUE NO HE TENIDO NUNCA PROBLEMAS CON EL SERVICIO, ES DECIR NO HE TENIDO PROBLEMAS EL SERVICIO SIEMPRE ME HA FUNCIONADO, HE TENIDO INTERNET Y TELEFONÍA PERMANENTE.	No ha tenido problemas/ conforme/ todo bien,Funciona bien,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	RANCAGUA	JEFE DE SERVICIO
ldMPN1fE9es6	GGEE	AV	SANTIAGO	Hombre	6	PORQUE ESTA MUCHO MAS CARO, QUE EL MERCADO, MUCHO MAS COSTOSO, EN OPCIONES PARA ADQUIRIR, NUEVOS TELÉFONOS, ALGUNOS PLANES, PODRÍAN SER MUCHO MAS ECONÓMICOS, EN CELULAR ESPECÍFICAMENTE, PERO DE RESTO, ES MUY BIEN, ES MUY COMPETITIVO, SOLUCIONES MUY BUENAS	Es caro/ planes caros,Soluciones rápidas	SANTIAGO	JEFE DE OPERACIONES
uUV5OQXBqUMk	MICRO	Mas	SANTIAGO	Mujer	7	ES BUENA LA FIBRA ÓPTICA ES BUENA, NUNCA SE CAE EL SISTEMA, NO ESO NO MAS, LO IMPORTANTE ES QUE NO SE CAIGA EL SISTEMA PORQUE UNA EMPRESA QUE SE CAIGA EL SISTEMA NO SIRVE.	Servicio estable/ no se cae,Buen servicio/ eficiente	PROVIDENCIA, METROPOLITANA	ASISTENTE DEL DIRECTOR
gGkfR1zMD9nf	GGEE	AV	SANTIAGO	Hombre	6	"NO HE TENIDO PROBLEMAS EN REALIDAD; EN LA CONEXIÓN NI CON EL EJECUTIVO NI NADA."	No ha tenido problemas/ conforme/ todo bien,Buena señal	LAS CONDES	NA
DQxHEYXeXzAI	PYME	Mas	REGIONES	Hombre	5	PORQUE ES LENTO EL TIEMPO DE RESPUESTA EN EL INTERNET, ES LENTO, SE CAE, EN FIN.	Mal servicio internet/ se cae/ lento/ falla,Demora en soluciones	CONCEPCIÓN.	GERENTE.
Vaxm1ISRU4j5	PYME	MV	REGIONES	Hombre	5	PORQUE NO ES, O SEA, TAN BUENO, BUENOS, NO SON Y ESA NOTA MAS O MENOS LE PONDRÍA, ES MALA LA RAPIDEZ DEL INTERNET, ESO NO MAS	Mal servicio internet/ se cae/ lento/ falla	VALDIVILLA	NA
HnzMEqP3aQoQ	PYME	MV	SANTIAGO	Hombre	7	PORQUE TIENE BUEN SERVICIO CUANDO HAY FALLAS QUE SE TROZAN LOS CABLES O COSAS ASÍ LO REPONEN RÁPIDAMENTE DAN BUEN SERVICIO, NO IMPLEMENTARON LA BANDA ANCHA O LA VELOCIDAD DE NAVEGACIÓN CON UN NUEVO ROUTER NO SE COMO SE LLAMA Y NO NOS COBRARON NADA.	Buen servicio/ eficiente,Soluciones rápidas	SAN BERNANDO	GERENTE GENERAL
zX4qrIWo3EzA	GGEE	AV	SANTIAGO	Hombre	6	"PODRÍA SER MEJOR; EN COBROS DEL VALOR DEL PRODUCTO."	No es perfecto/ podría ser mejor	SANTIAGO CENTRO	ADMINISTRADOR DE SISTEMAS
ti5xpXrT4v8A	PYME	AV	SANTIAGO	Hombre	5	PRECIOS MAS QUE NADA QUE ES BASTANTE ALTO PARA LO QUE OFRECEN  EL SISTEMA PODRÍA SER MEJOR EN TÉRMINOS DE PAGOS FACTURAS PORQUE ES QUE ESTOY PAGANDO TODO POR SEPARADO	Es caro/ planes caros	SANTIAGO SANTOS	GERENTE DE FINANZAS
2NClGR7PTWl3	PYME	MV	REGIONES	Hombre	6	PORQUE HAY ALGUNOS SERVICIOS TÉCNICOS, ALGUNA GARANTÍA QUE NO HA FUNCIONADO BIEN, EL INTERNET DE ENTEL NO LO USO PORQUE ES MUY LENTO LO QUE TENGO AHÍ CONTRATADO, ES UN SERVICIO FIJO QUE ES A TRAVÉS DE FIBRA ÓPTICA	Mal servicio internet/ se cae/ lento/ falla	CALAMA	NA
XTlOSasgJ92H	PYME	MV	SANTIAGO	Hombre	4	POR LO MISMO, LA COBERTURA HACE QUE NO FUNCIONEN BIEN O COMO DEBIERAN FUNCIONAR DE ACUERDO A LO QUE VENDEN EN DISTINTAS PARTES DE CHILE.	Mala cobertura	LAS CONDES	PRODUCTOR
pC0UbnaVWyP1	GGEE	AV	REGIONES	Hombre	5	EL TEMA DE LA BUROCRACIA Y LOS TIEMPOS DE RESPUESTA EN LA EJECUCIÓN DE LAS SOLICITUDES, EN EL TEMA DE PAPELEOS Y QUE TODO TIENE QUE SER BIEN FORMAL.	Burocracia/ tramitan	VALDIVIA	JEDE DEL DEPARTAMENTO DE INFORMATICA
wJehpYydHMqo	GGEE	AV	SANTIAGO	Hombre	5	PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS DESDE UN TIEMPO, PRINCIPALMENTE EN TEMAS DE CONECTIVIDAD Y COSAS ASÍ, CONECTIVIDAD DE DATOS, PRINCIPALMENTE CONECTIVIDAD DE DATOS.	Problemas de conectividad/ conexión/ comunicación	SANTIAGO CENTRO	NA
lm3iTxyDa0bn	PYME	Mas	SANTIAGO	Mujer	5	SE CORTA LA LUZ Y SE DEMORAN UN BURDO EN REPONER, PORQUE SI SE LES CAE UN POSTE SE PUEDEN PASAR DOS DÍAS HASTA DOS DÍAS SIN INTERNET A FALLAS ELÉCTRICAS A FALLAS A PROBLEMAS TÉCNICOS QUE SE YO, CUANDO NO TENEMOS LUZ NO TENEMOS NADA, NI TELÉFONO NI INTERNET NI NADA POR AHÍ NO SE CUANDO SE CHOCO ALGO CON UN POSTE Y ESTUVO MAS DE UN DÍA Y TUVIMOS MAS DE UN DÍA SIN SERVICIO.	Mal servicio,Mal servicio internet/ se cae/ lento/ falla,Mal servicio de telefonía/ se cortan las llamadas	ESTACIÓN CENTRAL	REPRESENTANTE LEGAL
kTatmOql8nUP	GGEE	AV	REGIONES	Hombre	5	PORQUE NO ESTOY SATISFECHO EL SERVICIO DE INTERNET, NO SE MUCHAS VECES EL PROBLEMA CON LA RAPIDEZ DE LAS SOLICITUDES, A VECES LOS PRECIOS NO SON ENCONTRAMOS QUE SON MUY ALTOS TODO ESO EN GENERAL.	Mal servicio internet/ se cae/ lento/ falla,Es caro/ planes caros	COPIAPO	NA
XsT5ezO6NdmZ	PYME	Mas	SANTIAGO	Hombre	7	PORQUE EL SERVICIO ME HA SERVIDO A TRABAJADO BIEN HASTA EL MOMENTO SI TRABAJA MAL LO CAMBIO, ES DECIR EL INTERNET TRABAJA BIEN NO SE CORTA MUCHO LA LINEA ESO ABRO EL INTERNET Y TRABAJA EL INTERNET PARA MI ESTA BIEN Y TENGO TELÉFONO EN LINEA TRABAJA BIEN SE ME CORTA Y YA COMIENZO A RECLAMAR Y SI NO ME DAN BUEN SERVICIO LO CAMBIO.	Buen servicio de internet/ rápido/ estable,Buen servicio/ eficiente	MAIPU	NA
5Bix4sGY75Cb	PYME	AP	SANTIAGO	Hombre	3	PORQUE NO TENEMOS MUCHA INFORMACIÓN, CUANDO TENEMOS PROBLEMAS, ES MUY COMPLICADO RESOLVERLOS, A UNO LO MANDAN A UNA PLATAFORMA EN INTERNET, QUE ES IMPOSIBLE COMUNICARSE CON ALGUIEN	Falta información,No tiene contacto con los clientes/ difícil contactarse con la cia.	REGIÓN METROPOLITANA ESTACIÓN CENTRAL SANTIAGO	SOCIO
BDggFVu7TwDr	PYME	Mas	SANTIAGO	Mujer	6	PORQUE A VECES CUESTA COMUNICARSE PARA ARREGLAR FALLAS TÉCNICAS, PORQUE FUNCIONA BIEN ES RÁPIDO EN EL USO DEL INTERNET.	Buen servicio de internet/ rápido/ estable,Mala atención	LAS CONDES	NA
VM5xdyz0wV9p	PYME	MV	SANTIAGO	Hombre	7	PORQUE SI, ESTOY CONFORME CON ENTEL, EN TODO.	No ha tenido problemas/ conforme/ todo bien	SANTIAGO ARICA ANTOFAGASTA	NA
aIl5LEfBCM7G	PYME	AV	SANTIAGO	Hombre	6	EN LO QUE ES TELEFONÍA FIJA EN REALIDAD NO HAY MUCHA COMUNICACIÓN CON EL EJECUTIVO ASIGNADO, NO ME HACE MEJORES OFERTAS O NO ME ACTUALIZA EN LA INFORMACIÓN DE LOS PLANES NO ME MANTIENE INFORMADO DE LOS ÚLTIMOS AVANCES TECNOLÓGICOS.	No tiene contacto con los clientes/ difícil contactarse con la cia.,Falta información	SAN BERNARDO SANTIAGO METROPOLITANA	JEFE DE RECURSOS HUMANOS
GDDcQEcOF9MF	GGEE	AV	SANTIAGO	Hombre	7	BUENA RAPIDEZ EN INTERNET, BUENA CONECTIVIDAD CON LOS TELÉFONOS, PORQUE TAMBIÉN TENEMOS CELULAR, NO HEMOS TENIDO PROBLEMAS, TODO BIEN, NO LLAMO POR CORTES.	Buen servicio de internet/ rápido/ estable,Buena señal,Buen servicio de telefonía,No ha tenido problemas/ conforme/ todo bien	SANTIAGO COMUNA CONCHALIN	GERENTE DE ADMINISTRACION Y FINANZAS
jGwRSGCTv4IE	PYME	Mas	SANTIAGO	Hombre	7	"PORQUE LLEVAMOS HARTO TIEMPO CON ELLOS Y LOS PROBLEMAS QUE HEMOS TENIDO LOS HAN RESUELTO;  EN FACTURACIÓN Y EN LA PARTE TÉCNICA."	Soluciones rápidas	BITACURA	NA
dpl1njtjEvsH	PYME	MV	SANTIAGO	Mujer	7	PORQUE HA FUNCIONADO MUY BIEN EN EL INTERNET LOS DATOS VIAJAN RÁPIDO NO SE QUEDAN PEGADOS LOS EQUIPOS TIENEN BUENA RESPUESTA Y SIEMPRE QUE TENEMOS PROBLEMAS TENEMOS PRONTA RESPUESTA.	Buen servicio de internet/ rápido/ estable,Funciona bien,Soluciones rápidas	SAN BERNANDO	NA
YuqPY4JGHcVB	PYME	Mas	SANTIAGO	Mujer	6	SIEMPRE SE PUEDE MEJORAR PORQUE CUANDO SE CAE LE SISTEMA IGUAL SE DEMORAN MUCHO EN REPARAR PERO QUE AHORA NOSOTROS DEPENDEMOS DE ESE INTERNET PARA PASAR FACTURACIÓN Y COSAS DE ESA ÍNDOLE PERO DEMORAN MUCHO EN REPARAR, ATIENDEN SÚPER BIEN SON M,UY CORTÉS Y TIENE POR LO MENOS VOLUNTAD PARA HACER EL TRABAJO	Demoran en reponer el servicio,Buena atención/ amables	SAN BERNARDO	ADMINISTRADORA DE CUENTAS
bu1xUIS9asWx	MICRO	Mas	SANTIAGO	Mujer	6	PORQUE EN GENERAL ES BUENA LA ATENCIÓN TELEFÓNICA TODO ESO, POR HAY ALGUNOS DETALLES QUE COMO QUE ES DEMORADO EN CONTESTAR PERO EN GENERAL ES BUENO, POR EJEMPLO UN COBRO DE UN TELÉFONO QUE SE PIDIÓ ADICIONAL PERO SE ENTABLO DE PREPAGO PARA DE CHILE SEGÚN NOSOTROS HABÍAMOS COMPRADO Y ASÍ NOS INFORMARON UN PAQUETE PARA PODER HABLAR AL EXTRANJERO Y AL FINAL RESULTA QUE HABÍAN ABIERTO COMO EL TELÉFONO DE LA EMPRESA NO COMO PREPAGO ENTONCES HAY TUVIMOS PEQUEÑAS AH NO ESTE ERA MOVIL AH NO ENTONCES NO, NO HE TENIDO PROBLEMA, EN TELÉFONO FIJO NUNCA HE TENIDO PROBLEMA	Buena atención/ amables,No ha tenido problemas/ conforme/ todo bien,Buen servicio de telefonía	SANTIAGO	ABOGADO
ZEnjaZ5g1C91	PYME	AV	REGIONES	Hombre	7	POR LA ACCESIBILIDAD QUE TENEMOS PARA CONTACTAR AL EJECUTIVO CUANDO HAY ALGÚN INCONVENIENTE, A LAS COMUNICACIONES CON EL EJECUTIVO.	Buen servicio de los ejecutivos/ apoyo/ atención	LOS ANGELES BIOVIVO U OCTAVA REGION	NA
lhd8f2tt86Mi	GGEE	AP	SANTIAGO	Hombre	7	PORQUE EL SERVICIO ES BUENO EN QUE ES ESTABLE SEGÚN LO CONTRATADO, CUMPLE CON LO CONTRATADO, ESTABLE Y LAS RESPUESTAS TAMBIÉN DEL SOPORTE	Buen servicio/ eficiente	LAS CONDES	ANALISTA DE SOPORTE TÉCNICO
8EyLUVCjF3rs	GGEE	AV	SANTIAGO	Hombre	4	PORQUE NOS HA CAMBIADO DE TÉCNICO Y QUIZÁ DE EJECUTIVA, UNAS 2O VECES, SE DEMORAN DEMASIADO. NO AVISAN CUANDO SE CAE EL INTERNET, ES DECIR CUANDO TIENEN UN CORTE DE INTERNET PROGRAMADO, O CUALQUIER COSA NO AVISAN, SINO QUE CORTAN Y NO AVISAN, TENEMOS QUE CONSULTARLO Y DESPUÉS DICE QUE  SE CORTO POR ESO, Y SI LO MANDAN AL CORREO COMO NO TENEMOS EJECUTIVO NO NOS LOS MANDAN EL CORREO TAMPOCO.	Mal servicio de los ejecutivos/ atención/ contacto,Funciona mal/ tiene fallas/ los servicios han fallado mucho,Atención lenta,Demora en soluciones	SANTIAGO	NA
R3E8NCKlWBuA	PYME	AV	REGIONES	Mujer	6	HA ESTADO BASTANTE ESTABLE NO HEMOS TENIDO PROBLEMAS DE CONVECTIVAD, LOS VALORES PODRIAN SER MAS ECONOMICOS	No ha tenido problemas/ conforme/ todo bien,Es caro/ planes caros	COLINA	NA
SNUFjLbQlQP8	PYME	AV	REGIONES	Hombre	7	"PORQUE HAN SIDO BUENOS LOS SERVICIOS; EN GENERAL, O SEA EN INTERNET MÁS QUE NADA."	Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable	MAULE	ENCARGADA DE CONTABILIDAD
srTuFjb9osMe	MICRO	Mas	REGIONES	Hombre	7	PORQUE NO DAN PROBLEMAS, NUNCA TENGO PROBLEMAS, RARA VEZ SE CAE EL INTERNET, EL TELÉFONO, NUNCA TENGO PROBLEMAS CON LA BANDA ANCHA TAMPOCO ENTONCES PARA MI ESO ES LO IMPORTANTE PORQUE ES UN LOCAL COMERCIAL.	No ha tenido problemas/ conforme/ todo bien,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	TEMUCO	DUEÑO
JLVZeRsiFHWV	PYME	Mas	SANTIAGO	Hombre	7	"POR LA ATENCIÓN PRIMERO PORQUE CUANDO TENGO UN PROBLEMA, LLAMO Y ME LO SOLUCIONAN DE INMEDIATO, SEGUNDO PORQUE  CUANDO TENGO PROBLEMAS DE PAGO ME LO SOLUCIONAN DE INMEDIATO NO ME CORTAN LOS SERVICIOS, EL SERVICIO QUE ME DAN ES BUENO, TIENE BUENA COBERTURA, POR ESO MISMO, LA ATENCIÓN DE LOS EJECUTIVOS TAMBIÉN EXCELENTE; POR LOS VALORES QUE ME COBRAN QUE SIEMPRE ESTAN HACIENDO DESCUENTOS, SIEMPRE ESTAN ATENTOS A LO QUE YO NECESITO, POR TODO EL SERVICIO QUE ME DAN."	Buena atención/ amables,Soluciones rápidas,Buen servicio/ eficiente,Buen servicio de los ejecutivos/ apoyo/ atención,Buena atención/ amables	LAS CONDES	NA
tecyTxqJ7sRd	PYME	MV	SANTIAGO	Hombre	6	HAN DADO RESPUESTA A LOS SERVICIO AUN CUANDO EN ALGUNOS CASOS SE HAN DEMORADO UN POCO MÁS DE LO QUE ESPERÁBAMOS.	Buen servicio/ eficiente	SAN MIGUEL SANTIAGO	GERENTE
0k33IvKL9rzo	GGEE	MV	SANTIAGO	Hombre	5	EL INTERNET NO ES MUY RÁPIDO, NO, ANTIGUAMENTE  ERA BIEN, PERO AHORA SE CAE MUCHO.	Mal servicio internet/ se cae/ lento/ falla	PEDRO Y RESERVA	NA
6wSDukT2cyb2	PYME	MP	SANTIAGO	Hombre	6	PORQUE NO ES CIEN POR CIENTO, PODRÍAN MEJORAR BASTANTE EN LA ATENCIÓN AL CLIENTE.	No es perfecto/ podría ser mejor	SANTIAGO	GERENTE GENERAL
TYscPMKFpTQz	PYME	AP	SANTIAGO	Hombre	7	PORQUE ME HAN CUMPLIDO SIEMPRE, ME HAN REOPERADO LOS PRECIOS, EN EL SERVICIO DEL CONTRATO.	Buen servicio/ eficiente,No ha tenido problemas/ conforme/ todo bien,Cumple las necesidades de la empresa	LAS CONDES	NA
Rnri3z2Wc5pp	PYME	MV	SANTIAGO	Mujer	4	PORQUE CUESTA QUE CONTESTEN, DE REPENTE EL SISTEMA SE CAE, VARIAS COSAS	Se cae el sistema/ tiene problemas con el sistema	SAN BERNARDO	NA
387fRF39lj02	GGEE	AV	SANTIAGO	Hombre	7	PORQUE CASI NO TENGO PROBLEMAS CON ELLOS, LLEVO AÑOS TRABAJANDO CON ELLOS Y LA VERDAD ES QUE LA NOTA DEBERÍA DE SER  UN SEIS OCHO UN SEIS SIETE, PERO NO TENGO INTERMEDIOS Y EL SERVICIO, EN TODO SENTIDO, EN LA POSVENTA, LOS EJECUTIVOS, EL SOPORTE, EN TODO SENTIDO.	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente,Buen servicio de los ejecutivos/ apoyo/ atención,Buena compañía/ la mejor,Buen servicio post venta	CONCHALI	NA
x4fQZgYeFzOg	GGEE	AV	REGIONES	Mujer	6	PORQUE UNO NUNCA ESTA 100% SATISFECHO CON LA COMPAÑIA SIEMPRE HAY DETALLES COMO LA RESPUESTA LA RESPUESTA EN LOS RECLAMOS	No es perfecto/ podría ser mejor	IKIKE	GERENTE DE FINANZAS
WUaOyvhYmhC7	GGEE	AV	SANTIAGO	Hombre	5	PRIMERO LA ATENCIÓN COMERCIAL ES MUY MALA, PERO EL SERVICIO EN SUI DE INTERNET FUNCIONA BIEN, EN QUE NO ME RESPONDEN LOS CORREOS, EN QUE LOS LLAME Y ME CUESTA COMUNICARME CON ELLOS Y EN QUE SALEN DE VACACIONES Y NO PONEN EL FUERA DE OFICINA, EN LA VELOCIDAD QUE TENGO, DIGAMOS QUE NO TENEMOS PROBLEMAS DE CONECTIVIDAD EN GENERAL DE VELOCIDADES, NI NADA DE ESO.	Mala atención,Buen servicio de internet/ rápido/ estable,No tiene contacto con los clientes/ difícil contactarse con la cia.	REGION METROPOLITANA COMUNA DE NIÑO A	SUBGERENTE DE LOGISTICA
YRjMz7I1o0F9	GGEE	AV	SANTIAGO	Mujer	6	PORQUE ES BUENO EN QUE TENGO MUY POCAS VECES QUE PIERDO INTERNET, LA VERDAD ES QUE NUNCA SE CORTA Y LOS TELÉFONOS FUNCIONAN SIEMPRE TAMBIÉN, SI SE PUEDEN COMUNICAR BIEN O SEA BUENA CALIDAD, PERO CARO EN EL VALOR, LOS PRECIOS SON CAROS, SON ALTOS EN RELACIÓN A LA COMPETENCIA SON MUY CAROS	Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía,Buen servicio/ eficiente,Es caro/ planes caros	PROVIDENCIA	SECRETARIA
LYmPGzYLh1ZV	GGEE	AV	SANTIAGO	Hombre	5	"PORQUE CREO QUE TIENE MARGEN PARA MEJORAR, PROCESOS QUE PUEDEN MEJORAR EN DIGITALIZACIÓN DE PROCESOS, PUEDEN OFRECER MEJORES SERVICIOS, EL SERVICIO ES BUENO PERO NO PERFECTO; DARLE MAS VALOR AGREGADO A ALGUNOS SERVICIOS QUE YA TIENEN, COMO MONITOREO, HACER MAS ÁGIL ALGUNOS PROCESOS QUE TIENEN QUE VER CON FIRMA DE PAPELES, PODRÍAN MEJORAR TODAVIA."	No es perfecto/ podría ser mejor	LAS CONDES	NA
joI1730OUqHp	GGEE	AV	REGIONES	Hombre	5	PORQUE HEMOS TENIDO SUCESIVAS CAÍDAS EN ESTOS ÚLTIMOS MESES, INTERRUPCIONES FRECUENTES DEL SERVICIO EN LOS ÚLTIMOS MESES EN LA MPLS.	Se cae el sistema/ tiene problemas con el sistema	QUILPUÉ	NA
NvhuMN9o2dLO	GGEE	MP	SANTIAGO	Hombre	6	INSTALACION DE FIBRA OPTICA ES MUY BUENA Y QUEDO FU NO LE PO	Funciona bien	SANTIAGO	NA
eyoXNiyHVnly	PYME	Mas	REGIONES	Mujer	7	PORQUE HEMOS TRABAJADO CON ELLOS TODA LA VIDA PORQUE ES BUENO BUEN SERVICIO ES BUENA CONECTIVIDAD.	Buen servicio/ eficiente,No ha tenido problemas/ conforme/ todo bien,Buena señal	IQUIQUE	NA
8nc5KEVVO1Z8	GGEE	AP	REGIONES	Hombre	4	SERVICIO MUY MALO DE POSVENTA, CUANDO TIENE PROBLEMAS EN REPARACIÓN, PÉSIMOS, CAMBIO DE EQUIPOS, MANTENCIÓN DE EQUIPOS, PÉSIMO, A ESO HEMOS TENIDO PROBLEMAS CON LA CONECTIVIDAD Y VARIAS COSAS  QUE HEMOS TENIDO PROBLEMAS, POR ESO ES QUE LE COLOCO TAN MALA NOTA Y AHORA NOS SURGIÓ UN DETALLE Y NOS ESTÁN COBRANDO POR TODO, CUANDO ES UN PROBLEMA DE ELLOS, ENTONCES MAS MAL TODAVÍA.	Mal servicio post venta,Problemas de conectividad/ conexión/ comunicación,Cobros poco claros	CONCEPCIÓN	NA
SOGgikAiYXmz	PYME	AP	SANTIAGO	Hombre	6	NO HEMOS TENIDO NUNCA UN PROBLEMA DE CONECTIVIDAD CON ENTEL, ASÍ QUE LAS COSAS HAN FUNCIONADO BASTANTE BIEN, TENEMOS EJECUTIVOS QUE NOS MANTIENEN MÁS O MENOS BIEN NUESTRA CUENTA Y CUALQUIER DIFICULTAD, TENEMOS LA ALTERNATIVA DE PODER TENER UN CONTACTO DIRECTO.	No ha tenido problemas/ conforme/ todo bien,Funciona bien,Buen servicio de los ejecutivos/ apoyo/ atención	SAN BERNARDO	ADMINISTRADOR
bXOrOiO1ctIL	GGEE	AV	REGIONES	Hombre	6	HEMOS TENIDO ALGUNOS PEQUEÑOS INCONVENIENTES, EN LÍNEAS, SE HA CORTADO, NO HAY COMUNICACIÓN.	Se corta la comunicación	TALCAHUANO.	JEFE DE RECURSOS HUMANOS.
WT8e6xGJmAJK	PYME	MV	SANTIAGO	Mujer	6	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA EN ESTE ULTIMO TIEMPO, NO SE ME HA CAÍDO EL INTERNET NO HEMOS TENIDO PROBLEMAS CON EL TELÉFONO	No ha tenido problemas/ conforme/ todo bien,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	SANTIAGO	NA
UPMbPLFwI6oC	PYME	MV	SANTIAGO	Hombre	5	PORQUE TENGO EL SERVICIO HACE BASTANTE TIEMPO Y LA VERDAD NO TIENE FACILIDADES TÉCNICAS Y NO DAN UNA SOLUCIÓN VIABLE PARA MEJORAR LA SEÑAL QUE TENEMOS ACA	No solucionan problemas,Mala señal	SANTIAGO	JEFE DE NEGOCIOS
