encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	SEG_GOL	Ciudad_comuna	sex_enc	Regionx	Rubro
5nJVEHMqQJCQ	7. Muy satisfecho	POR QUE NO TENEMOS MAYORES PROBLEMAS, FUNCIONA NORMAL.	GGEE	AV	VIÑA DEL MAR	Hombre	REGIONES	IMPORTADORA DE ARTICULOS MEDICOS Y DENTALES
RWsau99KImRq	6	ME HA FUNCIONADO TODO BIEN, PERO TENEMOS UN SERVICIO QUE ES INTERMITENTE (EL INTERNET SE CAE CON NORMALIDAD) PORQUE ESTA EN UNA ZONA RURAL Y NO ES TAN BARATO.	MEDIANA	AV	PALMILLA	Hombre	REGIONES	AGRICOLA
3F9q1UVV04y6	6	PORQUE LA NOTA QUE ME PARECE ADECUADA.	PEQUEÑA	MV	VITACURA	Mujer	SANTIAGO	TURISMO
vi0b0prCyqjN	7. Muy satisfecho	Porque presenta muy pocos fallos y cuando se les necesita son muy resolutivos.	PEQUEÑA	Mas	osorno	Hombre	REGIONES	Área computacional
0uy1lve9Uoao	6	"PORQUE ME ATIENDEN OPORTUNAMENTE EN SERVICIO POST VENTA; POR EJEMPLO TENGO UN EQUIPO QUE ME ESTA FALLANDO, UNA BANDA ANCHA QUE ME ESTA FALLANDO Y DE INMEDIATO ME RESPONDEN, TENGO UN EJECUTIVO ASIGNADO, ENTONCES POR ESE LADO ANDO SÚPER BIEN, ME RESPONDEN LAS CONSULTAS Y ME HACEN BUENAS REBAJAS."	GGEE	AV	LAS CONDES	Hombre	SANTIAGO	CONSTRUCTORA EN MINERIA
VAj1Y59yx1PP	6	PORQUE EN GENERAL EL SERVICIO DE TELEFONIA Y DE INTERNET FUNCIONA ADECUADAMENTE / NO DA MAS INFORMACION	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	MINERIA
b03OshPpi8Cf	7. Muy satisfecho	da buen servicio, no se cae el internet, es estable y no se cae	GGEE	AP	santiago	Mujer	SANTIAGO	Servicios turismo
YRjMz7I1o0F9	6	porque es muy caro, mas caro en relacion a otras compañias.	GGEE	AV	cirico	Mujer	SANTIAGO	Importadora de fruta congelada
Song9eXfSiKR	6	"PORQUE EL 7 ES EXCESIÓN; A VECES EL INTERNET NO FUNCIONA TAN ÓPTIMAMENTE; PORQUE ME PARECE QUE LA ATENCIÓN ES UN POCO DESPERSONALIZADA ESPECÍFICAMENTE EN QUE NO CONOZCO MI EJECUTIVO, NO ME LLAMAN, NO HAY UN SEGUIMIENTO."	PEQUEÑA	MV	CALDERA	Mujer	REGIONES	HOTEL Y CABAÑA
dTpXfhEXaOkS	6	LAMENTABLEMENTE NO HAY EJECUTIVO FIJO, HAY QYE PASAR POR CALL CENTER Y DEMORA EL PROCESO.	PEQUEÑA	MV	LAS CONDES	Mujer	SANTIAGO	INMOBILIARIA
GcpZ4tUiNNeN	4	PORQUE NO PUEDO SALIRME DE LOS CONTRATOS CUANDO NECESITO,LOS CONTRATOS DURAN 2 O 3 AÑOS, NECESITO HACER CAMBIOS Y NO PUEDO. ESTOY ESPERANDO TERMINAR EL CONTRATO PARA SALIRME DE ENTEL	MEDIANA	MV	HUECHURABA	Hombre	SANTIAGO	PUBLICIDAD
i4aXKVvjW6Ir	6	LE SATISFACE, EL SERVICIO ES BUENO , EXPECTATIVAS SE CUMPLEN TIENE SIEMPRE INTERNET	PEQUEÑA	MP	SANTIAGO	Hombre	SANTIAGO	SERVICIOS
LAR1BUEwdagJ	5	PORQUE NO ES UN SERVICIO OPTIMO, PERO NO TENEMOS MUCHAS ALTERNATIVAS, PRESENTA INTERMITENCIA EN EL SERVICIO, ESO VACICANMENTE.	MEDIANA	MV	CALERA DE TANGO	Hombre	REGIONES	FUNDICION DE METALES
IFdJY7KbRqyg	6	PORQUE FALTA DE UN POCO MEJOR LA COBERTURA, PORQUE FALLA UN POQUITO LA COBERTURA ACÁ PERO EN GENERAL TODAS LAS COMPAÑÍAS FALLAN ACÁ EN CORONEL.	GGEE	AV	CORONEL - LA OCTABVA REGIÓN	Hombre	REGIONES	COMPAÑÍA PORTUARIA
Z0mskPwYIYJ0	6	PORQUE HICE UN TRAMITE DESDE QUE LLEGUE A LA EMPRESA.YO LO QUE QUERIA ERA DISMINUIR LA CANTIDAD DE BOLETAS.     LAS TRES BOLETAS FIJAS UNIRLAS EN SOLO UNO.ME DIJERON QUE NINGUN PROBLEMA Y ME LO SOLUCIONARON,PERO NO ELIMINARON UNA BOLETA Y NO ME ESTABAN COBRANDO EL SERVICIO DURANTE TODO UN AÑO.YO PENSE QUE ME DISMINUYERON A 2 BOLETAS. PERO EN GENERAL SU SERVICIO Y ATENCION ANDAN BASTANTE BIEN.	PEQUEÑA	Mas	CONCEPCION	Hombre	REGIONES	SEVICIO ELECTRICO AUTOMOTRIZ Y VENTA DE PARTES.
WT8e6xGJmAJK	6	por que no se cae nunca tenemos buen servicio y soporte nunca se corta el servicio internet y telefono	PEQUEÑA	MV	provience	Mujer	SANTIAGO	asesoria y consultoria
y54deycCdyyk	6	HEMOS TENIDO ALGUNAS CAIDAS Y SE ESTAN DEMORANDO MUCHO EN LAS REPARACIONES	GGEE	MV	NUÑOA	Hombre	SANTIAGO	IMPORTADORA DE MATERIA PRIMA PLASTICAS
CS12qgy0THFC	5	DEMORA, SE CAE SE DEMORAN EN REPONER	MICRO	MV	SANTIAGO	Hombre	SANTIAGO	PANADERIA Y PASTELERIA
2P9mUa1UcvI0	7. Muy satisfecho	ES ESTABLE NO HEMOS TENIDO PROBLEMAS NO HAY PROBLEMAS DE FACTURACION NI ADMINISTRACION TODO BIEN	GGEE	AP	LOS ANDES	Mujer	REGIONES	COMERCIO
SHmBl9h1f5RN	7. Muy satisfecho	porque el servicio fuciona de forma satirfactoria, siempre a funcionado bien, buena velocidad, funcionaona como corresponde.	PEQUEÑA	Mas	La Serena	Hombre	REGIONES	Servicio de ING. a la Mineria
0xO49kvs8V5y	5	PORQUE SIEMRPE HAY COSAS QUE MEJORAR DESDE OFERTAS COMERCIALES, SER MAS  CLARA LA FACTRACION PORQUE ES MUY ENGORROSA	PEQUEÑA	Mas	PUNTA ANA	Hombre	REGIONES	MONTAJES INDUSTRIAL
VKEj7vxzXttL	7. Muy satisfecho	BUENA ATENCION, BUENOS PRECIOS, BUENOS TIEMPO DE RESPUESTA EN SOLICITUDES SOLO ESO POR AHORA	GGEE	AV	SANTIAGO LAS CONDES	Hombre	SANTIAGO	TURISMO
C6xwVc7Las8y	5	INTERRUPCION DE LOS SERVICIOS ,LENTITUD EN LAS RESPUESTAS.LA ESTRUCTURA DE NUESTRA EMPRESA TENEMOS NUESTROS CENTROS DE OPERACIONES EN COMUNAS PEQUEÑAS Y NO ES SATISFACTORIO.	GGEE	AV	LOS ANGELES .	Hombre	REGIONES	COMERCIO
0Cg5rS6oeKRI	7. Muy satisfecho	"Porque tienen buena ruta para el trazado de la fibra y nos a evitado muchos cortes. 
El servicio tec es muy rapido."	GGEE	AP	Santiago	Hombre	SANTIAGO	Venta de materiales de construccion al por mayor
xMHZczGt0jya	5	PORQUE DE REPENTE FALLA EL INTERNET EN QUE SE CORTA. FALLA LA TELEFONÍA IP.	GGEE	AV	SAN VICENTE DE TAGUA TAGUA	Mujer	REGIONES	FERRETERÍA
gZVVwAPcPJCb	6	PORQUE A VECES SE VA INTERNET	PEQUEÑA	Mas	LOS ANDES	Mujer	REGIONES	CANAL DE REGADIO
uNzAxw3DBsRy	7. Muy satisfecho	PORQUE LO ENCUENTRO BUENO 7 ES BUENO LO UNICO MALO ES COMO LA PAGINA WEB DE ENTEL EL TEMA DE LA SEÑAL RAPIDO	MEDIANA	MV	SAN ANTONIO SANTO DOMINGO	Hombre	SANTIAGO	INMOBILIARIA
EKMLt0g1zWUU	7. Muy satisfecho	PORQUE NO HE TENIDO NINGÚN PROBLEMA EN EL ÚLTIMO TIEMPO NI EN LA BANDA ANCHA, NI EN EL TELÉFONO.	MEDIANA	MV	PROVIDENCIA	Mujer	SANTIAGO	EDUCACIÓN
5RgR047Zu9I4	6	CON LO DE LA PANDEMIA Y EN GENERAL LAS RESPUESTAS SON UN POCO LENTAS, PLANTEAMOS PORTARNOS A ENTEL Y NO HEMOS TENIDO RESPUESTA.	GGEE	AV	CERRILOS	Mujer	SANTIAGO	MANUFACTURERA
AufOruvafmpl	7. Muy satisfecho	NO HE TENIDO PROBLEMAS HASTA EL MOMENTO NI CON FACTUIRA NO CORTES DEL SERVICIO NI MALA SEÑAL	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	ALIMENTOS
npmDejLGssM4	7. Muy satisfecho	PORQUE NO TENGO PROBLEMAS	PEQUEÑA	MV	INDEPENDENCIA	Mujer	SANTIAGO	CONFECCION TEXTIL
cYrxkSDKmXU3	6	PORQUE ES MUY BUENA PERO SIEMPRE TIENE SUS DETALLE RESPONDEN A LAS CONSULTA REQURIMIENTOS PERO SIEMPRE SE DEMORAN	GGEE	AV	RECOLETA	Mujer	SANTIAGO	FABRICA DE MAQUINAS
3Z7hGlO75VAi	6	"PORQUE LO ENCUENTRO BUENO, PERO NO PERFECTO, SE PUEDE MEJORAR UN POCO; EN GENERAL LOS ENCUENTRO UN POCO INACCESIBLES, TODO TIENE QUE SER A TRAVÉS DE LA PAGINA WEB Y NO SIEMPRE UNO ENCUENTRA FACILMENTE LO QUE BUSCA. EN GENERAL LA CONECTIVIDAD ES BUENA."	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	ARQUITECTOS
o50Gh0c6KSvm	7. Muy satisfecho	PORQUE TIENEN BUENA SEÑAL, BUENOS TELÉFONOS, BUEN SERVICIO EN POST-VENTA, SIEMPRE QUE REQUIERO ME ATIENDE AL TIRO, LLEVAMOS AÑOS Y NUNCA HEMOS TENIDO PROBLEMAS CON ELLOS.	GGEE	AV	REQUINUA	Hombre	REGIONES	AGRÍCOLA
4X0DVgZv9g62	6	PORQUE DENTRO DE LOS SERVICIOS ES BUENO Y ESTABLE EN INTERNET BANDA ANCHA. LOS TIEMPOS DE RESPUESTAS SON ACEPTABLES PARA LOS REQUERIMIENTOS.	GGEE	MV	PROVIDENCIA	Hombre	SANTIAGO	COMERCIALIZADORA DE COSMÉTICOS
fkb6Ss0tijZ0	7. Muy satisfecho	PORQUE NO HEMOS TENDIDO NINGÚN PROBLEMA EN CUANTO A COMUNICACIÓN O CAÍDA DE LA SEÑAL	MEDIANA	MP	CORONEL	Mujer	REGIONES	REPARACIONES ELÉCTRICAS
cSdWcEnZBeRx	7. Muy satisfecho	PORQUE NUNCA HE TENIDO PROBLEMA, ME HAN SOLUCIONADO LOS PROBLEMAS QUE HE TENIDO, NO HE TENIDO CORTE DE CIRCUITO, CUANDO HE TENIDO QUE CAMBIAR SIEMPRE HE TENIDO RESPUESTAS RAPIDA	MICRO	Mas	SANTIAGO, PROVIDENCIA	Hombre	SANTIAGO	INVERSIONES
e3ZaLgN5ozDJ	6	PORQUE QUIERO EVALUARLO CON UN 6 NO MAS, NO MENTIRA, A VECES SE CAE A VECES FALLA LA COMUNICACION NO SIEMPRE, NO HAY INTERNET	PEQUEÑA	MV	SAN PEDRO DE LA PAZ	Hombre	REGIONES	INGENIERIA
epLnWbHhERc8	7. Muy satisfecho	porque no he tenido problema todos los requerimiento han sido solucionados.	GGEE	AV	CONCEPCION	Hombre	REGIONES	SERVICIO DE TRANSPORTE YRECUPERACION DE RESIDUOS METALURGICON
mUSM5ZjD3IJe	4	PORQUE SON COMPLICADOS SOBRE TODO LA FACTURACION, SON ENREDADOS USTEDES, SI SE ATRASA UN DIA SE LO CORTAN, SI TE TOCA PAGAR EL 15 Y NO PUEDES PAGAR Y PAGAS EL 16 DEBES PAGAR DOS MESES, Y SI LLAMAS TE ATIENDEN PESIMO, SOLO ESO.	PEQUEÑA	MV	CONCEPCION	Hombre	REGIONES	NOTARIA SERVICIO
SLzOrJIWkACh	4	NO ESTA CONTENTO CON EL SERVICIO, RESPUESTAS LENTAS.	GGEE	AV	SAN FERNANDO	Hombre	REGIONES	CENTRO MEDICO
eUiDRu2FG8Oh	6	PORQUE PODRÍA SER MEJOR SIEMPRE SE PUEDE MEJORAR TARIFAS Y COBERTURAS	GGEE	AV	FILICURA SANTIAGO	Hombre	SANTIAGO	TRANSPORTE DE CARGA POR CARRETERA
lNdmnZ2q1SDD	6	SIEMPRE ALGUNA FALLA DEL RESTO ES BUENO	GGEE	AP	METROPOLITANO	Hombre	SANTIAGO	ETIQUETAS
BUur1pjpMF8z	6	PORQUE ES BUENO EL SERVICIO DE RECONEXION CUANDO HAY ALGUN PROBLEMA A VELOCIDAD A OPERATIVIDAD Y A CONFIABILIDAD	GGEE	AV	ANTOFAGASTA	Hombre	REGIONES	AUTOMOTRIZ
WzoDrBSh7qMM	6	PORQUE EN GENERAL NO TENGO INCOVENIENTE CON ELLOS	MEDIANA	Mas	SANTIAGO CENTRO	Hombre	SANTIAGO	IMPORTACINES
zCX8lHZ2RcgE	7. Muy satisfecho	Buen servicio	GGEE	AV	santiago centro y concepcion	Hombre	SANTIAGO	Servicio de materiales eléctricos
w6fRLzImsDqB	6	funciona bien pero a veces falla, se cae la red.	PEQUEÑA	Mas	santiago	Hombre	SANTIAGO	corredor de propiedades
vQ7QVKo0xnG1	7. Muy satisfecho	porque desde que contrate el servicio funciona bien, no hemos tenido problema. la velocidad funciona bien. nada mas que agregar.	MEDIANA	AV	puente alto	Hombre	SANTIAGO	articulos agricolas y de manufactura
1kFGsXLye0xb	7. Muy satisfecho	PORQUE YA NO TENGO PROBLEMAS DE BAJAS, ES PAREJO LA LÍNEA CON LAS GIGAS, NO HABLO DE LA LÍNEA TELEFÓNICA, PORQUE SIEMPRE HE TRABAJADO CON ELLOS, ESTUVE TRABAJANDO CON MOVISTAR Y TUVE MUCHOS PROBLEMAS.	PEQUEÑA	Mas	VIÑA DEL MAR	Hombre	REGIONES	PANADERÍA, PASTELERÍA Y MARKET
TVaXf1hyrgDT	6	ORQUE ES UNA BUENA NOTA PARA UN SERVICIO QUE OFRECEN, EL COSTO ES MAYOR A LAS OTRAS EMPRESAS	GGEE	AV	LAS CONDES	Hombre	SANTIAGO	CONSTRUCCION
m9pTRQVCFeoC	6	PORQUE ACA DONDE ESTAMOS NOSOTROS SE NOS CORTA MUCHO EL INTERNET HAY MUCHAS INTERMITENCIAS EN EL INTERNET Y SE NOS VA LA GENTE NO PUEDE TRABAJAR ES UNA EMPRESA AGRICOLA COMO ESTAMOS EN EL CAMPO ES MAS DIFICIL LA SEÑAL SE VA MUY SEGUIDA	MEDIANA	MV	OVALLE COMUNA MONTEPATRIA	Mujer	REGIONES	AGRICOLA
J3yRTffIcbhX	6	POR QUE EL SIETE ES PERF4ECTO	GGEE	AV	VITACURA	Mujer	SANTIAGO	VENTAS AL POR MAYOR
rkZxWzsBB4g5	7. Muy satisfecho	no hemos tenido mayores problemas y al momento de hacer requerimientos son rapidos en las respuestas. Los ejecutivos siempre estan disponibles.	GGEE	AV	VITACURA	Hombre	SANTIAGO	INVERSIONES Y SERVICIOS
R2QNh92GDq3x	7. Muy satisfecho	"PORQUE NUNCA FALLA, INTERNET NO HE TENIDO PORBLEMAS CON LA RED Y UNA VEZ QUE FALLÓ ME REEMBOLSARON LA FALLA LOS DÍAS QUE FALLÓ Y TIENE MUY BUEN SERVICIO AL CLIENTE AHORA DIGAMOS, EN LA CUARENTENA ESTUVO MUY MALO PORQUE ESTABA TODO MUNDO EN TELETRABAJO ENTONCES SI UNO TENÍA UN PROBLEMA NO HABÍA CON QUIEN COMUNICARSE; PERO ADEMÁS ESTA LA PAGINA Y ES BASTANTE ÁGIL Y AMIGABLE PARA PAGAR, LA VERDAD ES QUE ES BASTANTE BUENA LA ATENCIÓN."	PEQUEÑA	Mas	LAS CONDES	Hombre	REGIONES	SERVICIOS DE CONSTRUCCIÓN
9wixJYSRU5Rw	6	EL SERVICIO ES BASTANTE ESTABLE, SIEMPRE ESTÁ ARRIBA, NO TENEMOS MAYOR PROBLEMA DE CAÍDA DE SERVICIOS Y NO PRESENTA PRESENTA PROBLEMA LAS LLAMADAS TAMPOCO, ASI QUE NO TENGO PROBLEMAS NI RECLAMOS POR ESTE LADO, PERO EL ÚNICO CONVENIENTE, MÁS QUE UN INCONVENIENTE, UN PUNTO NEGRO, EL SERVICIO POST VENTA ES UN POCO LENTO PARA DAR SOLUCIONES DE RESPUESTA, LO HE NECESITADO COMO DOS VECES Y NO ESTÁ CLARO NI FLUIDO EL PROCESO DE LA RESPUESTA DE LO QUE ES.	GGEE	AV	SANTIAGO	Hombre	SANTIAGO	GRÁFICO, IMPRENTA
im2cMx84mnUA	6	DERREPENTE ESTA UN POCO SATURADA Y SE DEMORA MAS EN DESCARGAR LAS PAGINAS, ARCHIVOS O SUBIR INFORMACION AL SISTEMA.	GGEE	AP	NATALES	Mujer	REGIONES	NAVIERA Y SERVICIOS PORTUARIOS.
MxKfK9TSJKBf	5	PORQUE SE DEMORAN DEMASIADO EN RESPONDER LAS SOLICITUDES EN QUE NECESITÁBAMOS AMPLIAR UNOS TRACK EN ANTOFAGASTA, ENTONCES, ESO SE SOLICITÓ HACE BASTANTE TIEMPO ATRÁS Y, RECIÉN HOY DÍA, LO CONTACTARON. EN LOS SERVICIOS FIJOS, ES POR LA DEMORA QUE ESTO PUEDE OCASIONAR EN LA ATENCIÓN DE LA SOLICITUD.	GGEE	AP	IQUIQUE	Mujer	REGIONES	IMPORTADORA Y EXPORTADORA
uNSGs30M9fKx	7. Muy satisfecho	PORQUE LA VERDAD NO HE TENIDO PROBLEMA CASI NUNCA POR LOS AÑOS QUE LO TENGO LO ENCUENTRO UNA BUENA COMPAÑIA. LOS AÑOS QUE TENGO NUNCA HE TENIDO PROBLEMA ENCUENTRO QUE ME SATISFACE	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	CONSTRUCCION
omDHXSjwWloH	6	PORQUE EL SERVICIO QUE PRESTAN ES BUENO PERO EL POST VENTA CAE, CUANDO OFRECEN UN PRODUCTO ESTÁ BIEN, PERO CUNDO HACEN LA INSTALACIÓN O NECESITO UN SOPORTE, NO SIEMPRE CUANTO CON EL SOPORTE INMEDIATO DE ENTEL	MEDIANA	MP	CUIDAD SANTIAGO	Hombre	REGIONES	EDUCACION
JOyBHerjTpsy	7. Muy satisfecho	tiene buenos precios, buena calidad del servicio y no han tenido problemas con ellos.	GGEE	AV	las condes	Hombre	SANTIAGO	cosmética y perfumería, distribución mayorista
Q2AH8bHLDYf6	6	PORQUE HAN HABIDO ALGUNOS PROBLEMITAS EN LAS DEMORAS DE ASISTENCIA EN EL TIEMPO QUE SE TOMA ENTEL EN RESOLVER LAS INCIDENCIAS QUE UNO REPORTA. PERO, DEL RESTO, TODO BIEN.	GGEE	AV	SANTIAGO, COMUNA PUDAHUEL	Hombre	SANTIAGO	SERVICIOS AEROPORTUARIOS
PiGgTv6veoqw	7. Muy satisfecho	NO HAN TENIDO MAYORRES PROBLEMAS CON EL TEMA DE LA COMUNICACION DE INTERNET	PEQUEÑA	AV	OVALLE	Hombre	REGIONES	AGRICOLA
vOZlYhCyZqhO	5	PORQUE ANTES DE EMPEZARA LA PANDEMIA TENIAMOS PROBLEMAS DE CONEXION	MEDIANA	Mas	VITACURA	Mujer	REGIONES	SERVICIOS DE INGENIERIA
2mpG20yUV7X7	5	PORQUE LA CALIDAD DE LA CONEXIÓN BAJA MUCHÍSIMO A PARTIR DE LAS 5 DE LA TARDE.	MEDIANA	MP	NUÑOA	Hombre	SANTIAGO	COMERCIALIZACIÓN DE EQUIPOS MÉDICOS
i7BYAbQ04UNL	6	"PORQUE NO HAY DE LA CONTRATACIÓN DE LOS SERVICIOS; POSTERIOR A ELLOS NO HAY UN SERVICIO POST VENTA DONDE ELLOS PUEDAN ENTREGARNOS NUEVAS TECNOLOGÍAS QUE ESTÁN SURGIENDO EN EL MERCADO, QUÉ MEJORAS NOS PUEDEN HACER RELACIONADO A PRODUCTOS NUEVOS, ETC. ENTONCES, ESE SERVICIO DE POST VENTA ES EL QUE YO ENCUENTRO POBRE EN ENTEL."	GGEE	AV	SAN BERNARDO	Hombre	SANTIAGO	METAL MECÁNICO
eNNGpiGuUTJm	7. Muy satisfecho	porque no  hemos tenido problemas de conectividad cuando los he tenido problemas  llamamos y hay una rápida solución y por costos si queremos acceder a mejores costo es exequible	MEDIANA	AV	maip	Mujer	SANTIAGO	agroindustria
87kewrALJi4j	6	SIEMPRE HAY UNA QUE OTRA FALLA TECNICA QUE HAY QUE RESOLVER.	MEDIANA	AV	QUILLOTA	Hombre	REGIONES	INMOBILIARIA
XdYBUYqotmp4	5	POR QUE  A VECES SE CAE EL SISTEMA O TENGO POCO INTERNET	MEDIANA	MP	VITACURA	Hombre	SANTIAGO	PELUQUERIA
uPf0sufgUdeG	5	INTERMINTENCIA EN EL SERVCIO DE INTERNET AVECES NO FUNCIONA ESTA MALO NO HAY SEÑAL	PEQUEÑA	MV	NUÑOA	Mujer	SANTIAGO	CONSTRUCCION
S88CHQR5QMYC	6	PORQUE NO SIEMPRE ESTA BUENA EL INTERNET SE CAE.	PEQUEÑA	MP	SANTIAGO-PROVIDENCIA	Hombre	SANTIAGO	INVERSIONES
yQH7JBd7CeCl	6	PORQUE SIEMPRE SE PUEDE MEJORAR, QUIZÁS LOS COSTOS BAJAR LOS COSTOS.	GGEE	AV	SANTIAGO PROVIDENCIA	Hombre	SANTIAGO	COMPAÑIA IMPORTADORA DE FRUTAS
ChHzFHZni0Qx	6	PORQUE TENGO ALGUNAS INEFICIENCIAS POR PROPUESTAS ECONOMICAS DE NUEVOS SERVICIOS O CAMBIO DE SERVICIOS SE HAN DEMORADO MUCHO EN LA RESPUESTA NO LO DEMAS ESTA BIEN SOBRE LOS PARAMETROS	GGEE	AV	LOS ANGELES	Hombre	SANTIAGO	FORESTAL
K503HCEtIU0g	6	"PORQUE TENGO BASTANTE PROBLEMAS CON UN SERVICIO EN ARICA CON LA RECEPCIÓN DEL SERVICIO DE INTERNET; EN LA VELOCIDAD, EN LOS CORTES Y EN LA CONTINUIDAD OPERATIVA."	GGEE	AV	ARICA	Hombre	SANTIAGO	ESTRACCIÓN DE MINERALES
Yz2KNRNPU9zJ	7. Muy satisfecho	Porque la atencion al cliente es rapida, facil y sencilla.  En el fondo tienen muy buenas respuesta y la convierte en el numero 1 de las que hemos tenidos	PEQUEÑA	Mas	Guechuraba	Hombre	SANTIAGO	Agrícola
azFEN3pzjrU8	7. Muy satisfecho	funciona bien, servicio permanente, y los reclamos los atienden de manera rápida.	GGEE	AV	Utaguel	Hombre	REGIONES	grandes tiendas (no se entendio bien)
txS1HhjOwlDj	5	PORQUE HA PRESENTADO CIERTAS FALLAS EN TELEFONÍA IP.	GGEE	AV	PROVIDENCIA	Hombre	SANTIAGO	CONSULTORÍA EN INGENIERÍA
6Ajymt3GrseB	6	PORQUE NO TENEMOS MUCHO PORBLEMAS Y SOLUCIONAN LOS PROBLEMAS SE DEMORAN UN POCO BIEN	GGEE	AV	SANTIAGO	Hombre	SANTIAGO	ARRIENDO DE MAQUINARIA
2bu9c5jQoN7f	6	PORQUE CONSIDERO QUE EL INTERNET DEBERIA SER MEJOR EN CUANTO A SUBIDA DE DATOS	GGEE	AV	SANTIAGO LO ESPEJO	Hombre	SANTIAGO	ARRIENDO DE BIENES INMUEBLES
mblHCKH0klvp	7. Muy satisfecho	PORQUE ESTOY COMPLETAMENTE SATISFECHOS ES UN SERVICIO CONTANTE, A PRECIO RAZONABLE, HE HECHO AJUSTES EN LA CUNETA Y LA CALIDAD  DE SERVICIO ES BUENO	PEQUEÑA	MV	la condes	Hombre	SANTIAGO	inmobiliaria
RPE4IrKJwF5e	6	EL SERVICIO ES BUENO, PERO UN POCO BUROCRÁTICO. SOLICITUDES, BUROCRACIA NADA MÁS QUE ESO.	GGEE	AV	METROPOLITANA	Hombre	REGIONES	ILUMINACIÓN PÚBLICA
PWxF7Z612TpU	3	"PORQUE TENGO MUCHOS PROBLEMAS CON ELLOS EN TODOS LOS SENTIDOS POR EJEMPLO EN LA RED FIJA ME LLAMÓ UNA NIÑA COMO 2 MESES ATRÁS QUE ME CAMBIABAN LOS MONITORES, LOS MODEM, TODO ME CAMBIARON, Y YO LE DIJE ""OIGA, ÉSTO NO ME CAMBIA LOS NÚMEROS"" RESULTA QUE ERA UN PLAN NUEVO, ESO ESTÁ GRABADO, ERA UNA VENDEDORA QUE ME VENDIÓ UN PLAN NUEVO, YO TUVE QUE LLAMAR UNOS DÍAS ATRÁS A ENTEL PORQUE ELLA ME DIJO QUE IBA HABER LOS MISMOS NÚMEROS, IBA HACER LA PORTABILIDAD Y ESO NUNCA EXISTIÓ Y ESO ESTÁ HECHO, EL RECLAMO EN ENTEL, FUE UNA MENTIRA, ME ESTABAN VENDIENDO UN PLAN NUEVO NO RESPETANDO EL ANTIGUO, HABÍA UNA BAJA DE TARIFA PERO ME MINTIÓ, YO DIJE QUE SI PORQUE ME ESTABA VENDIENDO UNA COSA QUE ERA POR LO MISMO PERO ME CAMBIABA EL MODEM, TODO ESO ME CAMBIABA PERO ERA UN PLAN NUEVO, O SEA ME MINTIÓ, ESO ESTÁ GRABADO, YO LE PREGUNTÉ QUE SI ESTO ERA UNA COSA NUEVA Y ME DIJO QUE NO Y ERA UNA COSA NUEVA; PORQUE ME MINTIÓ TENGO DOS LÍNEAS FIJAS EN LA OFICINA EN ESTOS MOMENTOS LA OFICINA ESTÁ SEMI CERRADA, HACE UN MES ATRÁS ESTABA CERRADA ENTONCES ME DIJO QUE SI YO VOY A CAMBIAR VOY A SEGUIR CON LOS MISMOS NÚMEROS, ""A SEGUIR USTED IGUAL PERO ESTÁ EN BAJA PERO SI TENGO QUE CAMBIAR LOS MODEMS"" Y LA VENDEDORA ME MINTIÓ ERA UNA VENDEDORA A PARTE, Y ME CAMBIÓ TODO EL SISTEMA, TUVE QUE LLAMAR A ENTEL A LOS 10 DÍAS QUE ME HACE EL CAMBIO PORQUE NO EXISTÍA LA PORTABILIDAD Y AHÍ FUE QUE ME DIJERON QUE HICIERA UN RECLAMO, SI, EL PLAN ME BAJÓ PERO FUE UNA MENTIRA COMO LO HIZO."	PEQUEÑA	Mas	SANTIAGO	Mujer	SANTIAGO	CAPTACIÓN
LqoGHSJdxweD	7. Muy satisfecho	MAS QUE NADA POR EL SOPORTE , CUANDO NECESITAMOS RESOLVER UN PROBLEMA SIEMPRE ESTAN DISPONIBLE PARA RESOLVERLO , EN RESUMEN ES MAS POR EL SOPORTE	GGEE	AP	PROVIDENCIA	Hombre	SANTIAGO	ASENSORES
H8ugenzWmRFZ	6	PORQUE SIEMPRE ES PERCEPTIBLE UN POCO MÁS, EN DETALLES DE LA CUENTA Y COSAS ASÍ.	GGEE	AV	PROVIDENCIA	Hombre	REGIONES	SERVICIOS SANITARIOS
JllqpZG1jmwu	5	SE NOS HAN PRESENTANDO CIERTOS INCONVENIENTES CON ENTEL POR EJM FACTURAS YA PAGADAS, CORTES DE SERVICIOS ENTRE OTROS	GGEE	AV	LAS CONDES	Mujer	SANTIAGO	CONSTRUCCION
Z7x7cBP2TDWM	6	no es perfecto, a veces tiene problemas de conexión, los precios no son los mejores.	PEQUEÑA	MV	N/	Hombre	NS/NR	informatica
b8uN5qMpLOBK	7. Muy satisfecho	PORQUE NO HE TENIDO NINGUN PROBLEMA Y EL SERVICIO ES MUY BUENO .	MEDIANA	MV	SANTIAGO	Mujer	SANTIAGO	FABRICA DE COLCHONES
