encriptado	SEG_GOL	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?
G1fP5QumjDTM	AP	Mujer	5	PORQUE TENIA VARIAS CAÍDAS DE LOS SERVICIOS Y SE DEMORAN EN LA RESPUESTA A LOS REQUERIMIENTOS
bpH0od8gJHkk	MV	Mujer	7	PORQUE EL INTERNET ES BUENO Y RÁPIDO
diLFd12RknOb	MasPrem	Hombre	7	PORQUE EL SERVICIO POST VENTA A SERVICIO POST VENTA EN GENERAL YO DIRÍA QUE ES EL MEJOR DE TODAS LAS EMPRESAS. (NO DA MÁS INFORMACIÓN).
4vfTMjloYjEx	AV	Hombre	7	PORQUE NUNCA HEMOS TENIDO MAYORES PROBLEMAS CON ELLOS Y TODO HA FUNCIONADO BIEN
O1T4RxMuJ80E	AV	Hombre	5	COBROS INJUSTIFICADOS, LA FACTURA NO SE ENTIENDE MUY BIEN, CUANDO UNO SOLICITA INFORMACIÓN SOBRE LA CUENTA LA INFORMACIÓN NO CONCUERDA O SIMPLEMENTE NO LA DAN, ES UN SERVICIO ESTABLE DENTRO DE LO QUE TENEMOS HA SIDO ESTABLE
aXQUsTVmPcG2	AV	Hombre	4	PORQUE LA SEÑAL DE LOS TELÉFONOS MÓVILES ES MUY MALA, EN CUANTO A INTERNET BANDA ANCHA ES BUENO YA QUE LA SEÑAL ES BUENA Y SE PUEDE SUBIR INFORMACIÓN FÁCIL
R9Kt9OHHYHcj	MV	Mujer	7	POR QUE NUNCA HEMOS TENIDO PROBLEMAS CON LA CONECTIVIDAD.
JGWacUBVBOUb	MasPrem	Hombre	5	POR EL PRECIO YA QUE ES MUY ALTO (NO DA MAS INFORMACIÓN)
f3H5Cbsw5IG5	MasPrem	Mujer	6	PORQUE HEMOS TENIDO ALGUNOS TEMAS DE QUE SE CAEN LA LÍNEA O SE PIERDE EL ACENTO TELEFÓNICO, PERO SOLUCIONAN RÁPIDO ESE TEMA.
3g1HCJCcHIQJ	AP	Hombre	6	POR DIVERSAS FALLAS, QUE HEMOS TENIDO DE SERVICIO DE INTERNET Y DE TELEFONIA
a29STSfz3lQZ	MV	Hombre	6	BÁSICAMENTE PORQUE SON BASTANTE AGILES A VECES SE DEMORAN UN POQUITO PERO EN GENERAL RESUELVEN LOS PROBLEMAS Y HAN MEJORADO MUCHO SU INTENCIÓN EN CUANTO  EFECTIVIDAD PRINCIPALMENTE, NO DICEN MIRE LLAME DESPUÉS O NO PUEDO RESOLVERLO SIEMPRE SE PREOCUPAN DE QUE EL TEMA ESTE RESUELTO ÚLTIMAMENTE EN LOS ÚLTIMOS TRES MESES A MEJORADO UN MONTÓN
9JF8xIfy1oHn	AV	Hombre	5	PORQUE LO QUE OFRECEN NO ES LO MISMO QUE DAN, A VECES DICEN UNA VELOCIDAD EN INTERNET Y NO ES LO QUE OFRECEN, LA SUBIDA ES IGUAL TENEMOS 200 MEGAS Y AL FINAL SON 20 MEGAS, ESO ES.
Gj5HrkBjViMT	MV	Hombre	5	DEJEMOS LO ASÍ NO MAS, 5. SI FUERA EXCELENTE EL SERVICIO SERÍA MAYOR, PERO NO LO ES.
vE5p4jAHzFQC	Mas	Hombre	6	POR QUE A VECES SE NOS CAE EL INTERNED Y HACE 3 DÍAS NO TENÍAMOS
wxl8MNfNlPcE	MV	Hombre	7	PORQUE ME RESUELVEN LOS PROBLEMAS Y LA COMUNICACION ES MUY BUENA POR EJEMPLO HABLO CON USTES Y YO LA ESCUCHO BIEN Y USTED ME ESCUCHA BIEN
Ra4tjpSlngV0	MP	Hombre	5	"PORQUE LA CONECTIVIDAD NO ES MUY BUENA POR NO SER FIBRA ÓPTICA; SI, ES MEDIO LENTO EL TEMA."
vZGLSryBellA	AV	Hombre	7	ES SUPER ESTABLE LO QUE ES LA COMPAÑIA NO SE CAE, LO GENERALES ESTAN BIEN SON RAPIDOS EN TEMAS DE LOS COBROS NUNCA HEMOS TENIDO PROBLEMAS, SUPER BIEN TODO
W2ah3nKLF4t2	MV	Hombre	6	POR QUE A VECES E CAE UN POCO EL INTERNET, A VECES NO TENEMOS LAS RESPUESTAS RÁPIDAS CUANDO LAS SOLICITAMOS.
dXWsvbeLsazQ	AV	Hombre	7	PORQUE FUNCIONAN Y CUANDO TENEMOS PROBLEMA LOS RESUELVEN PARIDO
xyyoyvReIMII	AV	Hombre	6	PORQUE A PESAR DE TODO, HAY SERVICIOS QUE NO OPERAN AL 100% EN CUANTO A SERVICIOS, CAÍDA DE SERVICIOS, AUNQUE ACTUALMENTE HA ESTADO TRABAJANDO BASTANTE BIEN PERO EN GENERAL SI RESUMO LO QUE FUE EL AÑO PASADO, NO FUE 100% BUENO EN CUANTO A CAÍDA DE FIBRAS, PERDIDAS DE CONEXIÓN, O DE HECHO IGUAL NO ES PERFECTO TAMPOCO ENTEL.
3Qy1oPDPRrRZ	MV	Hombre	6	PORQUE HE TENIDO RAPIDEZ CON RESPECTO AL TEMA DE COMUNICACIÓN, NO HE TENIDO PROBLEMAS. NO SIETE BÁSICAMENTE PORQUE EN MUY POCAS OCASIONES HEMOS TENIDO ALGÚN EVENTO DE COMUNICACIÓN, SE HA CORTADO LA FIBRA PERO ALGÚN ACCIDENTE AJENO A LA EMPRESA MAS BIEN.
u0QTTSochREu	MP	Hombre	3	PORQUE NO ME HAN PODIDO MEJORAR EL INTERNET DESDE MIS REQUERIMIENTOS YA QUE TENGO 2 MEGAS DE BAJADA Y NECESITO 20 O 30 Y NO HAN PODIDO MEJORAR LA VELOCIDAD
HJ4RJFCxRwe8	Mas	Hombre	4	PORQUE NO RESPONDE DE FORMA RÁPIDA Y OPORTUNA A LAS EMERGENCIAS QUE SE SOLICITAN.
ZlXYK6IeClGh	MV	Mujer	5	POR LAS RESPUESTA, ES DECIR CUANDO SE CAÍA EL SISTEMA NO NOS DAN SOLUCIONES INMEDIATAMENTE.
PvkTa3FkCocV	AP	Mujer	6	NO HEMOS TENIDO INCONVENIENTES (NO DA MAS INFORMACIÓN)
EUTGGKqybUIP	MP	Hombre	7	PORQUE ES BUEN SERVICIO EN CUANTO A LA CONECTIVIDAD, Y AL SERVICIO DE POST VENTA.
e1XMj7lkk3lP	MV	Hombre	5	PORQUE HE TENIDO ALGUNOS INCONVENIENTES CON LA EMPRESA EN CUANTO A LOS COBROS DE MI CUENTA.
qFFPGCrZOIBa	MP	Hombre	6	POR QUE AVECES FALLA UN POCO LA SEÑAL.
h37XLAm7xUA0	MP	Hombre	6	EN REALIDAD ES UN SERVICIO BASTANTE BUENO EN CUANTO A ESTABILIDAD, PERO DE REPENTE SE HA CAÍDO POR ESO NO LO EVALUÓ CON EL 7.
DBK7sLeXO2Qn	AP	Hombre	7	HE TENIDO BUENA ATENCIÓN Y NO HE TENIDO PROBLEMA, BUENA ATENCIÓN CADA VEZ QUE ME LLAMAN, ME CONTESTAN INMEDIATAMENTE Y NO TENGO MAYOR INCONVENIENTE CON ESO ES DECIR ME RESPONDEN RÁPIDO.
PRzhpDC3R5SD	MV	Hombre	4	PORQUE  TENGO ARTOS PROBLEMA Y PAGO UN SERVICIOS MUY CARO PARA LO QUE TENGO DE CONECTIVIDAD, SERVICIOS, CUANDO QUIERO LLAMAR A LA PLATAFORMA DE SERVICIOS NO ME CONTESTAN
7yit1R0puzg6	MV	Mujer	5	POR QUE AVECES SE CAE LA BANDA, EL INTERNET.
98b0bRkShpz2	AV	Hombre	5	"PORQUE SON LENTOS PARA REACCIONAR; EN SOLICITUDES PRINCIPALMENTE."
vPDDKAaBLsX5	AP	Mujer	7	POR QUE ME HA DADO LOS SERVICIOS QUE LA EMPRESA REQUIERE.
Mqy6IpSK8OdV	MV	Hombre	6	PORQUE HAY PARTES DONDE SE PIERDE LA SEÑAL.
lJmKZBLLcFbw	MasPrem	Mujer	5	"PORQUE A RATOS NO ES TAN BUENO EL INTERNET; ES LENTO."
1ho6pNRnNSnP	MasPrem	Hombre	7	PORQUE LA VERDAD ES QUE SIEMPRE HE RECIBIDO UN BUEN SERVICIO, EL SERVICIO DE SOPORTE, Y NO HE TENIDO NINGÚN PROBLEMA CON ENTEL
Bhuld5sVQHJy	MasPrem	Mujer	6	PORQUE ES UNA BUENA EMPRESA, ES UNA BUENA CALIFICACIÓN, REPRESENTA BIEN SU TRABAJO, PERO NO SE SI ES PROBLEMA DE ELLOS O DEL EDIFICIO DONDE ESTAMOS PERO DE REPENTE COMO QUE CUESTA TENER COBERTURA, SE CAE.
CoVqFIOml3ub	MP	Hombre	6	"PORQUE NO HAN SOLUCIONADO UNOS PROBLEMAS QUE TENEMOS PENDIENTES;PEDÍ SUBIR LA VELOCIDAD Y NO HAN SOLUCIONADO"
flQckBh3I2KZ	AV	Hombre	6	PORQUE ÚLTIMAMENTE HAN ESTADO FALLANDO LAS SEÑALES EN CUANTO A TELEFONÍA Y TRASMISIÓN DE DATOS
zvriz0uHAupK	AV	Hombre	6	POR QUE ES MUY RECURRENTE, HAY PROBLEMAS MUY RECURRENTES. ME GUSTA LA SOLUCIÓN DEL PROCESO.
hS7h1dRobfLG	AV	Hombre	6	PORQUE TRABAJAN BIEN, PERO LES FALTA LOS TIEMPOS DE RESPUESTA EN GESTIONES NO TÉCNICAS MAS QUE NADA ADMIRATIVAS SE DEMORAN UN POCO ALGO MAS INTERNAMENTE, TRABAJAN BIEN EN CUANTO A LO TÉCNICO.
8hFLIDl5Xg6P	AV	Hombre	6	NO ES MALO UN SEIS ES BUENO SOLAMENTE PODRIAN MEJORAR REPORTES CUANDO HAY FALLAS LO SOLUCIONAN Y YA PERO NO INFORMAN EL PROBLEMA Y ES BUENO EN QUE ATIENDEN SIEMPRE EL LLAMADO DE ATENCION ES EXPEDITA Y DAN SOLUCIONES RAPIDAS, EL EXPERTIS ES BUENO TECNICAMENTE
7jYa1cvTz6Xr	MasPrem	Mujer	7	PORQUE YO LOS MOLESTO ARTO Y ME HAN ATENDIDO BIEN, EN CUANTO RAPIDEZ, AMABILIDAD, ME HAN SOLUCIONADO EL PROBLEMA ESO SON LOS TRES PUNTOS QUE POR LO MENOS A MI ME FUNCIONAN
yY965SD3vzEY	AV	Hombre	7	POR BUENA CALIDAD DE SERVICIO EN CUANTO A LA TRANSMISIÓN DE DATOS QUE ES LO QUE LO QUE NOS IMPORTA A NOSOTROS
v7PKKPz96laL	MasPrem	Mujer	6	BUENO POR QUE DE REPENTE HE TENIDO ALGUNOS INCONVENIENTES, EN CUANTO A INTERMITENCIA EN EL INTERNET.
fk11PHbARz7r	MV	Hombre	6	PORQUE HEMOS TENIDO PROBLEMAS EN LA PRESTACIÓN DE RECONEXION DEL SERVICIO
cqASloyQHJpl	AV	Mujer	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA CON ENTEL EN EL INTERNET, EL SERVICIO ES BUENO NO SE CAE NO TIENE INTERMITENCIA
ga80ea5FBvlZ	Mas	Hombre	7	PORQUE EN COMPARACIÓN CON OTRAS COMPAÑÍAS SON MUCHO MÁS ESTABLES, EN CUANTO A LA COMUNICACIÓN MISMA DE LO CONTRATADO, A LOS DATOS Y MÁS ABIERTOS AL DIALOGO.
rKv5jO4hEuUt	MasPrem	Hombre	7	POR LA CALIDAD DEL SERVICIO, EN CUANTO A QUE ES SIEMPRE PERMANENTE, NO TIENE CAÍDAS, ES CONSTANTE NO TIENE PROBLEMAS.
9pewvd8h9HRC	MasPrem	Mujer	5	"PORQUE ES MALA LA SEÑAL DE LA BANDA ANCHA; SOLAMENTE TIENEN QUE PONER FIBRA ÓPTICA Y ES MUY CARA EN ESTE SECTOR."
gk708P0opkAz	MV	Hombre	7	PORQUE NUNCA ME HA FALLADO NI POST VENTA NI DADA, TIENEN BUENAS TARIFAS, BUENA SEÑAL Y BUENA REALIDAD.
HT2PseWi6zXW	MP	Hombre	6	PORQUE HEMOS TENIDO UN PAR DE PROBLEMAS DE PARTE DE INTERNET QUE SE CAE EL SITEMA Y TENEMOS QUE ESTAR LLAMANDO Y QUEDAMOS SIN INTERNET Y ESTO ES UN NEGOCIO
drO4FtgB8mS3	MP	Hombre	7	PORQUE LA VERDAD NUNCA TENGO PROBLEMAS DE SEÑAL NI TAMPOCO DE INTERNED BASTANTE ESTABLE LA SEÑAL DE PARTE CABLEADA Y DE TELÉFONO Y TODO ESO
unRDjrXp19IQ	MP	Hombre	5	PORQUE HAY PAGINAS LAS CUELES INCLUYENDO NUESTRA EMPRESA SE BLOQUEAN NO PUEDO INGRESAR ESTANDO CONMEMORADO A LA RED DE INTERNED VARIAS  VECES ME PASADO E LLAMADO HAN VENIDO REINICIAN Y 5 A 10 DÍAS Y SE VUELVE A CAER ENTRO A TRAVÉS DEL CELULAR Y SIRVE PERO NO A ESTE RED WIFI
7wbuK458zFt6	MV	Hombre	7	PORQUE NUNCA HEMOS TENIDO PROBLEMAS Y CUANDO LOS HEMOS TENIDO LO HAN SOLUCIONANDO DE INMEDIATO, NO HEMOS TENIDO NUNCA PROBLEMAS CON ENTEL EN REALIDAD Y ME HA GUSTADO QUE SON MUCHO MAS PREOCUPADOS CON SUS CLIENTES.
k9ZFfOK81Val	MasPrem	Hombre	6	PORQUE TODO NO ES PERFECTO Y 7 ES PERFECTO, ME HA GUSTADO QUE NO HE TENIDO PROBLEMA CON LA RED, SIEMPRE TENGO DISPONIBILIDAD, ME ATIENDEN BIEN Y NO HE TENIDO PROBLEMA CON LOS EJECUTIVOS.
OJHQ06Z3KvB4	MasPrem	Hombre	6	POR QUE ES UN BUEN SERVICIO NO HE TENIDO MUCHOS PROBLEMAS DURANTE EL TIEMPO QUE HEMOS TENIDO, HE TENIDO PROBLEMAS PERO HAN SIDO MENORES, BUEN SERVICIO POR QUE ME DAN EL SERVICIO QUE CONTRATE.
FhyrnbCflUkc	MP	Hombre	6	POR QUE DE REPENTE SE CAE Y ANDA LENTO :EN CUANTO A LA VELOCIDAD
DTsY8er1Euuk	MV	Mujer	6	POR QUE PODRÍA SER MEJOR. ME GUSTA QUE TIENE BUENA SEÑAL, NO TENGO PROBLEMA DE COBERTURA.
fCgE0u0XFD99	MV	Hombre	4	PORQUE LAS ÁREAS COMERCIALES SON MUY MALAS, LA EMPRESA LAS GESTIONES COMERCIALES, EL TEMA DE LA UBICACIÓN DEL ENLACE NUEVO, EL TEMA DE LAS FACTIBILIDADES, LA OPCIÓN DE COMPETITIVIDAD DE LOS PRODUCTOS, CAMBIAR UNA PLATAFORMA EN LA CUAL UNO PUEDA TRABAJAR A LA PAR CON ELLOS.
wVF6WMcklpFZ	MV	Mujer	6	ME CAMBIARON EL EJECUTIVO Y EL QUE TENGO AHORA NO LO CONOZCO TODAVÍA Y HE PEDIDO ALGUNAS COSAS Y EN COMPARACIÓN DEL OTRO EJECUTIVO NO JUNTAN BUENOS RESULTADOS, NO ES MALO, EL OTRO ERA MUY BUENO, MENOS INTERÉS EN CUANTO A CAMBIOS DE TELÉFONOS, NOS ROBARON AHORA HACE POCO UN TELÉFONO, NO HABÍA SEGURO EN LOS EQUIPOS, LA ATENCIÓN ES MAS A LO LEJOS, NO HAY TANTA PREOCUPACIÓN
tM6bEp0wr6UY	MV	Mujer	6	PORQUE NO TODO ES EFICIENTE EN ESTA VIDA, ASÍ QUE POR ESO UN SEIS,EN REALIDAD TIENE TODO BUENO SOLO QUE SE CAE LA SEÑAL PERO YO CREO QUE ES UN TEMA QUE PASA EN TODAS LAS COMPAÑÍAS, PERO NO TENEMOS PROBLEMAS EN REALIDAD,BUENO EN CUANTO AL SERVICIO, QUE SIEMPRE ESTÁN INFORMANDO LOS EJECUTIVOS EN LOS CAMBIOS Y TODO.
pwsQC2bY9xTD	MP	Hombre	6	PORQUE ES EFICIENTE, TRABAJAN BIEN YA QUE FUNCIONA EL INTERNET Y FUNCIONAN LOS TELÉFONOS, NO HAY NI UN PROBLEMA EN CUANTO A ESO
Jerdpp0MhIUz	AP	Hombre	7	PORQUE ESTOY SATISFECHO CON LOS SERVICIOS DE TELEFONÍA FIJA Y DE INTERNET, MANTENGO UN SERVICIO CONSTANTE EN CUANTO SEÑAL SIEMPRE ESTA EL SERVICIO CONSTANTE, NO SE NOS CAE
7a5ZmfhK8JRK	MV	Mujer	3	"POR QUE LA VERDAD EL INTERNED DEJA HARTO QUE DESEAR, ES MUY INTERMITENTE NO TENEMOS UN SERVICIO ESTABLE;EN CUANTO A QUE PRESENTA CORTES ES LENTO , NOS OFRECIERON UN SERVICIO Y DESUDES ME DIJERON QUE EL SERVICIO PARA LA CANTIDAD DE GIGAS EL SERVICIO TENIA QUE SER CABLEADO Y SOMOS UNA EMPRESA Y NO PUEDO TENER CABLEADO TODA LA OFICINA CUANDO LO CONTRATE PEDÍ WIFI ME HUBIERAN OFRECIDO ALGO MAS POTENTE NO TENGO PROBLEMA CON EL PRECIO,PERO ME DICEN QUE CON ESO ME IVA A IR BIEN Y NO ES ASÍ"
XL1RKaTD8X11	MV	Mujer	7	PORQUE NO HEMOS TENIDO PROBLEMAS, NI FALLAS Y TODO FUNCIONA BIEN
F4f1oWTB6JFu	AP	Hombre	7	PORQUE SE HIZO POS VENTA, LA COMUNICACIÓN QUE MANTENGO CON EL EJECUTIVO Y EL SERVICIO ES OPTIMO EN TÉRMINOS DE CONECTIVIDAD.
37sa3QLPRWep	MP	Hombre	5	PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS DE CONEXIÓN CON EL INTERNET, SE CAE A VECES
svLSgUtU5Xks	MasPrem	Hombre	6	PORQUE ESE UN SERVICIO QUE FUNCIONA MUY BIEN, PERO NO TAN BIEN, EL INTERNET ES LENTO DENTRO DE LA OFICINA, HAY DÍAS QUE NO SE PUEDE CONECTARSE BIEN, SE DESCONECTA Y SE CAE EL INTERNET CUANDO NO HAY MUCHO USUARIOS, Y DE RESTO TENGO TELEFONÍA FIJA Y MÓVIL, Y TODO ESTA BIEN
07kKVNj3bHLx	Mas	Hombre	4	EL SERVICIO A VECES SE CAE Y NO TIENE BUENA COBERTURA (NO DA MAS INFORMACIÓN)
5AAk4JMAdmUt	AP	Hombre	7	PORQUE ES BUENO Y DA UN BUEN SERVICIO EN CUANTO A TODO SIEMPRE NOS DAN UN BUEN SERVICIO, CUANDO TENEMOS ALGÚN PROBLEMA NOS DAN LA RESPUESTA AL TIRO.
UDM465F7IFyL	Mas	Hombre	4	PORQUE LLEVO 4 MESES DE TRATAR UN SOLUCIONAR UN TEMA DE TELÉFONO Y ME LO SOLUCIONARON EN MARZO Y LA PETICIÓN ESTABA DESDE NOVIEMBRE
kG9fXlBqXFna	AV	Hombre	7	"PORQUE CLARO ES MUY INESTABLE;ES QUE YO E PROBADO TODOS Y ENTEL ES LA CONEXIÓN ES ESTABLE ME DA BUEN SERVICIO EL CALL CENTER CONTESTA ESE TIPO DE COSAS"
T8dMCL7zhiqN	AP	Hombre	7	PORQUE EL SERVICIO NO ES MALO, ES BUENO LA  ATENCIÓN ES RÁPIDA A LA RESPUESTA A MIS NECESIDADES
xgKsIQkiZSbG	AV	Mujer	7	PORQUE CUMPLE CON EL FIN POR EL CUAL FUE CONTRATADO, YA QUE NOS MANTIENE BIEN CON EL ESTADO, ES UN SERVICIOS SÚPER ESTABLE Y LA VELOCIDAD STA PERFECTA PARA NOSOTROS
k8zXA9byUlHS	MP	Mujer	6	HEMOS TENIDO ALGUNOS PROBLEMAS PEQUEÑOS PERO LA MAYORÍA LOS HAN SOLUCIONADO. EL SERVICIO NO ES TAN BUENO POR QUE DE REPENTE SE PONE LENTO NO SE POR QUE SERA SI ES POR QUE HAY MUCHOS COMPUTADORES.
xewVAuowKvQJ	AP	Hombre	6	PORQUE FALTA OFICINA TÉCNICA, EL SERVICIO FUNCIONA BIEN PERO NO HAY COMO SEGUIMIENTO, NUNCA HEMOS TENIDO PROBLEMAS DE RED
7FH9wdB8aZaO	MV	Hombre	6	POR QUE HA SIDO BUENA, PERO EN MI OFICINA TENGO MALA SEÑAL, POR QUE TIENEN COBERTURA EN TODOS LADOS, NOS ATIENDEN BIEN, TENEMOS BUENOS PRECIOS, ME REGALARON UN TELÉFONO.
43jhEbo7fNQK	MV	Hombre	5	PORQUE SOLICITAMOS EL CAMBIO DE UN ENLACE, SUPUESTAMENTE PARA DICIEMBRE DEBERÍA DE ESTAR LISTO Y TARDARON TRES MESES EN QUE ESTUVIERA LISTO, POR ESO ES LA NOTA, PERO DE RESTO TODO HA FUNCIONADO.
uHLboU9n4vXT	AP	Hombre	6	PORQUE A VECES SE CAE EL INTERNET
fSnArC3LzCcH	MP	Hombre	7	POR QUE LAS VECES QUE HEMOS TENIDO ALGÚN INCONVENIENTE HAN VENIDO A REPARAR DE INMEDIATO NO MAS HABLO DE UN DÍA Y LAS RESPUESTA SON BUENAS Y EL SERVICIO TAN  BIEN
UxFJT7F6BET0	AP	Mujer	6	POR QUE SIEMPRE HAY ALGO QUE SE PUEDE MEJORAR. ME GUSTA LA COBERTURA.
8sbmgLlNP4fo	AP	Hombre	6	EN GENERAL BUENA ATENCIÓN Y CUMPLEN CON LOS TIEMPOS Y PLAZOS DE LOS REQUERIMIENTOS.
uRjZA6U7J5aK	MP	Mujer	5	POR LA DEMORA EN LA SOLUCIÓN DE REQUERIMIENTOS, (NO DA MÁS INFORMACIÓN).
kwp1NMOWjo7z	Mas	Hombre	5	PORQUE PODRÍA SER MEJOR EN CUANTO AL PRECIO (NO DA MAS INFORMACIÓN)
StKKoG0yXVKr	AV	Hombre	7	EL TIEMPO DE RESPUESTA A LAS SOLICITUDES ES MUY RÁPIDO, FACILITAN OTRAS OPCIONES, NO LIMITAN A DAR UNA RESPUESTA NEGATIVA SIEMPRE BRINDAN OTRAS OPCIONES
r0WIw0JmFUT5	Mas	Mujer	7	PORQUE LA CALIDAD DEL SERVICIO Y NO HAY DIFICULTADES HASTA EL MOMENTO, APARTE POR EL PRECIO Y LA ATENCIÓN O SERVICIO AL CLIENTE.
AiZAUFljN6Ij	MV	Mujer	5	PORQUE NO OPERABA EL SISTEMA DE TODO LO QUE TOMAMOS CON ENTEL, APARTE EN LA IMPLEMENTACIÓN DE LOS CAMBIOS SE DEMORA MUCHO.
rWpkYRg5PzpK	MV	Hombre	5	PORQUE PENSAMOS QUE ERA LA GRAN SOLUCIÓN, Y NO HAY MUCHA DIFERENCIA CON MOVISTAR. ES DECIR EN CUANTO A SERVICIO, ME REFIERO A QUE PESAMOS QUE IBA A SER MEJOR EL TEMA, PERO ACTUALMENTE NO HAY GRAN DIFERENCIA CON MOVISTAR.
MifFKiVyQIbZ	MV	Hombre	6	PORQUE NO HAS IDO BIEN CON ELLOS Y SIEMPRE RESPONDEN POR INCOBVENINETE Y NO PONE 7 POR EL TIEMPIO DE RESPUESTA PORQUE A VCES LA ULTIMA VES SE TARDE UNOS DIAS EN DAR SOLUCION
tAsS7LilaAYj	MP	Hombre	6	PORQUE ES MUY BUENO, SOLO QUE A VECES SE CAE, NO TODOS LOS DÍAS, PERO HAY UNOS EN LOS QUE SE CAE. NO, ESTÁ BIEN, ES SOLO ESO.
PIsvaUOU8oBd	MasPrem	Mujer	2	PORQUE QUIERO TRASLADAR LOS SERVICIOS Y HE TENIDO PERO NADA DE ASISTENCIA A OTRA SUCURSAL Y LA ATENCIÓN EN PUBLICO EN LAS SUCURSALES UNO VA ALLÁ A PLANTEARLE LOS PROBLEMAS DE QUE VA A ABRIR OTRA SUCURSAL SIN QUE TRASLADE LOS SERVICIOS, CAMBIAR LA CASA MATRIZ Y NO ME DAN ALTERNATIVAS.
Hme3HbQYnzRN	AV	Hombre	6	PORQUE A VECES HAY PROBLEMAS CON EL INTERNET POR EJEMPLO HOY ESTUVIMOS TODO EL DÍA SIN INTERNET Y SIN EL TELÉFONO FIJO ENTONCES ESO ES UN PROBLEMA PARA NOSOTROS
bVwyH9wLiODP	Mas	Mujer	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA HASTA AHORA Y LLEVO 6 MESES CON ELLOS, ANTES ESTABA CON OTRA QUE TUVE MUCHOS PROBLEMAS Y NO ME LO SOLUCIONABAN DE INMEDIATO.
fnZ7EMNaIlKa	MV	Hombre	2	"EL SERVICIO DE INSTALACIÓN ES PÉSIMO; ES MUY LENTO Y MUY ENGORROSO."
XKOlY2ZPzpCq	Mas	Hombre	6	PORQUE FUNCIONA BIEN PERO EN CIERTAS  OCASIONES TIENE ALGUNAS FALLAS ES BIEN EN CUANTO A LA VELOCIDAD DEL INTERNET, EL SERVICIO ES CONSTANTE Y RÁPIDO.
pKyCsPIG81ba	MV	Hombre	6	POR LA VELOCIDAD Y NO HEMOS TENIDO PROBLEMAS CON LA SOLUCIÓN, LO HACEN DE FORMA RÁPIDA.
mfMySbUgCAz0	MP	Hombre	5	POR QUE CUANDO TENEMOS PROBLEMAS CON LAS TRANSMICION
NK2kHqcSKuNY	AV	Hombre	6	PORQUE EL SERVICIO ES BUENO EN CUANTO AL FUNCIONAMIENTO. NO TENEMOS PROBLEMAS. (NO DA MAS INFORMACIÓN)
I9lPo8XPgQUV	MP	Mujer	7	PORQUE NO HE TENIDO PROBLEMA DE CAÍDA DE SERVICIO LA ATENCIÓN A CLIENTE ES BUENA LAS ATENCIONES QUE HAGO TAMBIÉN SON RESPONDIDAS OPORTUNAMENTE.
sat2jqVN27BE	MP	Mujer	7	POR QUE ESTOY SATISFECHA ,EN CUANTO A RAPIDEZ DEL INTENED, ES UNA EMPRESA CONFIABLE Y TIENE BUEN SERVICIO AL CLIENTE
kpfeuPgprvuy	MV	Hombre	2	PORQUE ES UN SERVICIO CARO, EL CONTRATO FUE POR UN MUY LARGO PLAZO, NO TENGO FLEXIBILIDAD PARA HACERLO CRECER O HACERLO DISMINUIR, EL SERVICIO DE POST VENTA ES LENTO Y LA CALIDAD DE INTERNET NO ES MUY BUENA, SE CAE, NO ES REGULAR, HAY DÍAS COMPLETOS QUE SE CORTO Y EN GENERAL ES LENTO Y CARO.
hK8LIWWb6bco	MP	Mujer	4	PORQUE SON MUY LENTOS PARA REACCIONAR A UN PROBLEMA.
8C9vJkOuwTQF	MV	Hombre	5	"NO SON LO SUFICIENTE MENTE ÓPTIMOS ;EN CUANTO AL SERVICIO;NO,(NO DA MAS INFORMACIÓN )"
IFZCAdHKH7X2	MP	Hombre	4	LA RED FALLA MUCHO EN ESTE MES.(NO DA MAS INFORMACIÓN)
XDawajXTtd0f	MV	Mujer	6	PORQUE EN ALGUNAS OPORTUNIDADES HE TENIDO PROBLEMAS. LOS EJECUTIVOS QUE ESTÁN A CARGO DE NOSOTROS NUNCA HE TENIDO NINGÚN PROBLEMA, PERO LO CAMBIAN MUY SEGUIDO Y ME DEJAN EJECUTIVO CERCA A SEIS MESES.
ramqNLcw36Zy	MV	Hombre	5	PORQUE HAN VARIADO MUCHO LOS SERVICIOS ANTES TENIAN MEJOR CONTACTO Y MEJORES SERVICIOS NUESTRO PROVEEDOR ESTABA SIEMPRE COMUNICADO
nKAAWloz3I9y	MV	Hombre	3	NO NOS DAN RESPUESTA VÍA TELEFÓNICA NI SE COMUNICAN
AEmlhF6uv7Mb	AP	Hombre	6	PORQUE PUEDE MEJORAR, LA CONECTIVIDAD EN LA TRANSMISIÓN DE DATOS
taSSAnDI53ng	Mas	Hombre	5	POR LAS VELOCIDADES, LAS VELOCIDADES VARIAN DEMASIDO DENTRO DEL DIA HAY VECES QUE ESTA MUY LENTO NOS CULOAN A NOSOTROS QUE TENEMOS  MUCGA GENTE Y TENEMOS 10 PERSONAS TRABAJANDO CON ESO
hrvPDVHn8vpY	AP	Hombre	6	PORQUE NO SE MERECEN EL SIETE TODAVÍA, NO ANDAN AL CIEN POR CIENTO
